date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes
2026-02-10,tnf,The North Face,1,TNF100 COLLECTION,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92963,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92963,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/17611/260100_TNF100_main_banner_PC.webp,tnf_1_7ec766bae1.jpg,ok,1100,500,113334
2026-02-10,tnf,The North Face,2,"SHINY DAYS PINKY DREAMS 설레는 첫 등굣길, 핑크빛 꿈을 담은 백팩 컬렉션",https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92960,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92960,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/260100_공식몰_걸즈_신학기_백팩_기획전-main_banner_PC.webp,tnf_2_0da526ae70.jpg,ok,1100,500,81186
2026-02-10,tnf,The North Face,3,NEW YEAR NEW BACKPACK 새로운 시작을 위한 노스페이스 백팩 컬렉션,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92946,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92946,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/main_banner_PC_화라백팩.webp,tnf_3_162f113689.jpg,ok,1100,500,119246
2026-02-10,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005001000000,https://www.patagonia.co.kr/shop/goodsList/001005001000000,,,https://patagonia.edge.naverncp.com/banner/S26_NewArrivals_banner.jpg,patagonia_1_ebd55fa479.jpg,ok,1100,618,180428
2026-02-10,arcteryx,Arc'teryx,1,HERE FOR IT ALL,https://arcteryx.co.kr/products/category/54,https://arcteryx.co.kr/products/category/54,,,https://public.arcteryx.co.kr/images/banner/uQJTBlVKZWkz40ORHINBLOtQFb9bXPKQ5ksek3Qh.jpg,arcteryx_1_826cd0dee3.jpg,ok,1100,618,70751
2026-02-10,salomon,Salomon,1,ENGINEERED TO EXPLORE SLATE COLLECTION,https://salomon.co.kr/collections/26ss_app_slate-feb,https://salomon.co.kr/collections/26ss_app_slate-feb,,,https://salomon.co.kr/cdn/shop/files/1_PC_82fff1ba-5de6-4092-af6d-80bb92f00ef0_180x.png?v=1770689930,salomon_1_5caa888337.jpg,ok,180,70,3747
2026-02-10,salomon,Salomon,2,COMFORT FOR THE LONG RUN 울트라 글라이드 4,https://salomon.co.kr/collections/26ss_event_ultra-glide-4-wide,https://salomon.co.kr/collections/26ss_event_ultra-glide-4-wide,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120-1_02_59abca3a-545b-4770-a156-cb2acae06e90_180x.jpg?v=1770169906,salomon_2_08f674739c.jpg,ok,180,70,2803
2026-02-10,salomon,Salomon,3,STYLE WHISPERS PERSONALITY ECHOES,https://salomon.co.kr/collections/26ss_ftw_xt-whisper,https://salomon.co.kr/collections/26ss_ftw_xt-whisper,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120-1_02_ef02b8da-b142-4fc1-8c65-ef1bef51bed8_180x.jpg?v=1770170014,salomon_3_0213bd21ba.jpg,ok,180,70,2758
2026-02-10,snowpeak,Snow Peak,1,가볍고 따뜻하게 오래도록 가장 실용적인 경량 다운,http://snowpeakstore.co.kr/goods/event_sale.php?sno=547,http://snowpeakstore.co.kr/goods/event_sale.php?sno=547,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260202/img/banner/e717e2727a1041ff7b05276f0d9efbdb_60787.jpg,snowpeak_1_8468160a47.jpg,ok,1100,575,48806
2026-02-10,snowpeak,Snow Peak,2,올 겨울을 빛낸 베스트 다운 컬렉션,http://snowpeakstore.co.kr/goods/event_sale.php?sno=542,http://snowpeakstore.co.kr/goods/event_sale.php?sno=542,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260202/img/banner/35c73021f50a3d199f2d9826777d4118_49560.jpg,snowpeak_2_0a5dc2a5c2.jpg,ok,1100,575,49380
2026-02-10,snowpeak,Snow Peak,3,포근한 무드를 완성하는 클랜드 시리즈,http://snowpeakstore.co.kr/goods/event_sale.php?sno=552,http://snowpeakstore.co.kr/goods/event_sale.php?sno=552,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260202/img/banner/8a0f3f49eb4ca6abb249a5921de778eb_27519.jpg,snowpeak_3_36989c8285.jpg,ok,1100,575,34993
2026-02-10,blackyak,Black Yak,1,함께하는 병오년! 첫 가격인하 #특가찬스#가격인하 2026.01.06(TUE) ~,https://www.byn.kr/_exh/?no=1886,https://www.byn.kr/_exh/?no=1886,,,https://cdn.byn.kr/real/_data/banner/0e4594f946dff0d8e5dd7d07922a1924.jpg,blackyak_1_a56950360e.jpg,ok,1100,538,37589
2026-02-10,blackyak,Black Yak,2,"봄 아웃도어 체크리스트 첫 봄 산행, 무엇을 챙기셨나요? 26년 봄 신상품 6% 할인 2026.02.06(FRI) ~ 2026.02.28(SAT)",https://www.byn.kr/_exh/?no=2062,https://www.byn.kr/_exh/?no=2062,,,https://cdn.byn.kr/real/_data/banner/72b73112da3a1cf0ccf3d549e5f72f89.jpg,blackyak_2_126f6326f4.jpg,ok,1100,538,241806
2026-02-10,blackyak,Black Yak,3,2026 NEW 위시리스트 담기! 하트 클릭하고 추가 10% 받기 2026.02.02(MON) ~ 02.28(SAT),https://www.byn.kr/_exh/?no=2049,https://www.byn.kr/_exh/?no=2049,,,https://cdn.byn.kr/real/_data/banner/d2dac4e3cfa8e29aa3ead871cdbf187c.jpg,blackyak_3_db256c15cb.jpg,ok,1100,538,137998
2026-02-10,natgeo,National Geographic,1,"지구, 경이로운 행성",https://www.natgeokorea.com/,https://www.natgeokorea.com/,,,https://www.natgeokorea.com/lib/thumb/phpThumb.php?src=%2Fuploads%2F01_81.jpg&w=1200&sia=DISNEY_PLUS&q=75&hash=de0ccb4260fdc3fc26c4547f00d31212,natgeo_1_08ddafe0ce.jpg,ok,1100,618,90858
2026-02-10,natgeo,National Geographic,2,"지구, 경이로운 행성",https://natgeokorea.com/program.php?p=176,https://natgeokorea.com/program.php?p=176,,,https://www.natgeokorea.com/assets/img/ar-left.png,natgeo_3_d895b5fda6.jpg,ok,20,36,293
2026-02-10,kolonsport,Kolon Sport,1,공식 온라인몰 사칭 사이트 주의 안내,https://www.kolonsport.com/Notice/725?itm_bc=PC_3099_%ED%99%88&itm_ba=2_d9f10_LineBanner_%EC%B5%9C%EC%83%81%EB%8B%A8%20%EB%9D%A0%EB%B0%B0%EB%84%88&itm_bl=%EC%BD%94%EC%8A%A4%EB%8B%B7%EC%BB%B4_%EA%B3%B5%EC%8B%9D%20%EC%98%A8%EB%9D%BC%EC%9D%B8%EB%AA%B0%20%EC%82%AC%EC%B9%AD%20%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EC%A3%BC%EC%9D%98%20%EC%95%88%EB%82%B4_260126,https://www.kolonsport.com/Notice/725?itm_bc=PC_3099_%ED%99%88&itm_ba=2_d9f10_LineBanner_%EC%B5%9C%EC%83%81%EB%8B%A8+%EB%9D%A0%EB%B0%B0%EB%84%88&itm_bl=%EC%BD%94%EC%8A%A4%EB%8B%B7%EC%BB%B4_%EA%B3%B5%EC%8B%9D+%EC%98%A8%EB%9D%BC%EC%9D%B8%EB%AA%B0+%EC%82%AC%EC%B9%AD+%EC%82%AC%EC%9D%B4%ED%8A%B8+%EC%A3%BC%EC%9D%98+%EC%95%88%EB%82%B4_260126,,,https://images3.kolonmall.com/upload/content/e34f8f2b-52cb-4ac5-83a3-3bdbcd7d464b/WM_logo_3.svg,kolonsport_1_d26c2d5b4a.jpg,ok,0,0,6684
2026-02-10,kolonmall,Kolon Mall,1,메인 배너,https://www.kolonmall.com/Special/252463,https://www.kolonmall.com/Special/252463,2026-02-09,2026-02-18,https://images3.kolonmall.com/upload/banner/815f669e-9a69-4c71-a2b6-a9e26ada78bf/4431528f-5416-42c2-b2e9-60969e8fdf9c.jpg,kolonmall_1_dee0def300.jpg,ok,750,1000,75566
2026-02-10,kolonmall,Kolon Mall,2,시리즈가 엄선한 수입 브랜드,https://www.kolonmall.com/Special/252096,https://www.kolonmall.com/Special/252096,,,https://images3.kolonmall.com/upload/banner/71123cc1-7cae-4a65-9c77-2a8e41e94df5/0c3d0a95-c37c-4660-8856-7971eb226513.jpg,kolonmall_2_807c9a0b80.jpg,ok,750,1000,97943
