date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,img_signature,brand_resolved_url,extract_source,confidence_score,is_fallback,is_primary_hero,landing_title,landing_subtitle,landing_summary,landing_keywords,landing_category,landing_text_status
2026-08-12,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005083000000,https://www.patagonia.co.kr/shop/goodsList/001005083000000,,,https://patagonia.edge.naverncp.com/banner/062426_HomeBanner_hotweather.jpg,patagonia_1_8a866737c4.jpg,ok,1100,618,100332,f960fad676db1192,https://www.patagonia.co.kr/,patagonia_static_hero,0.94,0,1,소재 및 생산 과정,Some stories to get you out there.,"파타고니아코리아 온라인 스토어, 환경과 사회에 대한 책임 기업","기능성, 가방",백팩,ok
2026-08-12,arcteryx,Arc'teryx,1,SUMMER GEAR IS HERE,https://arcteryx.co.kr/products/category/223,https://arcteryx.co.kr/products/category/223,,,https://public.arcteryx.co.kr/images/banner/lp54WhvvpRQfjRWdC2VB2q9LlN4PPjUcQvqgMMFg.jpg,arcteryx_1_7ea42bfe00.jpg,ok,1100,803,54715,2af3585a0edcaa0e,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,아크테릭스코리아 : Women,전체보기,아크테릭스코리아 Women,,여성,ok
2026-08-12,arcteryx,Arc'teryx,2,Packs,https://arcteryx.co.kr/products/category/353,https://arcteryx.co.kr/products/category/353,,,https://public.arcteryx.co.kr/images/banner/toTFZPpcbPxoopQ1ZbGKZfh6ZYYkj8eZq9754m6l.jpg,arcteryx_4_c63db76fc0.jpg,ok,1100,803,160708,60c66022789bdfb3,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-08-12,arcteryx,Arc'teryx,3,Axios 4 Crossbody,https://arcteryx.co.kr/products/view/686989,https://arcteryx.co.kr/products/view/686989,,,https://public.arcteryx.co.kr/images/banner/jhTfX5iValXz5me1SzCi6lkpyeRl3rGZBBcDE3OL.jpg,arcteryx_5_68701f31ab.jpg,ok,1080,1080,75847,8c4c6336833d7645,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-08-12,salomon,Salomon,1,STITCHED BY STRIDES,https://salomon.co.kr/pages/gtws-grand-finale,https://salomon.co.kr/pages/gtws-grand-finale,2026-10-24,2026-10-25,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120-fin_180x.jpg?v=1785897466,salomon_1_9e9fe4ce45.jpg,ok,180,70,5867,d2c12638121a67fa,https://salomon.co.kr/,hero_slider_container,0.88,0,1,2026 GTWS GRAND FINALE – Salomon Korea,28K 코스 안내,"2026.10.24 ~ 10.25 STITCHED BY STRIDES 러너의 발걸음을 조각처럼 이어 만든 하나의 여정 모든 보폭은 한 땀의 스티치 각각의 걸음이 길을 잇고, 움직임과 호흡 그리고 서로의 리듬이 겹쳐 하나의 풍경을 만듭니다. A trail run where every stride becomes a stitch. Each step connects the route, forming",신발,하이킹,ok
2026-08-12,salomon,Salomon,2,Salomon Korea,https://salomon.co.kr/pages/membership,https://salomon.co.kr/pages/membership,,,https://salomon.co.kr/cdn/shop/files/SALOMON_logo_500x.png?v=1687134649,salomon_1_d8c3ccc324.jpg,ok,309,38,741,f327d4324fe1281e,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-08-12,salomon,Salomon,3,"BORN IN THE LAB, WORN IN THE WILD",https://salomon.co.kr/pages/genesis2,https://salomon.co.kr/pages/genesis2,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_8_180x.jpg?v=1785897588,salomon_2_2d62e971f4.jpg,ok,180,70,3187,55e7c497065ce537,https://salomon.co.kr/,hero_slider_container,0.88,0,0,,,,,,skipped
2026-08-12,salomon,Salomon,4,Short Sleeve,https://salomon.co.kr/,https://salomon.co.kr/,,,https://salomon.co.kr/cdn/shop/files/GTWS_GNB_800x600_1_1_64c7c24f-2fc2-4cb1-81e0-1be3b38dc061.jpg?v=1785977389,salomon_2_81e78f736a.jpg,ok,800,600,153626,ea0de214258055f0,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-08-12,salomon,Salomon,5,UNLEASH YOUR SPEED,https://salomon.co.kr/pages/s-lab,https://salomon.co.kr/pages/s-lab,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_7957b816-912f-45a8-b1cc-c7af2599e044_180x.jpg?v=1785897672,salomon_3_ca63996e32.jpg,ok,180,70,2067,c5010b15e22abc5c,https://salomon.co.kr/,hero_slider_container,0.88,0,0,,,,,,skipped
2026-08-12,salomon,Salomon,6,메인 배너,,,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120-fin_2450x.jpg?v=1785897466,salomon_4_02824e9a20.jpg,cached,1100,427,128349,1145868fd8969646,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-08-12,salomon,Salomon,7,메인 배너,,,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_8_1512x.jpg?v=1785897588,salomon_6_d3a5ba355b.jpg,cached,1100,427,54002,cb522c91fe5438fd,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-08-12,salomon,Salomon,8,메인 배너,,,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_7957b816-912f-45a8-b1cc-c7af2599e044_1512x.jpg?v=1785897672,salomon_8_6b306b73c9.jpg,cached,1100,427,28750,611aa4e97716c6e7,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
