event_date,source,medium,sessions,purchases,revenue
2025-03-11,(not set),(not set),1432,6,439700.0
2025-03-11,183.97.56.145,referral,1,0,0.0
2025-03-11,2.mindfree23.com,referral,1,0,0.0
2025-03-11,61.84.74.45,referral,1,0,0.0
2025-03-11,EDM,EDM,3,0,0.0
2025-03-11,Facebook,banner,18,0,0.0
2025-03-11,IGShopping,Social,85,0,0.0
2025-03-11,KAKAOMOMENT_mkt,BAHAMA_2,1,0,0.0
2025-03-11,KAKAO_CH,KAKAO_CH,99,3,333680.0
2025-03-11,KAKAO_CH,organic,3,1,102900.0
2025-03-11,KAKAO_alimtalk,(none),3,0,0.0
2025-03-11,KAKAO_alimtalk,KAKAO_CH,2,0,0.0
2025-03-11,KAKAO_alimtalk,KAKAO_alimtalk,78,6,678490.0
2025-03-11,KAKAO_alimtalk,organic,1,0,0.0
2025-03-11,LMS_ECOM,(none),2,0,0.0
2025-03-11,LMS_ECOM,LMS_ECOM,125,1,101000.0
2025-03-11,LMS_ECOM,cpc,1,0,0.0
2025-03-11,abcmart.5166.info,referral,6,0,0.0
2025-03-11,bing,organic,26,0,0.0
2025-03-11,blog.naver.com,referral,2,0,0.0
2025-03-11,columbia.com,referral,13,1,55000.0
2025-03-11,columbiamall.co.kr,referral,5,0,0.0
2025-03-11,columbiasportswear.ie,referral,1,0,0.0
2025-03-11,cr.shopping.naver.com,referral,31,0,0.0
2025-03-11,cr2.shopping.naver.com,referral,3,0,0.0
2025-03-11,criteo,banner,672,5,625780.0
2025-03-11,criteo,display,106,0,0.0
2025-03-11,dailytodaily.com,referral,1,0,0.0
2025-03-11,daum,organic,101,3,359840.0
2025-03-11,era-prod.hiforce.net,referral,28,0,0.0
2025-03-11,facebook.com,referral,3,0,0.0
2025-03-11,google,(none),6,0,0.0
2025-03-11,google,cpc,1239,6,852240.0
2025-03-11,google,organic,236,3,448540.0
2025-03-11,instagram.com,referral,129,0,0.0
2025-03-11,kakao_coupon,kakao_coupon_welcom,4,0,0.0
2025-03-11,keep.google.com,referral,1,0,0.0
2025-03-11,l.facebook.com,referral,5,0,0.0
2025-03-11,l.instagram.com,referral,61,0,0.0
2025-03-11,link.naver.com,referral,2,0,0.0
2025-03-11,lm.facebook.com,referral,3,0,0.0
2025-03-11,m.blog.naver.com,referral,8,1,54880.0
2025-03-11,m.facebook.com,referral,6,0,0.0
2025-03-11,m.keep.naver.com,referral,1,0,0.0
2025-03-11,m.naver.com,referral,3,1,142000.0
2025-03-11,m.place.naver.com,referral,3,0,0.0
2025-03-11,m.search.daum.net,referral,24,3,600700.0
2025-03-11,m.search.naver.com,referral,94,1,59500.0
2025-03-11,meta,banner,2090,5,545820.0
2025-03-11,meta,referral,2,0,0.0
2025-03-11,msearch.shopping.naver.com,referral,11,0,0.0
2025-03-11,naver,cpc,10,0,0.0
2025-03-11,naver,organic,708,9,753850.0
2025-03-11,naver.com,referral,63,2,337370.0
2025-03-11,naverbs,LMS_ECOM,3,0,0.0
2025-03-11,naverbs,cpc,713,11,1756510.0
2025-03-11,ntp.msn.com,referral,8,0,0.0
2025-03-11,pcmap.place.naver.com,referral,2,0,0.0
2025-03-11,perplexity,(none),1,0,0.0
2025-03-11,quickgoldsilver.heystay100.com,referral,2,0,0.0
2025-03-11,review8.cre.ma,referral,8,1,36180.0
2025-03-11,rxhy5gkqpi6.feishu.cn,referral,1,0,0.0
2025-03-11,search.zum.com,referral,1,0,0.0
2025-03-11,statics.teams.cdn.office.net,referral,10,0,0.0
2025-03-11,sun-mong.tistory.com,referral,3,0,0.0
2025-03-11,todayfortune.co.kr,referral,1,0,0.0
2025-03-11,youtube.com,referral,258,0,0.0
2025-03-11,yqov1pmjoye.feishu.cn,referral,1,0,0.0
2025-03-11,zebec.co.kr,referral,1,0,0.0
2025-03-12,(not set),(not set),1298,14,1451060.0
2025-03-12,DM,email,3,0,0.0
2025-03-12,EDM,EDM,1,0,0.0
2025-03-12,Facebook,banner,10,0,0.0
2025-03-12,IGShopping,Social,158,0,0.0
2025-03-12,KAKAO_CH,(none),3,0,0.0
2025-03-12,KAKAO_CH,KAKAO_CH,110,0,0.0
2025-03-12,KAKAO_alimtalk,(none),5,1,97810.0
2025-03-12,KAKAO_alimtalk,KAKAO_alimtalk,82,6,362070.0
2025-03-12,KAKAO_chatbot,KAKAO_CH,5,0,0.0
2025-03-12,KAKAO_chatbot,KAKAO_chatbot,2,0,0.0
2025-03-12,LMS_ECOM,(none),2,0,0.0
2025-03-12,LMS_ECOM,LMS_ECOM,93,0,0.0
2025-03-12,NAVER_brand_search,NAVER_brand_search,2,0,0.0
2025-03-12,abcmart.5166.info,referral,4,0,0.0
2025-03-12,alohafind.com,referral,2,0,0.0
2025-03-12,bing,organic,24,0,0.0
2025-03-12,blog.naver.com,referral,2,0,0.0
2025-03-12,bujalab.com,referral,3,0,0.0
2025-03-12,columbia.com,referral,11,0,0.0
2025-03-12,columbiamall.co.kr,referral,6,0,0.0
2025-03-12,cr.shopping.naver.com,referral,31,1,100780.0
2025-03-12,criteo,(none),4,0,0.0
2025-03-12,criteo,banner,692,9,575210.0
2025-03-12,criteo,display,110,2,241270.0
2025-03-12,daum,organic,93,2,535800.0
2025-03-12,era-prod.hiforce.net,referral,42,0,0.0
2025-03-12,facebook.com,referral,1,0,0.0
2025-03-12,google,(none),2,0,0.0
2025-03-12,google,cpc,1240,1,237300.0
2025-03-12,google,organic,222,0,0.0
2025-03-12,instagram.com,referral,96,0,0.0
2025-03-12,kakao_coupon,(none),1,0,0.0
2025-03-12,kakao_coupon,kakao_coupon_welcom,1,1,27700.0
2025-03-12,l.facebook.com,referral,1,0,0.0
2025-03-12,l.instagram.com,referral,47,0,0.0
2025-03-12,link.naver.com,referral,2,0,0.0
2025-03-12,lm.facebook.com,referral,2,0,0.0
2025-03-12,lt3r2ng2op.feishu.cn,referral,3,0,0.0
2025-03-12,m.blog.naver.com,referral,6,0,0.0
2025-03-12,m.facebook.com,referral,2,0,0.0
2025-03-12,m.naver.com,referral,2,0,0.0
2025-03-12,m.search.daum.net,referral,22,1,97420.0
2025-03-12,m.search.naver.com,referral,102,1,218000.0
2025-03-12,meta,banner,1968,5,782700.0
2025-03-12,msearch.shopping.naver.com,referral,8,0,0.0
2025-03-12,naver,cpc,16,0,0.0
2025-03-12,naver,organic,662,8,1316010.0
2025-03-12,naver.com,referral,57,0,0.0
2025-03-12,naverbs,LMS_ECOM,8,0,0.0
2025-03-12,naverbs,cpc,746,13,2042590.0
2025-03-12,naverbs,organic,1,0,0.0
2025-03-12,ntp.msn.com,referral,9,0,0.0
2025-03-12,oldpc.co.kr,referral,1,0,0.0
2025-03-12,quickgoldsilver.heystay100.com,referral,2,0,0.0
2025-03-12,review8.cre.ma,referral,8,1,13850.0
2025-03-12,risk-bpo.shizhuang-inc.com,referral,5,0,0.0
2025-03-12,search.zum.com,referral,3,0,0.0
2025-03-12,shopping.naver.com,referral,1,0,0.0
2025-03-12,statics.teams.cdn.office.net,referral,9,0,0.0
2025-03-12,sun-mong.tistory.com,referral,1,0,0.0
2025-03-12,super-admin.shopfully.com,referral,1,0,0.0
2025-03-12,tcnp7oqv45ul.feishu.cn,referral,1,0,0.0
2025-03-12,theriver.columbia.com,referral,1,0,0.0
2025-03-12,web1.columbiakorea.co.kr,referral,2,0,0.0
2025-03-12,yandex.ru,referral,1,0,0.0
2025-03-12,youtube.com,referral,179,0,0.0
2025-03-12,yqov1pmjoye.feishu.cn,referral,1,0,0.0
2025-03-12,zum.com,referral,1,0,0.0
2025-03-13,(not set),(not set),1445,9,1173640.0
2025-03-13,61.84.74.45,referral,1,0,0.0
2025-03-13,EDM,EDM,2,0,0.0
2025-03-13,Facebook,banner,23,0,0.0
2025-03-13,IGShopping,Social,124,0,0.0
2025-03-13,KAKAOMOMENT_mkt,BAHAMA_2,2,0,0.0
2025-03-13,KAKAO_CH,KAKAO_CH,4597,11,1251870.0
2025-03-13,KAKAO_CH,organic,2,0,0.0
2025-03-13,KAKAO_alimtalk,(none),4,0,0.0
2025-03-13,KAKAO_alimtalk,KAKAO_alimtalk,80,7,515230.0
2025-03-13,KAKAO_chatbot,KAKAO_chatbot,2,0,0.0
2025-03-13,LMS_ECOM,(none),3,0,0.0
2025-03-13,LMS_ECOM,LMS_ECOM,94,1,211300.0
2025-03-13,LMS_ECOM,LMS_ECOM_HIKE365reivew,7,0,0.0
2025-03-13,LMS_ECOM,organic,1,0,0.0
2025-03-13,abcmart.5166.info,referral,3,0,0.0
2025-03-13,bing,organic,27,1,56660.0
2025-03-13,blog.naver.com,referral,5,0,0.0
2025-03-13,bujalab.com,referral,1,0,0.0
2025-03-13,columbia.com,referral,9,0,0.0
2025-03-13,columbiamall.co.kr,referral,2,0,0.0
2025-03-13,columbiasportswear.ca,referral,1,0,0.0
2025-03-13,cr.shopping.naver.com,referral,22,0,0.0
2025-03-13,cr2.shopping.naver.com,referral,2,0,0.0
2025-03-13,criteo,banner,653,3,138050.0
2025-03-13,criteo,display,98,1,57000.0
2025-03-13,daum,organic,89,1,145260.0
2025-03-13,era-prod.hiforce.net,referral,15,0,0.0
2025-03-13,facebook.com,referral,11,0,0.0
2025-03-13,google,(none),2,0,0.0
2025-03-13,google,cpc,960,7,721520.0
2025-03-13,google,organic,246,1,55890.0
2025-03-13,instagram.com,referral,21,0,0.0
2025-03-13,kakao_coupon,kakao_coupon_welcom,1,0,0.0
2025-03-13,l.facebook.com,referral,5,0,0.0
2025-03-13,l.instagram.com,referral,39,0,0.0
2025-03-13,link.naver.com,referral,4,0,0.0
2025-03-13,lm.facebook.com,referral,1,0,0.0
2025-03-13,lvpoiq4ue9.feishu.cn,referral,6,0,0.0
2025-03-13,m.blog.naver.com,referral,9,0,0.0
2025-03-13,m.cafe.naver.com,referral,1,0,0.0
2025-03-13,m.columbiamall.co.kr,referral,1,0,0.0
2025-03-13,m.facebook.com,referral,8,0,0.0
2025-03-13,m.naver.com,referral,1,0,0.0
2025-03-13,m.place.naver.com,referral,2,0,0.0
2025-03-13,m.search.daum.net,referral,21,0,0.0
2025-03-13,m.search.naver.com,referral,123,5,541230.0
2025-03-13,meta,banner,1897,4,430850.0
2025-03-13,msearch.shopping.naver.com,referral,12,0,0.0
2025-03-13,naver,cpc,26,0,0.0
2025-03-13,naver,organic,749,12,1195190.0
2025-03-13,naver.com,referral,82,5,402940.0
2025-03-13,naverbs,LMS_ECOM,5,0,0.0
2025-03-13,naverbs,cpc,668,18,1672600.0
2025-03-13,naverbs,organic,2,0,0.0
2025-03-13,ntp.msn.com,referral,6,0,0.0
2025-03-13,review8.cre.ma,referral,4,0,0.0
2025-03-13,risk-bpo.shizhuang-inc.com,referral,5,0,0.0
2025-03-13,statics.teams.cdn.office.net,referral,6,0,0.0
2025-03-13,sun-mong.tistory.com,referral,1,0,0.0
2025-03-13,theriver.columbia.com,referral,2,0,0.0
2025-03-13,web1.columbiakorea.co.kr,referral,1,0,0.0
2025-03-13,yandex.ru,referral,1,0,0.0
2025-03-13,youtube.com,referral,91,0,0.0
2025-03-14,(not set),(not set),1722,5,405000.0
2025-03-14,DM,email,1,0,0.0
2025-03-14,EDM,EDM,4,0,0.0
2025-03-14,Facebook,banner,22,0,0.0
2025-03-14,IGShopping,Social,152,0,0.0
2025-03-14,KAKAO_CH,KAKAO_CH,504,1,55890.0
2025-03-14,KAKAO_CH,KAKAO_alimtalk,1,0,0.0
2025-03-14,KAKAO_CH,LMS_ECOM,1,0,0.0
2025-03-14,KAKAO_alimtalk,KAKAO_alimtalk,64,3,83820.0
2025-03-14,KAKAO_alimtalk,banner,3,0,0.0
2025-03-14,KAKAO_chatbot,KAKAO_chatbot,2,0,0.0
2025-03-14,LMS_ECOM,(none),8,0,0.0
2025-03-14,LMS_ECOM,LMS_ECOM,65,0,0.0
2025-03-14,LMS_ECOM,LMS_ECOM_HIKE365reivew,2,0,0.0
2025-03-14,LMS_ECOM,organic,1,0,0.0
2025-03-14,abcmart.5166.info,referral,2,0,0.0
2025-03-14,bing,organic,39,0,0.0
2025-03-14,blog.naver.com,referral,4,0,0.0
2025-03-14,columbia.com,referral,11,0,0.0
2025-03-14,columbiamall.co.kr,referral,5,0,0.0
2025-03-14,columbiasportswear.ca,referral,1,0,0.0
2025-03-14,columbiasportswear.es,referral,1,0,0.0
2025-03-14,columbiasportswear.it,referral,1,0,0.0
2025-03-14,cr.shopping.naver.com,referral,25,2,241850.0
2025-03-14,cr2.shopping.naver.com,referral,2,1,21000.0
2025-03-14,criteo,(none),1,0,0.0
2025-03-14,criteo,banner,628,8,491190.0
2025-03-14,criteo,display,103,0,0.0
2025-03-14,daum,organic,86,2,272470.0
2025-03-14,era-prod.hiforce.net,referral,20,0,0.0
2025-03-14,facebook.com,referral,7,0,0.0
2025-03-14,google,cpc,942,10,1465500.0
2025-03-14,google,organic,212,1,177100.0
2025-03-14,gw.innospc.com,referral,1,0,0.0
2025-03-14,instagram.com,referral,1,0,0.0
2025-03-14,l.facebook.com,referral,3,0,0.0
2025-03-14,l.instagram.com,referral,46,0,0.0
2025-03-14,link.naver.com,referral,5,0,0.0
2025-03-14,m.blog.naver.com,referral,4,0,0.0
2025-03-14,m.cafe.naver.com,referral,1,0,0.0
2025-03-14,m.facebook.com,referral,5,0,0.0
2025-03-14,m.place.naver.com,referral,1,0,0.0
2025-03-14,m.search.daum.net,referral,22,0,0.0
2025-03-14,m.search.naver.com,referral,102,0,0.0
2025-03-14,meta,banner,2057,10,1293130.0
2025-03-14,meta,referral,1,0,0.0
2025-03-14,msearch.shopping.naver.com,referral,12,0,0.0
2025-03-14,naver,cpc,11,0,0.0
2025-03-14,naver,organic,597,9,1353980.0
2025-03-14,naver.com,referral,66,3,249600.0
2025-03-14,naverbs,LMS_ECOM,3,0,0.0
2025-03-14,naverbs,cpc,599,13,1651320.0
2025-03-14,naverbs,organic,1,0,0.0
2025-03-14,newswp.net,referral,1,0,0.0
2025-03-14,ntp.msn.com,referral,8,0,0.0
2025-03-14,perplexity,(none),1,0,0.0
2025-03-14,prod.danawa.com,referral,1,0,0.0
2025-03-14,quickgoldsilver.heystay100.com,referral,2,0,0.0
2025-03-14,review8.cre.ma,referral,3,0,0.0
2025-03-14,risk-bpo.shizhuang-inc.com,referral,1,0,0.0
2025-03-14,search.zum.com,referral,1,0,0.0
2025-03-14,shopma.net,referral,1,0,0.0
2025-03-14,statics.teams.cdn.office.net,referral,6,0,0.0
2025-03-14,theriver.columbia.com,referral,2,0,0.0
2025-03-14,weberp.columbia.com,referral,1,0,0.0
2025-03-14,yahoo,organic,1,0,0.0
2025-03-14,yandex.ru,referral,2,0,0.0
2025-03-14,youtube.com,referral,72,0,0.0
2025-03-14,yqov1pmjoye.feishu.cn,referral,3,0,0.0
2025-03-15,(not set),(not set),1769,15,1510460.0
2025-03-15,183.97.56.145,referral,2,0,0.0
2025-03-15,DM,email,1,0,0.0
2025-03-15,EDM,EDM,1,0,0.0
2025-03-15,Facebook,banner,22,0,0.0
2025-03-15,IGShopping,Social,229,0,0.0
2025-03-15,KAKAO_CH,KAKAO_CH,247,7,711150.0
2025-03-15,KAKAO_alimtalk,(none),2,0,0.0
2025-03-15,KAKAO_alimtalk,KAKAO_alimtalk,56,5,299920.0
2025-03-15,KAKAO_alimtalk,Social,1,0,0.0
2025-03-15,KAKAO_chatbot,KAKAO_chatbot,3,0,0.0
2025-03-15,LMS_ECOM,(none),8,1,150600.0
2025-03-15,LMS_ECOM,LMS_ECOM,45,0,0.0
2025-03-15,abcmart.5166.info,referral,2,0,0.0
2025-03-15,app.tandem.net,referral,1,0,0.0
2025-03-15,bing,organic,18,0,0.0
2025-03-15,bujalab.com,referral,1,0,0.0
2025-03-15,columbia.com,referral,9,0,0.0
2025-03-15,columbiamall.co.kr,referral,2,0,0.0
2025-03-15,columbiasportswear.ca,referral,1,0,0.0
2025-03-15,columbiasportswear.de,referral,1,0,0.0
2025-03-15,cr.shopping.naver.com,referral,5,0,0.0
2025-03-15,cr2.shopping.naver.com,referral,1,0,0.0
2025-03-15,criteo,banner,672,14,1132110.0
2025-03-15,criteo,display,98,2,133070.0
2025-03-15,dailytodaily.com,referral,1,0,0.0
2025-03-15,daum,organic,91,1,85300.0
2025-03-15,era-prod.hiforce.net,referral,24,0,0.0
2025-03-15,google,cpc,927,4,370240.0
2025-03-15,google,organic,197,3,316390.0
2025-03-15,instagram.com,referral,1,0,0.0
2025-03-15,kakao_coupon,kakao_coupon_welcom,5,1,95000.0
2025-03-15,l.facebook.com,referral,4,0,0.0
2025-03-15,l.instagram.com,referral,26,0,0.0
2025-03-15,link.naver.com,referral,3,0,0.0
2025-03-15,lm.facebook.com,referral,1,0,0.0
2025-03-15,localhost:8080,referral,1,0,0.0
2025-03-15,m.blog.naver.com,referral,3,0,0.0
2025-03-15,m.danawa.com,referral,1,0,0.0
2025-03-15,m.facebook.com,referral,6,0,0.0
2025-03-15,m.naver.com,referral,1,1,99500.0
2025-03-15,m.place.naver.com,referral,1,0,0.0
2025-03-15,m.search.daum.net,referral,27,0,0.0
2025-03-15,m.search.naver.com,referral,111,1,93010.0
2025-03-15,meta,banner,2305,8,514150.0
2025-03-15,meta,referral,1,0,0.0
2025-03-15,msearch.shopping.naver.com,referral,15,0,0.0
2025-03-15,naver,cpc,7,0,0.0
2025-03-15,naver,organic,466,6,470350.0
2025-03-15,naver.com,referral,74,3,349600.0
2025-03-15,naverbs,(none),3,0,0.0
2025-03-15,naverbs,LMS_ECOM,2,0,0.0
2025-03-15,naverbs,cpc,797,15,1903760.0
2025-03-15,ntp.msn.com,referral,3,0,0.0
2025-03-15,prod.danawa.com,referral,1,0,0.0
2025-03-15,quickgoldsilver.heystay100.com,referral,1,0,0.0
2025-03-15,review8.cre.ma,referral,6,0,0.0
2025-03-15,search.zum.com,referral,1,0,0.0
2025-03-15,shopma.net,referral,1,0,0.0
2025-03-15,yandex.com.tr,referral,1,0,0.0
2025-03-15,youtube.com,referral,80,2,338910.0
2025-03-16,(not set),(not set),1235,7,1042150.0
2025-03-16,DM,email,3,0,0.0
2025-03-16,Facebook,banner,22,0,0.0
2025-03-16,IGShopping,Social,336,0,0.0
2025-03-16,KAKAOMOMENT_mkt,BAHAMA_1,1,0,0.0
2025-03-16,KAKAO_CH,KAKAO_CH,188,6,657070.0
2025-03-16,KAKAO_CH,KAKAO_alimtalk,1,0,0.0
2025-03-16,KAKAO_CH,kakao_coupon_welcom,1,0,0.0
2025-03-16,KAKAO_alimtalk,(none),4,0,0.0
2025-03-16,KAKAO_alimtalk,KAKAO_CH,1,0,0.0
2025-03-16,KAKAO_alimtalk,KAKAO_alimtalk,86,7,558640.0
2025-03-16,KAKAO_chatbot,KAKAO_chatbot,1,0,0.0
2025-03-16,LMS_ECOM,(none),5,0,0.0
2025-03-16,LMS_ECOM,LMS_ECOM,49,0,0.0
2025-03-16,LMS_ECOM,cpc,1,0,0.0
2025-03-16,bing,organic,19,0,0.0
2025-03-16,bit.ly,referral,1,0,0.0
2025-03-16,bujalab.com,referral,3,0,0.0
2025-03-16,chatgpt.com,(none),3,0,0.0
2025-03-16,chatgpt.com,referral,1,0,0.0
2025-03-16,cn.bing.com,referral,1,0,0.0
2025-03-16,columbia.com,referral,6,0,0.0
2025-03-16,columbiamall.co.kr,referral,2,0,0.0
2025-03-16,columbiamall.net,referral,1,0,0.0
2025-03-16,columbiasportswear.co.uk,referral,1,0,0.0
2025-03-16,cr.shopping.naver.com,referral,7,1,79000.0
2025-03-16,criteo,banner,632,5,291910.0
2025-03-16,criteo,display,92,1,54000.0
2025-03-16,daum,organic,87,0,0.0
2025-03-16,facebook.com,referral,3,0,0.0
2025-03-16,fmkorea.com,referral,1,0,0.0
2025-03-16,google,cpc,1144,9,1329560.0
2025-03-16,google,organic,193,1,42180.0
2025-03-16,kakao_coupon,kakao_coupon_welcom,2,0,0.0
2025-03-16,l.facebook.com,referral,5,0,0.0
2025-03-16,l.instagram.com,referral,31,0,0.0
2025-03-16,link.naver.com,referral,2,0,0.0
2025-03-16,m.blog.naver.com,referral,6,0,0.0
2025-03-16,m.facebook.com,referral,10,0,0.0
2025-03-16,m.keep.naver.com,referral,2,0,0.0
2025-03-16,m.place.naver.com,referral,2,0,0.0
2025-03-16,m.search.daum.net,referral,32,0,0.0
2025-03-16,m.search.naver.com,referral,187,4,288340.0
2025-03-16,meta,banner,2459,10,1055680.0
2025-03-16,msearch.shopping.naver.com,referral,10,0,0.0
2025-03-16,naver,cpc,8,0,0.0
2025-03-16,naver,organic,552,4,269130.0
2025-03-16,naver.com,referral,90,3,368030.0
2025-03-16,naverbs,LMS_ECOM,3,0,0.0
2025-03-16,naverbs,cpc,929,20,2382880.0
2025-03-16,pcmap.place.naver.com,referral,1,0,0.0
2025-03-16,quickgoldsilver.heystay100.com,referral,1,0,0.0
2025-03-16,review8.cre.ma,referral,4,0,0.0
2025-03-16,search.zum.com,referral,1,0,0.0
2025-03-16,todayfortune.co.kr,referral,1,0,0.0
2025-03-16,youtube.com,referral,149,0,0.0
2025-03-17,(not set),(not set),1102,8,891730.0
2025-03-17,192.168.1.130,referral,1,0,0.0
2025-03-17,DM,email,2,0,0.0
2025-03-17,EDM,EDM,3,0,0.0
2025-03-17,Facebook,banner,21,0,0.0
2025-03-17,IGShopping,Social,232,0,0.0
2025-03-17,KAKAO_CH,(none),3,0,0.0
2025-03-17,KAKAO_CH,KAKAO_CH,150,4,349410.0
2025-03-17,KAKAO_CH,KAKAO_alimtalk,1,0,0.0
2025-03-17,KAKAO_alimtalk,(none),3,0,0.0
2025-03-17,KAKAO_alimtalk,KAKAO_CH,1,0,0.0
2025-03-17,KAKAO_alimtalk,KAKAO_alimtalk,73,4,364150.0
2025-03-17,KAKAO_chatbot,KAKAO_chatbot,2,0,0.0
2025-03-17,LMS_ECOM,(none),6,0,0.0
2025-03-17,LMS_ECOM,LMS_ECOM,73,1,137300.0
2025-03-17,LMS_ECOM,cpc,2,0,0.0
2025-03-17,abcmart.5166.info,referral,2,0,0.0
2025-03-17,bing,organic,49,0,0.0
2025-03-17,blog.naver.com,referral,2,0,0.0
2025-03-17,bujalab.com,referral,2,0,0.0
2025-03-17,chatgpt.com,referral,1,0,0.0
2025-03-17,columbia.com,referral,19,0,0.0
2025-03-17,columbiamall.co.kr,referral,7,0,0.0
2025-03-17,columbiasportswear.ca,referral,1,0,0.0
2025-03-17,columbiasportswear.nl,referral,1,0,0.0
2025-03-17,cr.shopping.naver.com,referral,16,0,0.0
2025-03-17,cr2.shopping.naver.com,referral,3,0,0.0
2025-03-17,criteo,banner,641,4,521340.0
2025-03-17,criteo,display,114,1,75000.0
2025-03-17,daum,organic,103,0,0.0
2025-03-17,era-prod.hiforce.net,referral,15,0,0.0
2025-03-17,facebook.com,referral,9,0,0.0
2025-03-17,google,(none),2,0,0.0
2025-03-17,google,cpc,1153,6,589760.0
2025-03-17,google,organic,216,1,69850.0
2025-03-17,kakao_coupon,kakao_coupon_welcom,1,0,0.0
2025-03-17,l.facebook.com,referral,5,0,0.0
2025-03-17,l.instagram.com,referral,41,0,0.0
2025-03-17,lens.google.com,referral,1,0,0.0
2025-03-17,link.naver.com,referral,3,0,0.0
2025-03-17,m.blog.naver.com,referral,3,0,0.0
2025-03-17,m.facebook.com,referral,7,0,0.0
2025-03-17,m.place.naver.com,referral,3,0,0.0
2025-03-17,m.search.daum.net,referral,20,0,0.0
2025-03-17,m.search.naver.com,referral,140,3,736170.0
2025-03-17,meta,banner,2082,9,1045350.0
2025-03-17,msearch.shopping.naver.com,referral,8,0,0.0
2025-03-17,n.news.naver.com,referral,1,0,0.0
2025-03-17,naver,cpc,12,0,0.0
2025-03-17,naver,organic,686,16,1735790.0
2025-03-17,naver.com,referral,74,1,93670.0
2025-03-17,naverbs,(none),1,0,0.0
2025-03-17,naverbs,LMS_ECOM,1,0,0.0
2025-03-17,naverbs,cpc,645,8,1109850.0
2025-03-17,newswp.net,referral,1,0,0.0
2025-03-17,npshopping.com,referral,2,0,0.0
2025-03-17,ntp.msn.com,referral,4,0,0.0
2025-03-17,omnimax_ig,omnimax_ig,1,0,0.0
2025-03-17,omnimax_yt,omnimax_yt,1,0,0.0
2025-03-17,pcmap.place.naver.com,referral,2,0,0.0
2025-03-17,prod.danawa.com,referral,1,0,0.0
2025-03-17,quickgoldsilver.heystay100.com,referral,1,0,0.0
2025-03-17,review8.cre.ma,referral,4,0,0.0
2025-03-17,risk-bpo.shizhuang-inc.com,referral,3,0,0.0
2025-03-17,seller.shopee.tw,referral,2,0,0.0
2025-03-17,statics.teams.cdn.office.net,referral,2,0,0.0
2025-03-17,theriver.columbia.com,referral,3,0,0.0
2025-03-17,yahoo,organic,1,0,0.0
2025-03-17,youtube.com,referral,126,0,0.0
2025-03-17,yqov1pmjoye.feishu.cn,referral,1,0,0.0
2025-03-18,(not set),(not set),1106,10,779100.0
2025-03-18,DM,email,1,0,0.0
2025-03-18,EDM,EDM,1,0,0.0
2025-03-18,Facebook,banner,30,0,0.0
2025-03-18,IGShopping,Social,227,0,0.0
2025-03-18,KAKAO_CH,(none),2,0,0.0
2025-03-18,KAKAO_CH,KAKAO_CH,134,4,329150.0
2025-03-18,KAKAO_alimtalk,(none),4,0,0.0
2025-03-18,KAKAO_alimtalk,KAKAO_alimtalk,83,5,631870.0
2025-03-18,KAKAO_chatbot,KAKAO_chatbot,2,0,0.0
2025-03-18,LMS_ECOM,(none),6,0,0.0
2025-03-18,LMS_ECOM,LMS_ECOM,78,0,0.0
2025-03-18,LMS_ECOM,cpc,2,0,0.0
2025-03-18,LMS_ECOM,organic,1,0,0.0
2025-03-18,abcmart.5166.info,referral,1,0,0.0
2025-03-18,airroba.com,referral,1,0,0.0
2025-03-18,bing,organic,46,0,0.0
2025-03-18,blog.naver.com,referral,2,0,0.0
2025-03-18,columbia.com,referral,8,0,0.0
2025-03-18,columbiamall.co.kr,referral,5,0,0.0
2025-03-18,columbiasportswear.ch,referral,2,0,0.0
2025-03-18,cr.shopping.naver.com,referral,20,0,0.0
2025-03-18,cr2.shopping.naver.com,referral,5,0,0.0
2025-03-18,criteo,banner,651,3,443770.0
2025-03-18,criteo,display,102,2,226600.0
2025-03-18,criteo,organic,1,0,0.0
2025-03-18,daum,organic,96,4,541450.0
2025-03-18,era-prod.hiforce.net,referral,6,0,0.0
2025-03-18,facebook.com,referral,2,0,0.0
2025-03-18,fmkorea.com,referral,1,0,0.0
2025-03-18,google,KAKAO_CH,3,0,0.0
2025-03-18,google,cpc,958,6,646480.0
2025-03-18,google,organic,220,1,136600.0
2025-03-18,kakao_coupon,kakao_coupon_welcom,4,0,0.0
2025-03-18,keep.google.com,referral,1,0,0.0
2025-03-18,kkaesaem.tistory.com,referral,1,0,0.0
2025-03-18,l.facebook.com,referral,3,0,0.0
2025-03-18,l.instagram.com,referral,55,0,0.0
2025-03-18,link.naver.com,referral,8,0,0.0
2025-03-18,localhost:8080,referral,1,0,0.0
2025-03-18,m.blog.naver.com,referral,6,0,0.0
2025-03-18,m.columbiamall.co.kr,referral,1,0,0.0
2025-03-18,m.danawa.com,referral,1,0,0.0
2025-03-18,m.facebook.com,referral,2,0,0.0
2025-03-18,m.fmkorea.com,referral,2,0,0.0
2025-03-18,m.keep.naver.com,referral,1,0,0.0
2025-03-18,m.naver.com,referral,1,0,0.0
2025-03-18,m.place.naver.com,referral,1,0,0.0
2025-03-18,m.search.daum.net,referral,25,1,94000.0
2025-03-18,m.search.naver.com,referral,136,2,142150.0
2025-03-18,mail.ust.ac.kr,referral,2,0,0.0
2025-03-18,meta,banner,2025,8,334400.0
2025-03-18,msearch.shopping.naver.com,referral,22,0,0.0
2025-03-18,naver,cpc,21,0,0.0
