date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,img_signature,brand_resolved_url,extract_source,confidence_score,is_fallback,is_primary_hero,landing_title,landing_subtitle,landing_summary,landing_keywords,landing_category,landing_text_status
2026-07-01,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005016002000,https://www.patagonia.co.kr/shop/goodsList/001005016002000,,,https://patagonia.edge.naverncp.com/banner/PAT_S26_TechTees_hero-patitucci_dan_00642_cc_.jpg,patagonia_1_da984a98b7.jpg,ok,1100,837,320139,097985884019610f,https://www.patagonia.co.kr/,patagonia_static_hero,0.94,0,1,“원단과 핏이 마음에 들어 여러 장 구매했어요. 운동할 때 시원하고 뽀송하게 유지되는게 제가 딱 원하던 티셔츠입니다”,Some stories to get you out there.,"파타고니아코리아 온라인 스토어, 환경과 사회에 대한 책임 기업",,,ok
2026-07-01,arcteryx,Arc'teryx,1,LESS IS MORE,https://arcteryx.co.kr/products/category/223,https://arcteryx.co.kr/products/category/223,,,https://public.arcteryx.co.kr/images/banner/DUwj2GqoGNS8SpLmsewb1XYS9l0NNLIfn8vd8WFR.jpg,arcteryx_1_21e16736ec.jpg,ok,1100,803,76895,47a365180b8037ad,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,아크테릭스코리아 : New Arrivals,전체보기,아크테릭스코리아 New Arrivals,,,ok
2026-07-01,arcteryx,Arc'teryx,2,SHIRTS & TOPS,https://arcteryx.co.kr/products/category/59,https://arcteryx.co.kr/products/category/59,,,https://public.arcteryx.co.kr/images/banner/Selqn1FpQL61boH2KeQ03Im5gQq7WhLK8RTNxU1e.jpg,arcteryx_4_62061d69d2.jpg,ok,1100,803,220036,f8c0e50f0316cdfb,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-07-01,arcteryx,Arc'teryx,3,S26 New line up,https://arcteryx.co.kr/products/category/386,https://arcteryx.co.kr/products/category/386,,,https://public.arcteryx.co.kr/images/banner/gIv3v9N1Qi0Kv76QDlN8TndYOiN44r4NoKRjeOth.jpg,arcteryx_5_5c8a438e18.jpg,ok,800,800,47465,48e3560ebfa48093,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-07-01,salomon,Salomon,1,TIMELESS TRAIL COLLECTION,https://salomon.co.kr/collections/26ss-trail-running-apperal,https://salomon.co.kr/collections/26ss-trail-running-apperal,,,https://cdn.shopify.com/s/files/1/0580/9035/6875/files/PC_main_2880x1120_22_02_1_180x.jpg?v=1782702953,salomon_1_1244a4fe0d.jpg,ok,180,70,5009,190c614637e93983,https://salomon.co.kr/,hero_slider_container,0.88,0,1,26SS Trail Running 살로몬 공식 온라인스토어 – Salomon Korea,시인성과 통기성이 뛰어난 Vmax 소재 적용 Sensi-Fit 디자인과 무시접 봉제 기법으로 안정적인 착용감 하이드레이션 착용 고려한 리플렉티브 로고 포인트,26SS Trail Running 살로몬 공식 온라인스토어,신발,하이킹,ok
2026-07-01,salomon,Salomon,2,Short Sleeve,https://salomon.co.kr/,https://salomon.co.kr/,,,https://cdn.shopify.com/s/files/1/0580/9035/6875/files/38_927ab3da-2954-4533-b01d-27ec277ae913.jpg?v=1780363198,salomon_1_3a2ab4bad5.jpg,ok,647,350,44301,9e003d458759bc6d,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-07-01,salomon,Salomon,3,BUILT FOR EVERY MOMENT OF THE RUN,https://salomon.co.kr/collections/26ss_ftw_aero-glide-4,https://salomon.co.kr/collections/26ss_ftw_aero-glide-4,,,https://cdn.shopify.com/s/files/1/0580/9035/6875/files/PC_main_2880x1120_3_1_180x.jpg?v=1781573083,salomon_2_2c193cad91.jpg,ok,180,70,3690,8a7704cfdfb4f130,https://salomon.co.kr/,hero_slider_container,0.88,0,0,,,,,,skipped
2026-07-01,salomon,Salomon,4,HIKING SHORT SLEEVE,https://salomon.co.kr/collections/sal_activities_hiking_app_short-sleeve,https://salomon.co.kr/collections/sal_activities_hiking_app_short-sleeve,,,https://cdn.shopify.com/s/files/1/0580/9035/6875/files/PC_main_2880x1120_2bcd619d-08f1-4c03-addf-1c94b7bbdd7e_180x.jpg?v=1782178319,salomon_3_6c9344a20a.jpg,ok,180,70,4333,54dc1664d4c9286e,https://salomon.co.kr/,hero_slider_container,0.88,0,0,,,,,,skipped
2026-07-01,salomon,Salomon,5,ICONIC SNEAKERS,https://salomon.co.kr/pages/26ss-ftw-icon-shoes,https://salomon.co.kr/pages/26ss-ftw-icon-shoes,,,https://cdn.shopify.com/s/files/1/0580/9035/6875/files/pc_main_180x.jpg?v=1780533569,salomon_4_518025d4eb.jpg,ok,180,84,4200,3f66dcdc58c2ed8f,https://salomon.co.kr/,hero_slider_container,0.88,0,0,,,,,,skipped
2026-07-01,salomon,Salomon,6,메인 배너,,,,,https://cdn.shopify.com/s/files/1/0580/9035/6875/files/PC_main_2880x1120_22_02_1_2450x.jpg?v=1782702953,salomon_3_3dec80e6bb.jpg,cached,1100,427,144786,b7c1de0c40fdc28e,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
