date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,brand_resolved_url
2026-03-18,The North Face,The North Face,1,화이트라벨 루벤 자켓 기획전,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=93004,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=93004,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/260300_공식몰_화이트라벨_루벤자켓_기획전_main_banner_PC.webp,The_North_Face_1_210a6be42b.jpg,ok,1100,500,66228,https://www.thenorthfacekorea.co.kr/
2026-03-18,The North Face,The North Face,2,박보검 몬테라 자켓 기획전,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92981,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92981,,,https://image.thenorthfacekorea.co.kr/cmsstatic/260200_박보검_몬테라자켓_기획전-main_banner_PC.webp,The_North_Face_2_234f0912b5.jpg,ok,1100,500,94902,https://www.thenorthfacekorea.co.kr/
2026-03-18,The North Face,The North Face,3,"SPRING, BLOOMING 지금, 봄을 입다",https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92996,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92996,,,https://image.thenorthfacekorea.co.kr/cmsstatic/17645/260200_공식몰_여성봄자켓_기획전_main_banner_PC-1.webp,The_North_Face_3_0adae4c860.jpg,ok,1100,500,148266,https://www.thenorthfacekorea.co.kr/
2026-03-18,The North Face,The North Face,4,VECTIV COLLECTION,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92963,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92963,,,https://image.thenorthfacekorea.co.kr/cmsstatic/17611/260300_벡티브기획전_main_banner_PC.webp,The_North_Face_4_6b575ed02e.jpg,ok,1100,500,109644,https://www.thenorthfacekorea.co.kr/
2026-03-18,The North Face,The North Face,5,SPRING INTO SCHOOL 봄의 시작을 담은 키즈 등교룩,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92994,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92994,,,https://image.thenorthfacekorea.co.kr/cmsstatic/260200_키즈_신학기_등교룩_기획전-main_banner_PC.webp,The_North_Face_5_db56603aad.jpg,ok,1100,500,47519,https://www.thenorthfacekorea.co.kr/
2026-03-18,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005001000000,https://www.patagonia.co.kr/shop/goodsList/001005001000000,,,https://patagonia.edge.naverncp.com/banner/kerley_layla_00447_cc_WEB-1200x628.jpg,patagonia_1_6c34d03fcb.jpg,ok,1100,575,125874,https://www.patagonia.co.kr/
2026-03-18,arcteryx,Arc'teryx,1,NEW FOR SPRING,https://arcteryx.co.kr/products/category/223,https://arcteryx.co.kr/products/category/223,,,https://public.arcteryx.co.kr/images/banner/pIUtvPC8XyBEeIRUX06UoM7CZUmez7ulCHJy9wEH.jpg,arcteryx_1_80033223b0.jpg,ok,1100,618,62314,https://arcteryx.co.kr/
2026-03-18,arcteryx,Arc'teryx,2,Packs,https://arcteryx.co.kr/products/category/353,https://arcteryx.co.kr/products/category/353,,,https://public.arcteryx.co.kr/images/banner/0muiey0DowPUnJi8x1GMWt6KlSTqZr5mwADx027C.jpg,arcteryx_4_27da798064.jpg,ok,1100,618,119309,https://arcteryx.co.kr/
2026-03-18,arcteryx,Arc'teryx,3,VEILANCE,https://arcteryx.co.kr/products/category/145,https://arcteryx.co.kr/products/category/145,,,https://public.arcteryx.co.kr/images/banner/91zbspe3GADpq7d2iwFCDErIPrvBg2L3TjwB9pbg.jpg,arcteryx_5_6d16e6e00f.jpg,ok,1080,1080,105863,https://arcteryx.co.kr/
2026-03-18,salomon,Salomon,1,LIGHT SIGNAL MODYSSEY AERO,https://salomon.co.kr/collections/26ss_app_modyssey-aero,https://salomon.co.kr/collections/26ss_app_modyssey-aero,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_2_02_180x.jpg?v=1772590343,salomon_1_892d5d0e48.jpg,ok,180,70,2545,https://salomon.co.kr/
2026-03-18,salomon,Salomon,2,신제품,https://salomon.co.kr/,https://salomon.co.kr/,,,https://salomon.co.kr/cdn/shop/files/51.png?v=1758261566,salomon_1_4fa36d5170.jpg,ok,670,476,42465,https://salomon.co.kr/
2026-03-18,salomon,Salomon,3,FOR OFF TRACK MIND GRAVEL RUNNING,https://salomon.co.kr/collections/26ss_ftw_gravel-running,https://salomon.co.kr/collections/26ss_ftw_gravel-running,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_02_768a94d7-473a-4261-a7dc-a6cb7659bb39_180x.jpg?v=1772590662,salomon_2_5004ee0d61.jpg,ok,180,70,3867,https://salomon.co.kr/
2026-03-18,salomon,Salomon,4,TIMELESS TRAIL COLLECTION,https://salomon.co.kr/collections/26ss_app_trail-running,https://salomon.co.kr/collections/26ss_app_trail-running,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_1_02_180x.jpg?v=1770946914,salomon_3_2fea57ca23.jpg,ok,180,70,5277,https://salomon.co.kr/
