date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,brand_resolved_url
2026-03-04,kolonsport,Kolon Sport,1,WEATHER MONSTER,https://www.kolonsport.com/WEATHERMONSTER,https://www.kolonsport.com/WEATHERMONSTER,,,https://images3.kolonmall.com/upload/content/e34f8f2b-52cb-4ac5-83a3-3bdbcd7d464b/WM_logo_3.svg,kolonsport_1_d26c2d5b4a.jpg,ok,0,0,6684,https://www.kolonsport.com/
2026-03-04,kolonmall,Kolon Mall,1,메인 배너,https://www.kolonmall.com/Special/252681,https://www.kolonmall.com/Special/252681,2026-02-26,2026-03-04,https://images3.kolonmall.com/upload/banner/75ce0b5a-ee18-49ad-947e-26dddb847953/ca635c49-e300-45ba-927c-3e00d6157056.jpg,kolonmall_1_89f4539b12.jpg,ok,750,1000,65545,https://www.kolonmall.com/
2026-03-04,kolonmall,Kolon Mall,2,시간이 흐를수록 깊어지는 멋,https://www.kolonmall.com/Special/252832,https://www.kolonmall.com/Special/252832,,,https://images3.kolonmall.com/upload/banner/0109897b-7c6b-49c9-862d-63df16ff3afa/2989b8e8-3f91-495a-b917-b4629df1907c.jpg,kolonmall_2_bef0fe5dd0.jpg,ok,750,1000,326168,https://www.kolonmall.com/
2026-03-04,kolonmall,Kolon Mall,3,하루를 완성하는 슈퍼위크 혜택,https://www.kolonmall.com/Special/252816,https://www.kolonmall.com/Special/252816,,,https://images3.kolonmall.com/upload/banner/b7716845-cc42-483a-94a8-96fcc3fbe4ae/687198f7-6914-406b-8cef-ac0147f0dd86.jpg,kolonmall_3_bcf7aae4ec.jpg,ok,750,1000,101838,https://www.kolonmall.com/
2026-03-04,k2,K-Village,1,DYNAFIT,javascript:void(0),javascript:void(0),,,https://contents.k-village.co.kr/VSL_con/20260303/img/1772499813225.png/k2dims/optimize,k2_1_cc504f0009.jpg,ok,750,820,63892,https://www.k-village.co.kr/
2026-03-04,montbell,Montbell,1,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1770970086,https://www.montbell.co.kr/shop/event.php?ev_id=1770970086,,,https://www.montbell.co.kr/data/apms/background/2603_1920x800_new_1.jpg,montbell_1_54e8acf2ad.jpg,ok,1100,458,95991,https://www.montbell.co.kr/
2026-03-04,montbell,Montbell,2,montbell,https://www.montbell.co.kr/bbs/login.php?url=https://www.montbell.co.kr/,https://www.montbell.co.kr/bbs/login.php?url=https%3A%2F%2Fwww.montbell.co.kr%2F,,,https://www.montbell.co.kr/data/apms/background/2603_750x1050_new_2.jpg,montbell_1_0ce6718e51.jpg,ok,750,1050,119668,https://www.montbell.co.kr/
2026-03-04,montbell,Montbell,3,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1772169256,https://www.montbell.co.kr/shop/event.php?ev_id=1772169256,,,https://www.montbell.co.kr/data/apms/background/2603_1920x800_new_2.jpg,montbell_2_4cee8ccf87.jpg,ok,1100,458,77110,https://www.montbell.co.kr/
2026-03-04,eider,Eider,1,걷는게 취미가 된다,https://www.k-village.co.kr/exhibitionDetail?spexhNo=2362,https://www.k-village.co.kr/exhibitionDetail?spexhNo=2362,,,https://static.eider.co.kr/2026/02/D4L7XC-%EC%A0%9C%EB%AA%A9%20%EC%97%86%EC%9D%8C.jpg?w=1440&q=80&f=webp,eider_1_c7550e8b76.jpg,ok,1100,1650,265037,https://www.eider.co.kr/
2026-03-04,eider,Eider,2,활동별 추천 1,https://www.eider.co.kr/activity/G1MPBV,https://www.eider.co.kr/activity/G1MPBV,,,https://static.eider.co.kr/89HD12-7.png?w=640&q=80&f=webp,eider_2_a53f18eb80.jpg,ok,640,1142,140699,https://www.eider.co.kr/
2026-03-04,millet,Millet,1,메인 배너,https://www.millet.co.kr/front/promo/event/268,https://www.millet.co.kr/front/promo/event/268,2026-02-19,2026-02-28,https://www.millet.co.kr/data/banner/Y9KnBC3L.urp4o84mmvqr.jpg,millet_1_8db676133d.jpg,ok,1100,451,78736,https://www.millet.co.kr/front/main
