event_dt,channel_group,media_family,source,medium,campaign,content,term,sessions,users,signups,signup_cvr,avg_signup_user_pv,signup_to_buyers,buyers,buy_cvr,purchase_events,purchase,revenue,aov_per_buyer,pv_per_user
2026-08-04,2. Paid Ad,Criteo,criteo,display,방문_하이브리드 오디언스,(not set),(not set),840,731,3,0.4,10.7,3,8,1.0,8,8,660220.0,82528.0,3.7
2026-08-04,2. Paid Ad,Criteo,criteo,banner,da,(not set),(not set),313,280,0,0.0,,0,1,0.3,1,1,41180.0,41180.0,4.3
2026-08-04,2. Paid Ad,Google,google,cpc,sa,(not set),콜롬비아,7,2,0,0.0,,0,0,0.0,0,0,0.0,,20.5
2026-08-04,2. Paid Ad,Google,google,cpc,sa,(not set),콜럼비아,6,3,0,0.0,,0,0,0.0,0,0,0.0,,17.0
2026-08-04,2. Paid Ad,Google,google,cpc,[PF_Pmax] 컬럼비아 상시,(not set),(not set),3,3,0,0.0,,0,0,0.0,0,0,0.0,,22.3
2026-08-04,2. Paid Ad,Google,google,cpc,sa,(not set),컬럼비아스포츠웨어코리아,3,1,0,0.0,,0,0,0.0,0,0,0.0,,211.0
2026-08-04,2. Paid Ad,Google,google,cpc,sa,(not set),컬럼비아,3,2,0,0.0,,0,0,0.0,0,0,0.0,,4.5
2026-08-04,2. Paid Ad,Google,google,cpc,pmax,(not set),(not set),2,1,0,0.0,,0,0,0.0,0,0,0.0,,28.0
2026-08-04,2. Paid Ad,Google,google,cpc,sa,(not set),컬럼비아등산화,1,1,0,0.0,,0,0,0.0,0,0,0.0,,5.0
2026-08-04,2. Paid Ad,Kakao,place.map.kakao.com,referral,(referral),(not set),(not set),1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]트래픽_서포터즈_관심사,260421_meta_트래픽_n_pf_서포터즈,120253066739710427,681,673,0,0.0,,0,0,0.0,0,0,0.0,,1.1
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260730_meta_전환_n_pf_클리어런스_이미지_1,120250335385590427,246,228,2,0.8,26.0,2,3,1.2,3,3,185080.0,61693.0,3.4
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_신상품 카탈로그(1865,관심사)",26년 신상품,120245390860620427,105,100,1,1.0,12.0,1,2,1.9,2,2,110280.0,55140.0,4.0
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260528_meta_A+SC_n_pf_NEWARRIVAL_모델_제품_이미지_2,120253025709500427,101,97,0,0.0,,0,0,0.0,0,0,0.0,,2.3
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_신상품 카탈로그(1865,관심사) - 사본",26년 여름 시즌오프,120250521501990427,76,66,1,1.3,44.0,0,1,1.3,1,1,117200.0,117200.0,3.9
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260803_meta_A+SC_n_pf_클리어런스_이미지_2,120253025709500427,74,71,1,1.4,14.0,0,0,0.0,0,0,0.0,,3.9
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_썸머클리어런스 카탈로그(1865,관심사)",26년 썸머 클리어런스,120253257395820427,74,73,1,1.4,28.0,1,2,2.7,2,2,69710.0,34855.0,3.5
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_시즌오프 카탈로그(1865,관심사)",26년 여름 시즌오프,120250521501990427,40,37,0,0.0,,0,1,2.5,1,1,111200.0,111200.0,2.8
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260803_meta_전환_n_pf_클리어런스_이미지_2,120250335385590427,38,34,0,0.0,,0,0,0.0,0,0,0.0,,2.9
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A SC_상시(논타겟),260803_meta_A SC_n_pf_클리어런스_이미지_2,120253025709500427,37,23,0,0.0,,0,0,0.0,0,0,0.0,,6.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260528_meta_전환_n_pf_NEWARRIVAL_모델_제품_이미지_2,120250335385590427,27,25,0,0.0,,0,0,0.0,0,0,0.0,,3.8
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260803_meta_A+SC_n_pf_클리어런스_이미지_1,120253025709500427,25,24,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_시즌오프 카탈로그(1865,관심사)",26년 여름 시즌오프_Group_1,120250521501990427,24,24,0,0.0,,0,0,0.0,0,0,0.0,,2.3
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260721_meta_전환_n_pf_자외선차단_이미지_2,120250335385590427,19,11,0,0.0,,0,0,0.0,0,0,0.0,,4.5
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260702_meta_전환_n_pf_시즌오프2차_이미지_3,120250335385590427,17,16,0,0.0,,0,0,0.0,0,0,0.0,,2.7
2026-08-04,2. Paid Ad,Meta,meta,banner,{{adset.name}},{{ad.name}},(not set),13,13,0,0.0,,0,0,0.0,0,0,0.0,,1.2
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A SC_상시(논타겟),260803_meta_A SC_n_pf_클리어런스_이미지_1,120253025709500427,9,9,0,0.0,,0,0,0.0,0,0,0.0,,5.1
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260702_meta_전환_n_pf_시즌오프2차_이미지_1,120250335385590427,8,8,0,0.0,,0,0,0.0,0,0,0.0,,1.8
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_시즌오프 카탈로그(1865,관심사)",26년 여름 시즌오프,(not set),8,8,0,0.0,,0,0,0.0,0,0,0.0,,3.1
2026-08-04,2. Paid Ad,Meta,ig,social,(referral),link_in_bio,(not set),8,7,0,0.0,,0,1,12.5,1,1,87000.0,87000.0,6.1
2026-08-04,2. Paid Ad,Meta,facebook,banner,da,catalog,(not set),7,7,0,0.0,,0,0,0.0,0,0,0.0,,1.1
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A SC_상시(논타겟),260702_meta_A SC_n_pf_시즌오프2차_이미지_3,120253025709500427,6,4,0,0.0,,0,1,16.7,1,1,101200.0,101200.0,8.5
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260728_meta_전환_n_pf_헤이지저니_이미지_1,120250335385590427,6,6,0,0.0,,0,0,0.0,0,0,0.0,,6.8
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260528_meta_전환_n_pf_NEWARRIVAL_모델_제품_이미지_2,(not set),5,5,0,0.0,,0,0,0.0,0,0,0.0,,1.4
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A SC_상시(1865MF,논타겟)",(not set),(not set),3,2,0,0.0,,0,0,0.0,0,0,0.0,,1.5
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A+SC_상시(1865MF,구매+장바구니)",260528_meta_A+SC_n_pf_NEWARRIVAL_모델_제품_이미지_1,(not set),2,1,0,0.0,,0,0,0.0,0,0,0.0,,17.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A SC_상시(1865MF,구매 장바구니)",260528_meta_A SC_n_pf_NEWARRIVAL_모델_제품_이미지_2,120240426619600427,2,1,0,0.0,,0,0,0.0,0,0,0.0,,4.0
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260803_meta_A+SC_n_pf_클리어런스_이미지_2,(not set),2,2,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A SC_상시(논타겟),260528_meta_A SC_n_pf_NEWARRIVAL_모델_제품_이미지_2,120253025709500427,2,2,0,0.0,,0,0,0.0,0,0,0.0,,1.5
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260728_meta_A+SC_n_pf_헤이지저니_이미지_2,120253025709500427,2,2,0,0.0,,0,0,0.0,0,0,0.0,,1.5
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260702_meta_A+SC_n_pf_시즌오프2차_이미지_3,120253025709500427,2,2,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_시즌오프 카탈로그(1865,관심사)",26년 여름 시즌오프_Group_1,(not set),2,2,0,0.0,,0,0,0.0,0,0,0.0,,1.5
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A+SC_상시(1865MF,구매+장바구니)",260702_meta_A+SC_n_pf_시즌오프2차_이미지_3,120240426619600427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,instagram,feed,260122_Whatsinmypack,6935568249132,6935568232532,1,1,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260713_meta_전환_pf_여름휴가_이미지_1 - 사본,120250335385590427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A SC_상시(1865MF,구매 장바구니)",260624_meta_A SC_n_pf_레인부츠_이미지_1,120240426619600427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,7.0
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260528_meta_A+SC_n_pf_NEWARRIVAL_모델_제품_이미지_2,(not set),1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260421_meta_전환_n_pf_경량바람막이_이미지_1,120250335385590427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,columbiasportswearcompany6.lightning.force.com,referral,(referral),(not set),(not set),1,1,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260702_meta_전환_n_pf_역시즌_이미지_2,120250335385590427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,cpc,naver_brandsearch_mobile,(not set),(not set),1,1,0,0.0,,0,0,0.0,0,0,0.0,,20.0
2026-08-04,2. Paid Ad,Meta,meta,banner,[PF]A+SC_상시(논타겟),260529_meta_A+SC_n_pf_바하마_이미지_1,120253025709500427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A+SC_상시(1865MF,구매+장바구니)",260624_meta_A+SC_n_pf_레인부츠_이미지_2,120240426619600427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]전환_상시(2565MF,비구매자30일)",260721_meta_전환_n_pf_자외선차단_이미지_1,120250335385590427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A SC_상시(1865MF,구매 장바구니)",260702_meta_A SC_n_pf_시즌오프2차_이미지_3,120240426619600427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Meta,meta,banner,"[PF]A SC_상시(1865MF,구매 장바구니)",260623_meta_A SC_n_pf_여름모자_이미지_2,120240426619600427,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아,240,202,2,0.8,102.5,1,8,3.3,8,8,851570.0,106446.0,12.8
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,컬럼비아,169,141,5,3.0,39.2,5,8,4.7,8,8,733110.0,91639.0,10.7
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜럼비아,32,29,2,6.3,42.5,2,3,9.4,3,3,330390.0,110130.0,10.8
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,컬럼비아,26,23,0,0.0,,0,2,7.7,2,2,137220.0,68610.0,15.6
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,title,컬럼비아,25,18,0,0.0,,0,0,0.0,0,0,0.0,,11.7
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,(not set),hikingshoes,21,20,0,0.0,,0,0,0.0,0,0,0.0,,1.6
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜롬비아백팩,20,18,1,5.0,18.0,1,1,5.0,2,2,149200.0,149200.0,9.1
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,콜럼비아,20,19,1,5.0,14.0,0,1,5.0,1,1,60440.0,60440.0,9.4
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,컬럼비아,brand,13,8,0,0.0,,0,0,0.0,0,0,0.0,,5.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,(not set),(not set),10,8,0,0.0,,0,0,0.0,0,0,0.0,,12.1
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,콜롬비아백팩,8,8,0,0.0,,0,0,0.0,0,0,0.0,,10.3
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,(not set),hikingshoes,8,7,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,COLUMBIA,7,7,0,0.0,,0,0,0.0,0,0,0.0,,7.7
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,콜롬비아아웃도어,brand,7,6,0,0.0,,0,0,0.0,0,0,0.0,,12.5
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,(not set),backpack,6,6,0,0.0,,0,0,0.0,0,0,0.0,,2.7
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,thumbnail2,컬럼비아,6,6,0,0.0,,0,0,0.0,0,0,0.0,,18.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,컬럼비아백팩,6,4,0,0.0,,0,0,0.0,0,0,0.0,,6.0
2026-08-04,2. Paid Ad,Naver,naver,da,creatorcrew,navercafe_casuallydressed,navercafe_casuallydressed,5,5,0,0.0,,0,0,0.0,0,0,0.0,,1.6
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아등산화,5,5,0,0.0,,0,0,0.0,0,0,0.0,,5.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜롬비아등산화,4,4,1,25.0,35.0,0,0,0.0,0,0,0.0,,16.3
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜럼비아백팩,4,4,0,0.0,,0,0,0.0,0,0,0.0,,11.5
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,shirts,(not set),4,4,0,0.0,,0,0,0.0,0,0,0.0,,4.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,sa,0,{keyword},4,2,0,0.0,,0,0,0.0,0,0,0.0,,16.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아반팔,4,4,0,0.0,,0,0,0.0,0,0,0.0,,7.3
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜롬비아신발,4,4,1,25.0,15.0,1,1,25.0,1,1,86380.0,86380.0,23.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,컬럼비아,brand,4,4,0,0.0,,0,0,0.0,0,0,0.0,,5.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,콜롬비아등산화,4,2,1,25.0,58.0,0,0,0.0,0,0,0.0,,37.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,(not set),brand,4,2,0,0.0,,0,1,25.0,1,1,52950.0,52950.0,41.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,title,콜럼비아,4,4,0,0.0,,0,0,0.0,0,0,0.0,,5.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아백팩,4,4,0,0.0,,0,0,0.0,0,0,0.0,,6.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,컬럼비아반바지,3,3,0,0.0,,0,0,0.0,0,0,0.0,,6.3
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,image,컬럼비아,3,3,0,0.0,,0,0,0.0,0,0,0.0,,6.3
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,trailrunning,(not set),3,3,0,0.0,,0,1,33.3,1,1,37170.0,37170.0,4.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,goods,(not set),3,3,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,thumbnail3,컬럼비아,3,3,0,0.0,,0,1,33.3,1,1,118500.0,118500.0,13.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,brandnews,컬럼비아,3,3,0,0.0,,0,0,0.0,0,0,0.0,,7.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,콜럼비아,3,3,0,0.0,,0,1,33.3,1,1,227060.0,227060.0,9.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,콜롬비아등산화,3,3,0,0.0,,0,0,0.0,0,0,0.0,,2.7
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,homelink,(not set),(not set),3,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜롬비아모자,3,3,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,padded,(not set),3,2,0,0.0,,0,0,0.0,0,0,0.0,,7.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,콜롬비아몰,brand,2,2,0,0.0,,0,0,0.0,0,0,0.0,,13.5
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,brand,(not set),2,2,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,콜롬비아반팔,2,2,0,0.0,,0,0,0.0,0,0,0.0,,5.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,title,콜롬비아백팩,2,2,0,0.0,,0,0,0.0,0,0,0.0,,7.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,thumbnail2,컬럼비아샌들,2,2,0,0.0,,0,0,0.0,0,0,0.0,,4.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,COLUMBIA,2,2,0,0.0,,0,0,0.0,0,0,0.0,,12.5
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,goods,콜럼비아모자,2,2,0,0.0,,0,0,0.0,0,0,0.0,,23.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,tab1-thumbnail1,컬럼비아,2,2,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,(not set),COLUMBIA,2,1,0,0.0,,0,0,0.0,0,0,0.0,,8.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naver_brandsearch_mobile,thumbnail4,콜롬비아백팩,2,2,0,0.0,,0,0,0.0,0,0,0.0,,4.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,컬럼비아백팩,2,2,0,0.0,,0,0,0.0,0,0,0.0,,5.5
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아샌들,2,2,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,COLUMBIA,brand,2,1,0,0.0,,0,0,0.0,0,0,0.0,,4.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,padded,컬럼비아패딩,2,2,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,brandnews,콜럼비아,2,2,0,0.0,,0,0,0.0,0,0,0.0,,5.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,thumbnail1,컬럼비아,2,2,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아모자,2,2,0,0.0,,0,0,0.0,0,0,0.0,,29.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,콜럼비아,brand,2,1,0,0.0,,0,0,0.0,0,0,0.0,,8.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,shandal,(not set),2,2,0,0.0,,0,1,50.0,1,1,187740.0,187740.0,16.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,brand,(not set),2,2,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,컬럼비아샌들,2,2,0,0.0,,0,0,0.0,0,0,0.0,,8.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,컬럼비아아울렛,brand,2,2,0,0.0,,0,0,0.0,0,0,0.0,,6.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,title,컬럼비아바람막이,2,1,0,0.0,,0,0,0.0,0,0,0.0,,9.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,콜롬비아홈페이지,brand,2,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,trailrunning,(not set),2,2,0,0.0,,0,0,0.0,0,0,0.0,,4.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,brandnews,컬럼비아백팩,2,1,0,0.0,,0,0,0.0,0,0,0.0,,30.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,컬럼비아모자,1,1,0,0.0,,0,0,0.0,0,0,0.0,,12.0
2026-08-04,2. Paid Ad,Naver,bing,cpc,naversa_pc,컬럼비아등산화,hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,thumbnail3,컬럼비아바람막이,1,1,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,brand,imgsub_men,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,컬럼비아등산화,hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,콜롬비아팬츠,pants,1,1,0,0.0,,0,0,0.0,0,0,0.0,,5.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,컬럼비아바람막이,1,1,0,0.0,,0,0,0.0,0,0,0.0,,5.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naver_brandsearch_mobile,thumbnail4,컬럼비아,1,1,0,0.0,,0,0,0.0,0,0,0.0,,6.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,콜럼비아등산화,1,1,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,maintitle,(not set),(not set),1,1,0,0.0,,0,0,0.0,0,0,0.0,,4.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,brand,컬럼비아바람막이,1,1,0,0.0,,0,0,0.0,0,0,0.0,,9.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,sub_link1,brand,1,1,0,0.0,,0,0,0.0,0,0,0.0,,9.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,콜롬비아팬츠,pants,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,homelink,컬럼비아등산화,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,img_sub_2,brand,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,콜럼비아트레킹화,hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,5.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,콜롬비아트레킹화,hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,12.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,컬럼비아백팩,backpack,1,1,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,{keyword},brand,1,1,0,0.0,,0,0,0.0,0,0,0.0,,2.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,COLUMBIA,1,1,0,0.0,,0,0,0.0,0,0,0.0,,7.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,homelink,컬럼비아반바지,1,1,0,0.0,,0,0,0.0,0,0,0.0,,13.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,(not set),(not set),1,1,0,0.0,,0,0,0.0,0,0,0.0,,0.0
2026-08-04,2. Paid Ad,Naver,m.search.daum.net,cpc,naversa_mo,컬럼비아트레킹화,hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_pc,subcontent1,컬럼비아,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_pc,컬럼비아바지,pants,1,1,0,0.0,,0,0,0.0,0,0,0.0,,3.0
2026-08-04,2. Paid Ad,Naver,naverbs,cpc,naver_brandsearch_mobile,image,콜롬비아백팩,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,sub_link2,brand,1,1,0,0.0,,0,0,0.0,0,0,0.0,,6.0
2026-08-04,2. Paid Ad,Naver,m.search.naver.com,cpc,naversa_mo,콜럼비아등산화,hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
2026-08-04,2. Paid Ad,Naver,naver,cpc,naversa_mo,(not set),hikingshoes,1,1,0,0.0,,0,0,0.0,0,0,0.0,,1.0
