min_order_date,max_order_date,line_rows,orders,buyers,products,quantity,revenue,aov_per_order,revenue_per_buyer,qty_per_order,line_per_order,repeat_buyer_rate,repeat_buyer_revenue_share
2024-04-16,2026-06-02,87486,66264,39576,3048,92952,7074451836,106761.61771097429,178756.11067313523,1.4027526258601957,1.320264396957624,0.27908328279765515,0.5502189302063121
