order_date,category,orders,buyers,products,quantity,revenue
2024-08-05,자켓/ 베스트,1,1,1,1,137770
2024-08-05,트레일러닝,1,1,1,1,109000
2024-08-05,가방,1,1,1,1,74700
2024-08-05,상의,1,1,1,1,59300
2024-08-05,카고/조거,1,1,1,1,54500
2024-08-05,맨투맨/후드티,1,1,1,1,54070
2024-08-06,가방,2,2,3,231,13423000
2024-08-06,남성,27,27,28,41,2308590
2024-08-06,여성,4,4,3,4,409700
2024-08-06,셋업,4,4,5,5,368930
2024-08-06,라운드티,8,8,8,8,334380
2024-08-06,긴바지,4,4,4,4,330800
2024-08-06,등산화,2,2,2,2,229030
2024-08-06,하이킹,2,2,2,2,190000
2024-08-06,자켓/ 베스트,1,1,1,1,109500
2024-08-06,UNKNOWN,2,2,1,2,106860
2024-08-06,트레일러닝,1,1,1,1,91600
2024-08-06,반바지,2,2,2,2,89500
2024-08-06,상의,1,1,1,1,65300
2024-08-06,자켓/베스트,1,1,1,1,45300
2024-08-06,햇,1,1,1,1,33950
2024-08-07,남성,18,18,20,55,3171520
2024-08-07,라운드티,6,6,6,7,291890
2024-08-07,긴바지,3,3,3,3,252380
2024-08-07,여성,2,2,2,2,174770
2024-08-07,셋업,1,1,2,2,129680
2024-08-07,UNKNOWN,2,2,2,2,103500
2024-08-07,반바지,2,2,2,2,82400
2024-08-07,가방,1,1,1,1,56070
2024-08-07,상의,1,1,1,1,39110
2024-08-08,남성,47,47,41,53,2752870
2024-08-08,긴바지,12,12,9,12,828600
2024-08-08,라운드티,11,11,14,16,738290
2024-08-08,셋업,6,6,6,7,466690
2024-08-08,반바지,7,7,6,7,250440
2024-08-08,여성,2,2,2,2,194450
2024-08-08,하이킹,2,2,2,2,155700
2024-08-08,상의,2,2,2,2,133370
2024-08-08,등산화,1,1,1,1,126470
2024-08-08,가방,2,2,2,2,103140
2024-08-09,남성,31,30,37,48,2959100
2024-08-09,UNKNOWN,4,3,3,27,1182650
2024-08-09,등산화,2,2,3,5,532150
2024-08-09,라운드티,8,8,9,9,410970
2024-08-09,자켓/ 베스트,2,2,3,3,345110
2024-08-09,긴바지,5,5,6,6,340910
2024-08-09,여성,2,2,2,2,219980
2024-08-09,반바지,3,3,3,3,123060
2024-08-09,맨투맨/후드티,1,1,1,1,62300
2024-08-09,셋업,1,1,1,1,39500
2024-08-10,남성,31,31,36,46,2095330
2024-08-10,긴바지,4,4,4,4,296670
2024-08-10,하이킹,3,3,3,3,275170
2024-08-10,여성,3,3,3,3,268640
2024-08-10,바람막이,2,2,2,2,229920
2024-08-10,라운드티,6,6,6,6,215040
2024-08-10,가방,2,2,2,2,137240
2024-08-10,반바지,3,3,3,3,115400
2024-08-10,UNKNOWN,2,2,2,2,85570
2024-08-10,햇,2,2,2,2,74500
2024-08-10,셋업,1,1,1,1,49070
2024-08-11,남성,23,23,23,26,1427400
2024-08-11,여성,5,5,5,6,514380
2024-08-11,라운드티,7,7,7,10,424420
2024-08-11,긴바지,5,5,5,5,397040
2024-08-11,등산화,2,2,1,2,274770
2024-08-11,바람막이,2,2,2,2,243120
2024-08-11,반바지,5,5,6,7,224150
2024-08-11,자켓/ 베스트,2,2,2,2,206100
2024-08-11,가방,2,2,2,2,140770
2024-08-11,UNKNOWN,2,2,2,2,130950
2024-08-11,하이킹,1,1,1,1,112570
2024-08-11,상의,1,1,1,1,66120
2024-08-11,셋업,1,1,1,1,37530
2024-08-12,남성,25,25,28,33,1803440
2024-08-12,라운드티,12,12,14,15,574310
2024-08-12,가방,5,5,3,5,328240
2024-08-12,등산화,2,2,1,2,264940
2024-08-12,여성,3,3,3,3,217820
2024-08-12,자켓/ 베스트,1,1,1,1,178870
2024-08-12,UNKNOWN,2,2,3,3,173280
2024-08-12,긴바지,2,2,2,2,140960
2024-08-12,하이킹,1,1,1,1,133820
2024-08-12,셋업,1,1,2,2,99090
2024-08-12,반바지,2,2,2,2,67920
2024-08-12,액세서리,1,1,1,1,7500
2024-08-13,남성,18,18,18,20,1624840
2024-08-13,하이킹,3,3,3,4,352900
2024-08-13,여성,3,3,2,3,320780
2024-08-13,긴바지,3,3,3,3,273650
2024-08-13,등산화,2,2,2,2,258640
2024-08-13,라운드티,4,4,5,5,246380
2024-08-13,가방,2,2,1,3,238700
2024-08-13,UNKNOWN,3,3,3,3,197950
2024-08-13,셋업,2,2,3,3,185070
2024-08-13,반바지,3,3,3,3,105130
2024-08-13,자켓/ 베스트,1,1,1,1,65000
2024-08-13,폴로/집업티,1,1,1,1,62300
2024-08-14,남성,25,25,29,35,2280300
2024-08-14,긴바지,6,6,6,7,448540
2024-08-14,여성,3,3,3,4,326790
2024-08-14,셋업,3,3,3,3,272540
2024-08-14,라운드티,7,7,7,7,252990
2024-08-14,UNKNOWN,2,2,2,2,200510
2024-08-14,하이킹,1,1,1,1,118800
2024-08-14,상의,2,2,2,2,118440
2024-08-14,폴로티/집업,2,2,1,2,116930
2024-08-14,등산화,1,1,1,1,93670
2024-08-14,바람막이,1,1,1,1,93580
2024-08-14,크로스/토트백,1,1,1,2,55000
2024-08-14,반바지,1,1,1,1,35000
2024-08-14,햇,1,1,1,1,28500
2024-08-15,남성,22,22,22,26,1669410
2024-08-15,라운드티,7,7,7,9,418140
2024-08-15,자켓/ 베스트,3,3,2,3,344740
2024-08-15,셋업,3,3,2,3,277250
2024-08-15,등산화,2,2,1,2,275160
2024-08-15,긴바지,3,3,3,3,153180
2024-08-15,가방,2,2,2,2,119770
2024-08-15,하이킹,1,1,1,1,116800
2024-08-15,여성,1,1,1,1,95670
2024-08-15,카고/조거,1,1,1,1,89100
2024-08-15,반바지,1,1,1,1,56880
2024-08-15,UNKNOWN,1,1,1,1,43980
2024-08-15,볼캡,1,1,1,1,25940
2024-08-15,액세서리,1,1,3,4,15000
2024-08-16,남성,29,29,30,33,2041380
2024-08-16,여성,3,3,3,3,273100
2024-08-16,자켓/ 베스트,2,2,2,2,237980
2024-08-16,등산화,2,2,2,2,235770
2024-08-16,가방,3,3,2,3,191970
2024-08-16,라운드티,3,3,4,4,169440
2024-08-16,하이킹,1,1,1,1,137000
2024-08-16,셋업,2,2,2,2,94520
2024-08-16,UNKNOWN,2,2,2,2,89900
2024-08-16,반바지,2,2,2,2,79530
2024-08-16,긴바지,1,1,1,1,69300
2024-08-16,맨투맨/후드티,1,1,1,1,55010
2024-08-16,상의,1,1,1,1,54370
2024-08-16,액세서리,2,2,4,5,35350
2024-08-17,남성,22,22,22,25,1715450
2024-08-17,셋업,6,6,5,6,416390
2024-08-17,라운드티,8,8,10,10,404260
2024-08-17,긴바지,2,2,3,3,212120
2024-08-17,자켓/ 베스트,1,1,1,1,209300
2024-08-17,여성,1,1,1,1,107280
2024-08-17,바람막이,1,1,1,1,100730
2024-08-17,카고/조거,1,1,1,1,91600
2024-08-17,반바지,2,2,2,2,77200
2024-08-17,가방,1,1,1,1,72700
2024-08-17,하이킹,1,1,1,1,60700
2024-08-17,상의,1,1,1,1,57540
2024-08-17,맨투맨/후드티,1,1,1,1,52140
2024-08-17,UNKNOWN,1,1,1,1,49680
2024-08-17,액세서리,1,1,1,1,3750
2024-08-18,남성,27,27,29,33,1797180
2024-08-18,자켓/ 베스트,3,3,2,3,457670
2024-08-18,라운드티,9,9,9,12,431930
2024-08-18,UNKNOWN,5,5,5,5,338630
2024-08-18,하이킹,3,3,3,3,268700
2024-08-18,여성,2,2,1,2,198060
2024-08-18,바람막이,1,1,1,1,139300
2024-08-18,셋업,2,2,2,2,115330
2024-08-18,트레일러닝,1,1,1,1,100440
2024-08-18,상의,1,1,1,1,56770
2024-08-18,맨투맨/후드티,1,1,1,1,44570
2024-08-19,남성,36,36,36,49,2138450
2024-08-19,라운드티,8,8,8,9,358150
2024-08-19,하이킹,3,3,3,3,270800
2024-08-19,긴바지,3,3,3,3,182960
2024-08-19,등산화,1,1,1,1,109500
2024-08-19,여성,1,1,1,1,106280
2024-08-19,반바지,2,2,2,2,95520
2024-08-19,방수자켓,1,1,1,1,90300
2024-08-19,셋업,1,1,1,1,43470
2024-08-19,UNKNOWN,1,1,1,1,30280
2024-08-20,남성,28,28,26,32,2381930
2024-08-20,자켓/ 베스트,2,2,2,2,262940
2024-08-20,여성,3,3,2,4,255360
2024-08-20,가방,3,3,2,3,211770
2024-08-20,등산화,1,1,1,1,173310
2024-08-20,긴바지,3,3,3,3,168940
2024-08-20,라운드티,4,4,4,4,132350
2024-08-20,하이킹,1,1,1,1,114800
2024-08-20,반바지,3,3,3,3,113320
2024-08-20,UNKNOWN,1,1,1,1,71400
2024-08-20,셋업,1,1,1,1,64310
2024-08-21,남성,35,35,35,48,2298700
2024-08-21,라운드티,13,13,14,14,596280
2024-08-21,여성,6,6,6,6,450730
2024-08-21,긴바지,5,5,5,5,419800
2024-08-21,바람막이,2,2,2,2,232200
2024-08-21,하이킹,2,2,2,2,182500
2024-08-21,등산화,1,1,1,1,169000
2024-08-21,가방,2,2,1,2,147700
2024-08-21,셋업,2,2,2,2,117600
2024-08-21,UNKNOWN,2,2,2,2,89570
2024-08-21,반바지,1,1,2,2,69320
2024-08-21,상의,1,1,1,1,64040
2024-08-21,볼캡,2,2,2,2,51440
2024-08-22,남성,43,42,41,51,3871700
2024-08-22,등산화,7,7,3,7,1094630
2024-08-22,여성,4,4,3,4,370170
2024-08-22,라운드티,7,7,7,7,306830
2024-08-22,자켓/ 베스트,2,2,2,2,231570
2024-08-22,긴바지,3,3,3,3,205770
2024-08-22,UNKNOWN,2,2,2,2,145770
2024-08-22,셋업,2,2,2,2,139300
2024-08-22,하이킹,1,1,1,1,135570
2024-08-22,가방,2,2,2,2,128770
2024-08-22,반바지,2,2,2,2,88300
2024-08-22,자켓/베스트,1,1,1,1,48230
2024-08-22,햇,1,1,1,1,34010
2024-08-22,액세서리,1,1,2,2,15000
2024-08-23,남성,19,19,21,24,1947050
2024-08-23,등산화,5,5,2,5,787180
2024-08-23,라운드티,7,7,9,10,446140
2024-08-23,긴바지,3,3,3,3,239870
2024-08-23,셋업,3,3,3,3,191090
2024-08-23,UNKNOWN,2,2,2,2,99700
2024-08-23,여성,1,1,1,1,93670
2024-08-23,하이킹,1,1,1,1,89370
2024-08-23,바람막이,1,1,1,1,88720
2024-08-23,가방,1,1,1,1,57770
2024-08-23,반바지,1,1,1,1,56640
2024-08-24,남성,22,22,22,22,1618000
2024-08-24,셋업,4,4,4,5,377470
2024-08-24,하이킹,3,3,3,3,267580
2024-08-24,여성,2,2,3,3,204510
2024-08-24,라운드티,4,4,5,5,201220
2024-08-24,긴바지,3,3,3,3,196430
2024-08-24,가방,2,2,2,2,135000
2024-08-24,바람막이,1,1,1,1,117430
2024-08-24,맨투맨/후드티,1,1,1,1,56070
2024-08-24,햇,1,1,1,1,43430
2024-08-25,남성,31,31,31,37,2555030
2024-08-25,라운드티,10,10,11,13,497830
2024-08-25,여성,5,5,5,5,395890
2024-08-25,긴바지,5,5,6,6,390260
2024-08-25,하이킹,5,5,4,5,355800
2024-08-25,셋업,4,4,3,4,274050
2024-08-25,바람막이,2,2,2,2,261470
2024-08-25,등산화,2,2,2,2,240970
2024-08-25,반바지,3,3,3,3,119660
2024-08-25,자켓/ 베스트,1,1,1,1,81370
2024-08-25,방수자켓,1,1,1,1,78450
2024-08-25,볼캡,2,2,1,2,51930
2024-08-25,UNKNOWN,1,1,1,1,48750
2024-08-25,크로스/토트백,1,1,1,1,22500
2024-08-25,액세서리,1,1,1,1,6080
2024-08-26,남성,27,27,27,32,1603580
2024-08-26,여성,3,3,3,3,527800
2024-08-26,라운드티,8,8,11,11,428990
2024-08-26,긴바지,5,5,5,5,370660
2024-08-26,하이킹,3,3,3,3,337700
2024-08-26,자켓/ 베스트,2,2,2,2,260670
2024-08-26,트레일러닝,2,2,1,2,206360
2024-08-26,바람막이,2,2,2,2,187160
2024-08-26,가방,2,2,1,2,164000
2024-08-26,상의,3,3,2,3,158650
2024-08-26,UNKNOWN,1,1,1,1,138600
2024-08-26,셋업,1,1,1,1,115120
2024-08-26,맨투맨/후드티,1,1,1,1,62300
2024-08-26,햇,1,1,1,1,40950
2024-08-26,반바지,1,1,1,1,29200
2024-08-26,크로스/토트백,1,1,1,1,27500
2024-08-26,볼캡,1,1,1,1,25510
2024-08-26,액세서리,1,1,1,1,5970
2024-08-27,남성,31,30,40,57,3912380
2024-08-27,하이킹,4,4,3,4,362220
2024-08-27,긴바지,5,5,5,6,340330
2024-08-27,라운드티,4,4,6,6,246330
2024-08-27,여성,2,2,2,2,128120
2024-08-27,바람막이,1,1,1,1,99780
2024-08-27,가방,1,1,1,1,82300
2024-08-27,상의,1,1,1,1,58680
2024-08-27,셋업,1,1,1,1,55300
2024-08-27,맨투맨/후드티,1,1,1,1,51070
2024-08-27,액세서리,1,1,1,1,4940
2024-08-28,남성,24,24,25,31,1838680
2024-08-28,하이킹,4,4,4,4,418100
2024-08-28,등산화,2,2,2,2,353250
2024-08-28,라운드티,7,7,8,8,344850
2024-08-28,바람막이,3,3,2,3,299290
2024-08-28,여성,2,2,1,2,218100
2024-08-28,긴바지,3,3,3,3,202670
2024-08-28,자켓/ 베스트,1,1,1,1,176870
2024-08-28,셋업,2,2,2,2,148410
2024-08-28,UNKNOWN,2,2,2,2,94600
2024-08-28,반바지,2,2,2,2,90280
2024-08-28,가방,1,1,1,1,83000
2024-08-28,상의,1,1,1,1,62370
2024-08-28,햇,1,1,1,1,40950
2024-08-28,액세서리,1,1,1,1,6750
2024-08-29,남성,14,14,16,17,778050
2024-08-29,여성,2,2,3,3,316200
2024-08-29,긴바지,4,4,3,4,262270
2024-08-29,가방,3,3,1,3,220740
2024-08-29,셋업,2,2,2,3,166900
2024-08-29,등산화,1,1,1,1,160600
2024-08-29,UNKNOWN,1,1,1,1,159000
2024-08-29,라운드티,3,3,3,3,110040
2024-08-29,햇,1,1,1,2,81900
2024-08-29,크로스/토트백,1,1,1,1,27500
2024-08-30,남성,26,26,39,43,2011260
2024-08-30,라운드티,6,6,6,10,407260
2024-08-30,가방,3,3,1,3,217830
2024-08-30,긴바지,3,3,3,3,214920
2024-08-30,자켓/ 베스트,1,1,1,1,195030
2024-08-30,바람막이,2,2,2,2,185780
2024-08-30,여성,3,3,4,4,166550
2024-08-30,등산화,1,1,1,1,136600
2024-08-30,자켓/베스트,1,1,1,1,101170
2024-08-30,셋업,1,1,1,1,86600
2024-08-30,상의,1,1,1,1,69300
2024-08-30,방수자켓,1,1,1,1,64500
2024-08-30,반바지,1,1,1,1,55710
2024-08-31,남성,23,23,31,39,1935020
2024-08-31,라운드티,6,6,6,8,328460
2024-08-31,하이킹,3,3,3,3,289150
2024-08-31,긴바지,4,4,4,4,258660
2024-08-31,가방,3,3,1,3,226750
2024-08-31,셋업,2,2,1,4,209320
2024-08-31,자켓/ 베스트,2,2,2,2,200210
2024-08-31,UNKNOWN,3,3,3,3,147770
2024-08-31,등산화,1,1,1,1,132550
2024-08-31,반바지,1,1,2,2,87940
2024-08-31,패딩/슬림다운,1,1,1,1,74500
2024-08-31,여성,1,1,1,1,56070
2024-08-31,폴로티/집업,1,1,1,1,54630
2024-09-01,남성,29,29,33,39,3181020
2024-09-01,셋업,6,4,9,9,706140
2024-09-01,라운드티,7,7,10,11,454760
2024-09-01,등산화,3,3,2,3,363020
2024-09-01,자켓/ 베스트,2,2,2,2,341080
2024-09-01,여성,3,3,3,3,304650
2024-09-01,긴바지,4,4,4,4,258600
2024-09-01,하이킹,2,2,2,2,212180
2024-09-01,반바지,3,3,2,3,128300
2024-09-01,바람막이,1,1,1,1,119860
2024-09-01,가방,1,1,1,1,72700
2024-09-01,셔츠,1,1,1,1,68190
2024-09-01,상의,1,1,1,1,65550
2024-09-01,크로스/토트백,1,1,1,1,31980
2024-09-01,볼캡,1,1,1,1,28100
2024-09-02,남성,22,22,36,60,2736140
2024-09-02,라운드티,6,6,10,12,475560
2024-09-02,여성,5,5,5,6,471800
2024-09-02,자켓/ 베스트,2,2,2,2,282500
2024-09-02,UNKNOWN,2,2,1,7,260450
2024-09-02,셋업,1,1,3,3,163500
2024-09-02,하이킹,2,2,2,2,147400
2024-09-02,가방,2,2,1,2,145400
2024-09-02,긴바지,2,2,2,2,136650
2024-09-02,반바지,2,2,2,2,85670
2024-09-02,상의,1,1,1,1,52910
2024-09-03,남성,31,31,30,36,1822860
2024-09-03,하이킹,4,4,3,4,368780
2024-09-03,라운드티,8,8,9,9,293980
2024-09-03,바람막이,2,2,2,2,185340
2024-09-03,셋업,3,3,3,3,177520
2024-09-03,패딩/슬림다운,1,1,1,1,143450
2024-09-03,자켓/ 베스트,1,1,1,1,128900
2024-09-03,여성,3,3,3,3,120130
2024-09-03,상의,2,2,2,2,113300
2024-09-03,맨투맨/후드티,1,1,1,1,50320
2024-09-03,긴바지,1,1,1,1,49500
2024-09-04,남성,25,25,27,32,1835520
2024-09-04,라운드티,11,11,10,13,678530
2024-09-04,여성,4,4,5,5,532390
2024-09-04,자켓/베스트,3,3,4,4,350220
2024-09-04,긴바지,3,3,4,4,296820
2024-09-04,바람막이,2,2,2,2,174650
2024-09-04,자켓/ 베스트,2,2,2,2,166610
2024-09-04,등산화,1,1,1,1,138600
2024-09-04,셋업,2,2,2,2,137260
2024-09-04,반바지,3,3,2,3,136350
2024-09-04,가방,1,1,1,1,72700
2024-09-04,하이킹,1,1,1,1,70700
2024-09-04,상의,1,1,1,1,62370
2024-09-04,액세서리,2,2,2,3,27050
2024-09-05,남성,41,41,45,59,3310440
2024-09-05,셋업,9,9,7,11,730070
2024-09-05,라운드티,9,9,8,13,551260
2024-09-05,자켓/ 베스트,5,5,5,5,550420
2024-09-05,긴바지,8,8,5,8,530500
2024-09-05,등산화,3,3,3,3,452250
2024-09-05,가방,3,3,1,3,227390
2024-09-05,UNKNOWN,1,1,1,1,156600
2024-09-05,하이킹,2,2,2,2,149240
2024-09-05,상의,2,2,2,2,126830
2024-09-05,패딩/슬림다운,1,1,1,1,100890
2024-09-05,여성,1,1,1,1,100860
2024-09-05,자켓/베스트,1,1,1,1,85050
2024-09-05,액세서리,1,1,1,1,5500
2024-09-06,남성,20,20,24,28,1394260
2024-09-06,하이킹,4,4,3,4,365930
2024-09-06,긴바지,5,5,3,5,346720
2024-09-06,자켓/ 베스트,1,1,1,1,182270
2024-09-06,라운드티,4,4,5,5,175420
2024-09-06,반바지,4,4,3,4,153220
2024-09-06,셋업,1,1,1,1,106270
2024-09-06,바람막이,1,1,1,1,104470
2024-09-06,가방,1,1,1,1,67230
2024-09-06,상의,1,1,1,1,60370
2024-09-06,액세서리,2,2,2,4,42820
2024-09-07,남성,29,29,29,43,1833280
2024-09-07,하이킹,4,4,4,4,414000
2024-09-07,등산화,4,4,3,4,384910
2024-09-07,여성,5,5,5,5,318980
2024-09-07,셋업,4,4,4,4,293750
2024-09-07,자켓/ 베스트,2,2,2,2,278810
2024-09-07,라운드티,6,6,6,7,265220
2024-09-07,긴바지,3,3,3,4,239870
2024-09-07,상의,4,4,2,4,235340
2024-09-07,가방,3,3,2,3,225180
2024-09-07,트레일러닝,2,2,1,2,176000
2024-09-07,바람막이,1,1,1,1,118740
2024-09-07,자켓/베스트,1,1,1,1,115370
2024-09-07,카고/조거,1,1,1,1,104700
2024-09-07,반바지,4,4,3,4,104650
2024-09-07,액세서리,2,2,2,3,25240
2024-09-08,남성,55,54,42,61,3414940
2024-09-08,자켓/ 베스트,4,4,4,4,538490
2024-09-08,라운드티,9,9,13,14,509330
2024-09-08,긴바지,7,7,7,7,449800
2024-09-08,셋업,3,3,6,6,365700
2024-09-08,여성,4,4,4,4,342130
2024-09-08,하이킹,3,3,3,3,262200
2024-09-08,등산화,3,3,2,3,214320
2024-09-08,반바지,4,4,3,4,146440
2024-09-08,바람막이,2,2,1,2,138200
2024-09-08,가방,2,2,1,2,135930
2024-09-08,상의,1,1,1,1,60900
2024-09-08,액세서리,2,2,2,2,13840
2024-09-09,남성,18,18,20,24,1608820
2024-09-09,등산화,4,4,3,4,577770
2024-09-09,긴바지,3,3,4,5,401520
2024-09-09,라운드티,8,8,7,8,393150
2024-09-09,셋업,3,3,3,4,295560
2024-09-09,여성,1,1,1,1,174500
2024-09-09,하이킹,1,1,1,1,137000
2024-09-09,자켓/ 베스트,1,1,1,1,91800
2024-09-09,가방,1,1,1,1,74700
2024-09-09,반바지,1,1,1,1,38560
2024-09-10,남성,27,27,29,34,2854120
2024-09-10,긴바지,3,3,4,4,334250
2024-09-10,라운드티,5,5,6,6,288660
2024-09-10,셋업,4,4,2,4,245740
2024-09-10,가방,3,3,2,3,223380
2024-09-10,등산화,1,1,1,1,109500
2024-09-10,하이킹,1,1,1,1,104300
2024-09-10,패딩/슬림다운,1,1,1,1,101540
2024-09-10,방수자켓,1,1,1,1,80630
2024-09-10,폴로티/집업,1,1,2,2,79000
2024-09-10,자켓/베스트,1,1,1,1,70000
2024-09-10,자켓/ 베스트,1,1,1,1,69300
2024-09-10,맨투맨/후드티,1,1,1,1,57520
2024-09-10,상의,1,1,1,1,57370
2024-09-10,UNKNOWN,1,1,1,1,44500
2024-09-10,반바지,1,1,1,1,35000
2024-09-10,액세서리,1,1,1,1,4950
2024-09-11,남성,40,40,42,56,2464700
2024-09-11,긴바지,9,9,8,9,534000
2024-09-11,라운드티,11,11,12,14,512090
2024-09-11,하이킹,6,6,4,6,488080
2024-09-11,가방,6,6,1,6,422860
2024-09-11,자켓/ 베스트,3,3,3,3,383010
2024-09-11,UNKNOWN,3,3,3,4,338000
2024-09-11,여성,4,4,3,4,243870
2024-09-11,등산화,1,1,1,1,219000
2024-09-11,반바지,4,4,4,4,144630
2024-09-11,바람막이,1,1,1,1,114080
2024-09-11,셋업,2,2,2,2,104800
2024-09-11,상의,1,1,1,1,62960
2024-09-11,자켓/베스트,1,1,1,1,52370
2024-09-12,남성,144,142,109,185,7417490
2024-09-12,라운드티,46,46,31,51,1323000
2024-09-12,긴바지,19,19,14,19,1103120
2024-09-12,셋업,17,17,12,19,1032210
2024-09-12,등산화,3,3,3,8,825750
2024-09-12,하이킹,6,6,5,7,635680
2024-09-12,가방,8,8,2,8,610840
2024-09-12,자켓/ 베스트,3,3,3,3,393610
2024-09-12,여성,6,6,5,6,303750
2024-09-12,UNKNOWN,3,3,3,3,269880
2024-09-12,방수자켓,3,3,2,3,200400
2024-09-12,반바지,8,8,6,8,188470
2024-09-12,맨투맨/후드티,4,4,2,4,150130
2024-09-12,바람막이,1,1,1,1,82890
2024-09-12,상의,2,2,1,2,80000
2024-09-12,트레일러닝,1,1,1,1,79000
2024-09-12,자켓/베스트,2,2,1,2,75960
2024-09-12,셔츠,1,1,1,1,51200
2024-09-12,액세서리,4,4,2,4,28370
2024-09-13,남성,54,54,53,69,3554810
2024-09-13,여성,7,7,6,7,739330
2024-09-13,긴바지,11,11,9,13,705870
2024-09-13,하이킹,6,6,6,7,593140
2024-09-13,라운드티,18,18,16,19,489840
2024-09-13,가방,7,7,2,7,421620
2024-09-13,셋업,7,7,6,7,348130
2024-09-13,자켓/ 베스트,2,2,2,2,230460
2024-09-13,등산화,2,2,2,2,219410
2024-09-13,트레일러닝,2,2,1,2,143710
2024-09-13,UNKNOWN,2,2,2,2,118920
2024-09-13,바람막이,1,1,1,1,106000
2024-09-13,자켓/베스트,1,1,1,1,49770
2024-09-13,반바지,1,1,1,1,40050
2024-09-14,남성,36,36,36,45,1999700
2024-09-14,여성,4,4,4,4,459130
2024-09-14,긴바지,7,7,6,7,406090
2024-09-14,라운드티,11,11,9,11,331060
2024-09-14,셋업,5,5,5,5,327660
2024-09-14,등산화,2,2,2,2,230960
2024-09-14,반바지,4,4,3,4,109340
2024-09-14,자켓/ 베스트,1,1,1,1,95750
2024-09-14,UNKNOWN,1,1,1,1,90670
2024-09-14,자켓/베스트,1,1,1,1,82330
2024-09-14,가방,1,1,1,1,74700
2024-09-14,하이킹,1,1,1,1,74280
2024-09-14,상의,1,1,1,1,51000
2024-09-14,액세서리,1,1,1,1,7220
2024-09-15,남성,35,35,30,39,1547350
2024-09-15,라운드티,16,16,20,23,750850
2024-09-15,셋업,8,8,7,8,656810
2024-09-15,하이킹,5,5,5,5,496020
2024-09-15,여성,6,6,5,6,413350
2024-09-15,긴바지,6,6,3,6,381770
2024-09-15,가방,3,3,1,3,223180
2024-09-15,패딩/슬림다운,1,1,1,1,124550
2024-09-15,셔츠,1,1,1,1,123330
2024-09-15,등산화,1,1,1,1,90670
2024-09-15,반바지,3,3,3,3,79700
2024-09-15,카고/조거,1,1,1,1,74000
2024-09-15,폴로티/집업,1,1,1,1,50840
2024-09-15,상의,1,1,1,1,47270
2024-09-15,장갑,1,1,1,1,16000
2024-09-16,남성,41,41,43,51,2276879
2024-09-16,여성,6,6,6,7,812610
2024-09-16,라운드티,15,15,12,15,422400
2024-09-16,가방,1,1,1,5,387640
2024-09-16,하이킹,3,3,3,3,377100
2024-09-16,긴바지,3,3,3,3,258390
2024-09-16,셋업,4,4,3,4,175330
2024-09-16,UNKNOWN,2,2,1,2,166970
2024-09-16,반바지,2,2,1,2,71960
2024-09-16,상의,1,1,1,1,36100
2024-09-16,맨투맨/후드티,1,1,1,1,33260
2024-09-16,액세서리,1,1,2,2,14060
2024-09-17,남성,28,27,30,40,1203409
2024-09-17,하이킹,3,3,3,3,305800
2024-09-17,여성,4,4,4,4,293230
2024-09-17,라운드티,7,7,6,7,207400
2024-09-17,가방,2,2,1,2,166140
2024-09-17,UNKNOWN,1,1,1,1,152100
2024-09-17,바람막이,1,1,1,1,67060
2024-09-17,반바지,1,1,2,2,66670
2024-09-17,긴바지,1,1,1,1,52210
2024-09-17,장갑,1,1,1,1,21000
2024-09-18,남성,74,74,76,118,4994750
2024-09-18,자켓/ 베스트,9,9,7,9,1347010
2024-09-18,여성,12,12,8,13,1092320
2024-09-18,셋업,9,9,9,9,627420
2024-09-18,라운드티,15,15,19,20,562140
2024-09-18,긴바지,8,8,7,8,471550
2024-09-18,셔츠,2,2,2,3,365080
2024-09-18,하이킹,4,4,3,4,364670
2024-09-18,UNKNOWN,3,3,2,3,279960
2024-09-18,등산화,2,2,2,2,269340
2024-09-18,가방,2,2,2,2,170000
2024-09-18,자켓/베스트,1,1,1,1,96440
2024-09-18,바람막이,1,1,1,1,94609
2024-09-18,반바지,2,2,3,3,92900
2024-09-18,카고/조거,1,1,1,1,70300
2024-09-18,크로스/토트백,1,1,1,1,33250
2024-09-18,상의,1,1,1,1,28300
2024-09-18,폴로티/집업,1,1,1,1,27450
2024-09-19,남성,31,31,32,37,1871220
2024-09-19,라운드티,11,11,12,13,419900
2024-09-19,바람막이,2,2,2,2,275299
2024-09-19,긴바지,5,5,5,5,243180
2024-09-19,카고/조거,1,1,2,2,196200
2024-09-19,가방,3,3,1,3,188700
2024-09-19,여성,3,3,3,3,161520
2024-09-19,하이킹,1,1,1,1,127000
2024-09-19,셋업,2,2,1,2,92590
2024-09-19,자켓/베스트,1,1,1,1,49770
2024-09-19,폴로/집업티,1,1,1,1,42160
2024-09-19,크로스/토트백,1,1,1,1,37040
2024-09-20,남성,42,42,41,57,2599770
2024-09-20,자켓/ 베스트,4,4,5,5,755700
2024-09-20,셋업,4,4,5,5,508740
2024-09-20,하이킹,5,5,5,5,445510
2024-09-20,여성,6,6,6,6,322040
2024-09-20,긴바지,6,6,5,6,301720
2024-09-20,가방,3,3,1,3,202010
2024-09-20,자켓/베스트,2,2,2,2,191000
2024-09-20,바람막이,1,1,1,1,124000
2024-09-20,트레일러닝,1,1,1,1,95000
2024-09-20,방수자켓,1,1,1,1,90300
2024-09-20,라운드티,2,2,2,2,51250
2024-09-20,맨투맨/후드티,1,1,1,1,42300
2024-09-20,폴로/집업티,1,1,1,1,36420
