member_grade_label,coupon_flag,coupon_name,point_flag,promotion_flag,orders,buyers,quantity,revenue,aov
FAMILY,쿠폰 사용,"202604 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 사용,일반 상품,12,12,12,259520,21626.666666666668
FAMILY,쿠폰 사용,25년 신상품 10만원이상 1만원할인 / 202511 생일축하쿠폰1만원,포인트 미사용,일반 상품,2,2,2,258000,129000.0
FAMILY,쿠폰 사용,등급할인10% / 26년 신상품 20만원이상 2만원할인 / 202601 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,256100,256100.0
FAMILY,쿠폰 사용,GNR 스페셜 20% / 등급할인10%,포인트 미사용,일반 상품,3,3,3,249840,83280.0
FAMILY,쿠폰 사용,등급할인10% / 26년 신상품 10만원이상 1만원할인 / 202602 생일축하쿠폰1만원,포인트 사용,일반 상품,2,2,4,248800,124400.0
FAMILY,쿠폰 사용,등급할인10% / GNR 스페셜 20% / 2026년 4월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,3,246880,246880.0
FAMILY,쿠폰 사용,202511 생일축하쿠폰1만원 / 25년 신상품 20만원이상 2만원할인,포인트 사용,일반 상품,1,1,2,246160,246160.0
FAMILY,쿠폰 사용,202511 생일축하쿠폰1만원 / Winter Festival 5% (오후6시),포인트 미사용,일반 상품,1,1,1,240730,240730.0
FAMILY,쿠폰 사용,202601 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,4,239180,239180.0
FAMILY,쿠폰 사용,202602 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인 / 2026년 2월 신규회원 5000원 할인,포인트 사용,일반 상품,2,2,4,238400,119200.0
FAMILY,쿠폰 사용,202602 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,3,237720,237720.0
FAMILY,쿠폰 사용,등급할인10% / 202512 생일축하쿠폰1만원 / 25년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,2,2,4,237200,118600.0
FAMILY,쿠폰 미사용,26년 신상품 30만원이상 3만원할인,포인트 사용,일반 상품,2,2,2,232720,116360.0
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / GNR 스페셜 20%,포인트 사용,일반 상품,1,1,1,229200,229200.0
FAMILY,쿠폰 미사용,202605 생일축하쿠폰1만원,포인트 사용,일반 상품,4,4,5,229140,57285.0
FAMILY,쿠폰 사용,등급할인10% / 2026년 3월 신규회원 5000원 할인 / GNR 스페셜 20%,포인트 미사용,일반 상품,1,1,2,227280,227280.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 등급할인10% / 2026년 4월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,3,225790,225790.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 202601 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,3,225649,225649.0
FAMILY,쿠폰 미사용,등급할인10% / 26년 신상품 20만원이상 2만원할인,포인트 미사용,일반 상품,2,2,3,222850,111425.0
FAMILY,쿠폰 미사용,GNR 스페셜 20%,포인트 미사용,일반 상품,4,4,4,220600,55150.0
FAMILY,쿠폰 사용,202602 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,2,2,2,219620,109810.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰,포인트 미사용,일반 상품,1,1,2,218000,218000.0
FAMILY,쿠폰 미사용,Winter Festival 5% (오후6시),포인트 사용,일반 상품,1,1,2,217270,217270.0
FAMILY,쿠폰 사용,2026년 4월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인 / 202604 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,3,215800,215800.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,2,2,3,215490,107745.0
FAMILY,쿠폰 사용,202511 생일축하쿠폰1만원 / 25년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,2,2,4,215350,107675.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 2026년 4월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,1,214000,214000.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 202603 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,213020,213020.0
FAMILY,쿠폰 미사용,2025년 12월 신규회원 5000원 할인,포인트 미사용,일반 상품,4,4,5,210000,52500.0
FAMILY,쿠폰 미사용,26년 신상품 40만원이상 4만원할인 / 등급할인10%,포인트 사용,일반 상품,3,3,4,208340,69446.66666666667
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,2,2,2,207050,103525.0
FAMILY,쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202603 생일축하쿠폰1만원",포인트 사용,일반 상품,9,9,9,206350,22927.777777777777
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 2026년 1월 신규회원 5000원 할인 / 202601 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,201150,201150.0
FAMILY,쿠폰 사용,2026년 3월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인 / 202603 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,201060,201060.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / F25 온라인 전용 10% 할인,포인트 사용,일반 상품,1,1,2,200330,200330.0
FAMILY,쿠폰 사용,등급할인10% / 202604 생일축하쿠폰1만원 / 구매 감사 장바구니 10% 할인,포인트 사용,일반 상품,1,1,4,200280,200280.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 2026년 3월 신규회원 5000원 할인 / 등급할인10%,포인트 사용,일반 상품,1,1,3,199960,199960.0
FAMILY,쿠폰 사용,202603 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,2,2,5,199120,99560.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰,포인트 사용,일반 상품,1,1,3,196790,196790.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 202605 생일축하쿠폰1만원 / 등급할인10%,포인트 미사용,일반 상품,1,1,2,196100,196100.0
FAMILY,쿠폰 사용,등급할인10% / 202602 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인,포인트 미사용,일반 상품,1,1,2,194300,194300.0
FAMILY,쿠폰 사용,F25 온라인 전용 10% 할인 / 26년 신상품 20만원이상 2만원할인,포인트 사용,일반 상품,1,1,2,189770,189770.0
FAMILY,쿠폰 사용,HSS 30% 할인 쿠폰 / 26년 신상품 20만원이상 2만원할인,포인트 미사용,일반 상품,1,1,1,189000,189000.0
FAMILY,쿠폰 사용,202601 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인,포인트 미사용,일반 상품,1,1,3,187800,187800.0
FAMILY,쿠폰 미사용,"신규회원 스페셜 5,000",포인트 사용,일반 상품,2,2,2,187340,93670.0
FAMILY,쿠폰 사용,25년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 미사용,일반 상품,1,1,1,186100,186100.0
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,2,185520,185520.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 202604 생일축하쿠폰1만원 / 등급할인10%,포인트 사용,일반 상품,1,1,1,185120,185120.0
FAMILY,쿠폰 미사용,25년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,2,2,4,183840,91920.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 202603 생일축하쿠폰1만원 / 등급할인10%,포인트 사용,일반 상품,1,1,2,182650,182650.0
FAMILY,쿠폰 사용,GNR 스페셜 20% / 2026년 3월 신규회원 5000원 할인,포인트 미사용,일반 상품,2,2,2,182400,91200.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / F25 온라인 전용 10% 할인,포인트 사용,일반 상품,5,5,6,180950,36190.0
FAMILY,쿠폰 사용,Winter Festival 5% (오후6시),포인트 사용,일반 상품,1,1,2,180220,180220.0
FAMILY,쿠폰 사용,Winter Festival 10% (오후6시) / 2025년 11월 신규회원 5000원 할인,포인트 미사용,일반 상품,2,2,2,180000,90000.0
FAMILY,쿠폰 사용,등급할인10% / 26년 신상품 10만원이상 1만원할인 / 202604 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,179650,179650.0
FAMILY,쿠폰 사용,등급할인10% / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,2,2,4,179380,89690.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / HSS 30% 할인 쿠폰,포인트 미사용,일반 상품,1,1,1,179100,179100.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202603 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,179000,179000.0
FAMILY,쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202601 생일축하쿠폰1만원",포인트 사용,일반 상품,11,11,11,176849,16077.181818181818
FAMILY,쿠폰 사용,25년 신상품 10만원이상 1만원할인 / 등급할인20%,포인트 사용,일반 상품,2,2,2,176780,88390.0
FAMILY,쿠폰 사용,Winter Festival 10% (오전10시) / 2025년 11월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,1,176560,176560.0
FAMILY,쿠폰 사용,26년 신상품 20만원이상 2만원할인 / 등급할인10% / 202602 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,174300,174300.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202605 생일축하쿠폰1만원 / 등급할인10%,포인트 사용,일반 상품,1,1,2,174000,174000.0
FAMILY,쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 첫 구매 장바구니 10% 할인",포인트 사용,일반 상품,7,7,7,172270,24610.0
FAMILY,쿠폰 사용,등급할인10% / 26년 신상품 10만원이상 1만원할인 / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,171840,171840.0
FAMILY,쿠폰 미사용,첫 구매 장바구니 10% 할인 / 2026년 2월 신규회원 5000원 할인,포인트 사용,일반 상품,2,2,2,171170,85585.0
FAMILY,쿠폰 사용,202602 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인,포인트 사용,일반 상품,1,1,2,171150,171150.0
FAMILY,쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 첫 구매 장바구니 10% 할인,포인트 미사용,일반 상품,9,9,9,170460,18940.0
FAMILY,쿠폰 사용,구매 감사 장바구니 10% 할인 / 등급할인10%,포인트 사용,일반 상품,1,1,1,169560,169560.0
FAMILY,쿠폰 사용,등급할인10% / 2026년 5월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,2,168520,168520.0
FAMILY,쿠폰 사용,"첫 구매 장바구니 10% 할인 / 신규회원 스페셜 5,000 / 202604 생일축하쿠폰1만원",포인트 사용,일반 상품,1,1,2,168260,168260.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 등급할인10% / 202605 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,167100,167100.0
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,4,4,4,165770,41442.5
FAMILY,쿠폰 사용,HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰 / 26년 신상품 10만원이상 1만원할인 / HSS 30% 할인 쿠폰,포인트 미사용,일반 상품,1,1,3,163810,163810.0
FAMILY,쿠폰 사용,"신규회원 스페셜 5,000 / Winter Festival 15% (오후6시)",포인트 사용,일반 상품,1,1,1,163640,163640.0
FAMILY,쿠폰 사용,202602 생일축하쿠폰1만원 / 2026년 2월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,2,163000,163000.0
FAMILY,쿠폰 사용,202601 생일축하쿠폰1만원 / 26년 신상품 20만원이상 2만원할인,포인트 사용,일반 상품,1,1,1,162330,162330.0
FAMILY,쿠폰 사용,등급할인10% / 첫 구매 장바구니 10% 할인 / 2026년 3월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,2,161870,161870.0
FAMILY,쿠폰 미사용,2026년 2월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,3,3,5,160630,53543.333333333336
FAMILY,쿠폰 미사용,2025년 11월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,2,2,2,160500,80250.0
FAMILY,쿠폰 미사용,등급할인10% / 26년 신상품 10만원이상 1만원할인 / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,159560,159560.0
FAMILY,쿠폰 사용,등급할인10% / 202601 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,159500,159500.0
FAMILY,쿠폰 미사용,첫 구매 장바구니 10% 할인 / 2026년 3월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,2,157330,157330.0
FAMILY,쿠폰 사용,F25 온라인 전용 10% 할인 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,5,5,5,154450,30890.0
FAMILY,쿠폰 사용,등급할인10% / 202605 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,1,1,2,153100,153100.0
FAMILY,쿠폰 미사용,첫 구매 장바구니 10% 할인 / 2025년 12월 신규회원 5000원 할인,포인트 미사용,일반 상품,3,3,5,151000,50333.333333333336
FAMILY,쿠폰 사용,HSS 30% 할인 쿠폰 / 첫 구매 장바구니 10% 할인 / HSS 30% 할인 쿠폰,포인트 사용,일반 상품,1,1,2,150660,150660.0
FAMILY,쿠폰 미사용,26년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 미사용,일반 상품,1,1,2,149300,149300.0
FAMILY,쿠폰 사용,2025년 11월 신규회원 5000원 할인 / Winter Festival 20% (오후6시),포인트 미사용,일반 상품,1,1,1,149120,149120.0
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 미사용,일반 상품,1,1,2,148000,148000.0
FAMILY,쿠폰 사용,"F25 온라인 전용 10% 할인 / 신규회원 스페셜 5,000 / 첫 구매 장바구니 10% 할인",포인트 사용,일반 상품,1,1,2,145690,145690.0
FAMILY,쿠폰 사용,"첫 구매 장바구니 10% 할인 / 등급할인10% / 신규회원 스페셜 5,000",포인트 사용,일반 상품,1,1,3,145310,145310.0
FAMILY,쿠폰 사용,202601 생일축하쿠폰1만원 / 등급할인10%,포인트 사용,일반 상품,1,1,2,145080,145080.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 비오는날 10% 스페셜 할인,포인트 미사용,일반 상품,2,2,2,144180,72090.0
FAMILY,쿠폰 미사용,첫 구매 장바구니 10% 할인 / 2026년 5월 신규회원 5000원 할인,포인트 사용,일반 상품,3,3,3,141950,47316.666666666664
FAMILY,쿠폰 미사용,25년 신상품 10만원이상 1만원할인 / 등급할인20%,포인트 사용,일반 상품,1,1,2,140990,140990.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202605 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,139000,139000.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202601 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,139000,139000.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 등급할인10% / 202603 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,137100,137100.0
FAMILY,쿠폰 미사용,2026년 3월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인,포인트 미사용,일반 상품,2,2,2,135500,67750.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 202601 생일축하쿠폰1만원 / 2026년 1월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,1,135270,135270.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 2026년 3월 신규회원 5000원 할인 / 202603 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,135230,135230.0
FAMILY,쿠폰 미사용,26년 신상품 40만원이상 4만원할인,포인트 사용,일반 상품,2,2,2,134840,67420.0
FAMILY,쿠폰 미사용,등급할인10% / GNR 스페셜 20%,포인트 미사용,일반 상품,1,1,1,132300,132300.0
FAMILY,쿠폰 사용,2026년 3월 신규회원 5000원 할인 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,1,1,1,132000,132000.0
FAMILY,쿠폰 미사용,"신규회원 스페셜 5,000 / 첫 구매 장바구니 10% 할인",포인트 사용,일반 상품,3,3,5,131450,43816.666666666664
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 2026년 5월 신규회원 5000원 할인 / 202605 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,130570,130570.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202602 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,129000,129000.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 202603 생일축하쿠폰1만원 / 2026년 3월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,2,128880,128880.0
FAMILY,쿠폰 사용,2026년 4월 신규회원 5000원 할인 / GNR 스페셜 20% / 등급할인10%,포인트 사용,일반 상품,1,1,2,128120,128120.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202512 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,127000,127000.0
FAMILY,쿠폰 미사용,2025년 12월 신규회원 5000원 할인 / 202512 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,3,126880,126880.0
FAMILY,쿠폰 사용,25년 신상품 10만원이상 1만원할인 / 2025년 12월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,1,124000,124000.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202604 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,123500,123500.0
FAMILY,쿠폰 사용,HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰,포인트 미사용,일반 상품,1,1,4,123410,123410.0
FAMILY,쿠폰 사용,2026년 1월 신규회원 5000원 할인 / 202601 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,2,123100,123100.0
FAMILY,쿠폰 사용,2026년 2월 신규회원 5000원 할인 / 202602 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,2,121840,121840.0
FAMILY,쿠폰 사용,25년 신상품 10만원이상 1만원할인 / 202511 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,121670,121670.0
FAMILY,쿠폰 미사용,202602 생일축하쿠폰1만원,포인트 미사용,일반 상품,5,5,6,119300,23860.0
FAMILY,쿠폰 미사용,2026년 3월 신규회원 5000원 할인 / GNR 스페셜 20%,포인트 미사용,일반 상품,1,1,1,119200,119200.0
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,3,119100,119100.0
FAMILY,쿠폰 사용,202512 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 미사용,일반 상품,1,1,1,119000,119000.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 202605 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,116370,116370.0
FAMILY,쿠폰 미사용,2026년 1월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,4,4,5,115670,28917.5
FAMILY,쿠폰 사용,202512 생일축하쿠폰1만원 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,1,1,1,115540,115540.0
FAMILY,쿠폰 사용,F25 온라인 전용 10% 할인,포인트 미사용,일반 상품,2,2,2,115200,57600.0
FAMILY,쿠폰 사용,"첫 구매 장바구니 10% 할인 / 202602 생일축하쿠폰1만원 / 신규회원 스페셜 5,000",포인트 사용,일반 상품,1,1,2,114700,114700.0
FAMILY,쿠폰 사용,등급할인20%,포인트 미사용,일반 상품,1,1,1,111200,111200.0
FAMILY,쿠폰 미사용,GNR 스페셜 20% / 2026년 4월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,1,110350,110350.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰,포인트 사용,일반 상품,1,1,2,110040,110040.0
FAMILY,쿠폰 사용,등급할인10% / 첫 구매 장바구니 10% 할인 / 202604 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,108990,108990.0
FAMILY,쿠폰 사용,2025년 11월 신규회원 5000원 할인 / Winter Festival 10% (오후6시),포인트 미사용,일반 상품,1,1,1,108000,108000.0
FAMILY,쿠폰 사용,"Winter Festival 10% (오전10시) / 신규회원 스페셜 5,000",포인트 미사용,일반 상품,1,1,1,108000,108000.0
FAMILY,쿠폰 미사용,HSS 30% 할인 쿠폰,포인트 사용,일반 상품,4,3,5,107770,26942.5
FAMILY,쿠폰 사용,"202512 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 사용,일반 상품,5,5,5,107270,21454.0
FAMILY,쿠폰 사용,202603 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 미사용,일반 상품,1,1,1,107100,107100.0
FAMILY,쿠폰 사용,2026년 3월 신규회원 5000원 할인 / 202603 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,107000,107000.0
FAMILY,쿠폰 사용,2025년 12월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인 / 202512 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,106900,106900.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / 2025년 12월 신규회원 5000원 할인 / 202512 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,2,105660,105660.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰 / HSS 30% 할인 쿠폰,포인트 미사용,일반 상품,1,1,3,105336,105336.0
FAMILY,쿠폰 미사용,202604 생일축하쿠폰1만원,포인트 미사용,일반 상품,2,2,2,105300,52650.0
FAMILY,쿠폰 사용,등급할인10% / 202605 생일축하쿠폰1만원 / 첫 구매 장바구니 10% 할인,포인트 사용,일반 상품,1,1,2,104990,104990.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 2026년 4월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,1,104000,104000.0
FAMILY,쿠폰 사용,첫 구매 장바구니 10% 할인 / F25 온라인 전용 10% 할인,포인트 미사용,일반 상품,2,2,2,103680,51840.0
FAMILY,쿠폰 사용,"신규회원 스페셜 5,000 / 첫 구매 장바구니 10% 할인 / 등급할인10%",포인트 사용,일반 상품,1,1,2,103230,103230.0
FAMILY,쿠폰 사용,등급할인10% / 202511 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,102320,102320.0
FAMILY,쿠폰 미사용,26년 신상품 30만원이상 3만원할인,포인트 미사용,일반 상품,2,2,2,102300,51150.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 2026년 3월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,1,102000,102000.0
FAMILY,쿠폰 사용,2026년 4월 신규회원 5000원 할인 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,1,1,1,102000,102000.0
FAMILY,쿠폰 사용,구매 감사 장바구니 10% 할인 / 202604 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,101900,101900.0
FAMILY,쿠폰 사용,2026년 3월 신규회원 5000원 할인 / 202603 생일축하쿠폰1만원 / GNR 스페셜 20%,포인트 사용,일반 상품,1,1,2,101500,101500.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / 202512 생일축하쿠폰1만원,포인트 미사용,일반 상품,1,1,1,99000,99000.0
FAMILY,쿠폰 사용,202604 생일축하쿠폰1만원 / 등급할인10%,포인트 사용,일반 상품,1,1,2,98400,98400.0
FAMILY,쿠폰 사용,202512 생일축하쿠폰1만원 / 25년 신상품 10만원이상 1만원할인,포인트 미사용,일반 상품,1,1,2,98000,98000.0
FAMILY,쿠폰 미사용,2026년 5월 신규회원 5000원 할인,포인트 사용,일반 상품,2,2,2,97270,48635.0
FAMILY,쿠폰 사용,2026년 5월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인 / 202605 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,97070,97070.0
FAMILY,쿠폰 사용,2026년 1월 신규회원 5000원 할인 / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,95880,95880.0
FAMILY,쿠폰 사용,등급할인10% / 202605 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,94470,94470.0
FAMILY,쿠폰 사용,Winter Festival 20% (오후6시) / 2025년 11월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,1,94000,94000.0
FAMILY,쿠폰 사용,Winter Festival 15% (오후6시) / 2025년 11월 신규회원 5000원 할인,포인트 사용,일반 상품,1,1,1,93000,93000.0
FAMILY,쿠폰 사용,Winter Festival 10% (오전10시) / 2025년 11월 신규회원 5000원 할인,포인트 미사용,일반 상품,1,1,1,92160,92160.0
FAMILY,쿠폰 사용,2026년 5월 신규회원 5000원 할인 / 26년 신상품 10만원이상 1만원할인,포인트 사용,일반 상품,1,1,2,91490,91490.0
FAMILY,쿠폰 사용,"202603 생일축하쿠폰1만원 / 무료배송쿠폰(등급혜택, 3만원미만 사용가능)",포인트 미사용,일반 상품,3,3,3,87500,29166.666666666668
FAMILY,쿠폰 사용,202605 생일축하쿠폰1만원 / 등급할인10%,포인트 미사용,일반 상품,1,1,2,87100,87100.0
FAMILY,쿠폰 미사용,2026년 1월 신규회원 5000원 할인 / 202601 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,1,86320,86320.0
FAMILY,쿠폰 미사용,25년 신상품 20만원이상 2만원할인 / 등급할인10%,포인트 사용,일반 상품,1,1,1,86070,86070.0
FAMILY,쿠폰 미사용,2025년 12월 신규회원 5000원 할인 / 첫 구매 장바구니 10% 할인,포인트 미사용,일반 상품,2,2,2,86000,43000.0
FAMILY,쿠폰 사용,26년 신상품 10만원이상 1만원할인 / HSS 30% 할인 쿠폰,포인트 사용,일반 상품,1,1,1,85350,85350.0
FAMILY,쿠폰 사용,무료배송쿠폰(3만원미만 사용가능) / 202512 생일축하쿠폰1만원,포인트 사용,일반 상품,4,4,4,84920,21230.0
FAMILY,쿠폰 사용,202511 생일축하쿠폰1만원 / Winter Festival 10% (오전10시),포인트 미사용,일반 상품,1,1,1,84870,84870.0
FAMILY,쿠폰 사용,2025년 12월 신규회원 5000원 할인 / 202512 생일축하쿠폰1만원,포인트 사용,일반 상품,1,1,2,84120,84120.0
FAMILY,쿠폰 사용,"무료배송쿠폰(등급혜택, 3만원미만 사용가능) / 202602 생일축하쿠폰1만원",포인트 사용,일반 상품,5,5,5,82308,16461.6
