interval_bucket,repeat_orders,repeat_buyers,avg_days_since_prev_order,median_days_since_prev_order,revenue,repeat_rate
7일 이내,4422,2455,2.9147444595205787,3,548247581,0.5551786521935775
8~30일,6018,3478,17.506812894649382,17,573345268,0.5779328680624792
31~90일,6659,4208,56.532212043850436,55,589461496,0.6319267157230816
91~180일,4381,3391,130.07098835882215,130,391364409,0.7740241953891805
181일 이상,5208,4803,315.28225806451604,294,453374319,0.9222350230414746
