min_order_date,max_order_date,line_rows,orders,buyers,products,quantity,revenue,aov_per_order,revenue_per_buyer,qty_per_order,line_per_order,repeat_buyer_rate,repeat_buyer_revenue_share
2024-04-16,2026-05-15,85877,65139,39010,3032,91319,6955493386,106779.24724051643,178300.26623942578,1.401909762200832,1.3183653418075194,0.27885157651884135,0.5478762013734736
