product_code,product_name_kor,product_name,source_image_url,repeat_orders,repeat_buyers,avg_days_since_prev_order,quantity,revenue,image_url,image_source,repeat_rate
C64WR3825010,여성 드랍 릿지 II 인터체인지 자켓,Drop Ridge II Interchange Jacket,,2,2,1.5,2,345900,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C64WR3825010.jpg,styleship_cdn_pattern,1.0
C62YM6596618,공용 엔조이 365 그래픽 반팔 라운드티,Enjoy 365 Graphic SS Crew,,7,6,3.2857142857142856,7,344500,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YM6596618.jpg,styleship_cdn_pattern,0.8571428571428571
C53YL3465010,여성 앨리스 포인트 자켓,Ws Alice Point™ Jacket,,2,2,1.0,2,343500,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C53YL3465010.jpg,styleship_cdn_pattern,1.0
C62YL8531191,여성 가든 투 파크 우븐 스커트,W's Garden to Park Skirt,,4,4,2.75,4,340700,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YL8531191.jpg,styleship_cdn_pattern,1.0
C55YL1117063,여성 플라토 벤쳐 워터프루프 보아,PLATEAU VENTURE WP BOA,,4,4,2.75,4,340500,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C55YL1117063.jpg,styleship_cdn_pattern,1.0
C52WE5638254,남성 스트리트 트랙 윈드 자켓,M Street Trek™ Wind Jacket,,3,3,1.0,3,340200,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C52WE5638254.jpg,styleship_cdn_pattern,1.0
C54YL8485010,여성 코말 포크 인슐레이션 와이드 경량 패딩 팬츠,W's Comal Fork™ Insulation Wide Pants,,3,3,2.666666666666667,3,340100,assets/product_images/C54YL8485010.jpg,excel_map+downloaded,1.0
C54WE6671397,공용 캐스케이드 인터체인지 자켓,Cascade Peak™ VI Interchange Jacket,,2,2,1.5,2,339150,assets/product_images/C54WE6671397.jpg,excel_map+downloaded,1.0
C64YL3597125,여성 어드벤처365 경량 구스 다운 자켓,W’s Adventure 365 LW Down Jacket,,1,1,0.0,1,339000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C64YL3597125.jpg,styleship_cdn_pattern,1.0
C71AE4498227,[공식몰 단독] 공용 헬베시아 II 프린티드 하프스냅 플리스 풀오버,Helvetia II Printed Half Snap Fleece,,5,5,3.4,5,337500,assets/product_images/C71AE4498227.jpg,excel_map+downloaded,1.0
C54YM8478011,남성 마운틴 후드™ 인슐레이션 스트레이트 팬츠,M's MT.Hood™ Insulation Straight Pants,,3,3,2.6666666666666665,3,336300,assets/product_images/C54YM8478011.jpg,excel_map+downloaded,1.0
C62YM6524335,[추영우 착용] 남성 루프 락 포인트 OFZ ICE+ 하프 집업 티셔츠,M's Loop Rock Point OFZ ICE+ Half Zip Up,,4,4,2.0,4,336020,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YM6524335.jpg,styleship_cdn_pattern,1.0
C65YU9901845,공용 패스투스프링 4단 싱글스틱,Path to Springs 4 Stick,,2,2,3.5,4,336000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C65YU9901845.jpg,styleship_cdn_pattern,1.0
C52YM8431262,남성 로스트 포인트™ 와이드 팬츠,M's Lost Point™ Wide Pants,,4,4,3.25,4,335400,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C52YM8431262.jpg,styleship_cdn_pattern,1.0
C54YM3483010,남성 빅토리아 루프 롱 다운 자켓,Ms Victoria Loop™ Long Down Jacket,,1,1,6.0,1,335300,assets/product_images/C54YM3483010.jpg,excel_map+downloaded,1.0
C62YL8531010,여성 가든 투 파크 우븐 스커트,W's Garden to Park Skirt,,3,3,3.0,3,335260,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YL8531010.jpg,styleship_cdn_pattern,1.0
C55BM2858100,남성 코노스 TRS,KONOS™ TRS,,4,4,3.5,4,333775,assets/product_images/C55BM2858100.jpg,styleship_cdn_pattern+downloaded,1.0
C52XE8841011,남성 콜드 베이 대쉬 숏 반팔 라운드 티셔츠,Cold Bay Dash™ Short Sleeve Tee,,9,8,2.333333333333333,9,333570,assets/product_images/C52XE8841011.jpg,styleship_cdn_pattern+downloaded,0.8888888888888888
C62WE2798125,공용 코브 비치 윈드브레이커 자켓,Cove Beach Windbreaker,,4,4,1.0,4,333500,assets/product_images/C62WE2798125.jpg,excel_map+downloaded,1.0
C52AM9099629,남성 페인티드 피크 반팔 니트,Painted Peak™ Knit SS Top,,11,11,2.7272727272727275,11,333370,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C52AM9099629.jpg,styleship_cdn_pattern,1.0
C46UU0138010,[공식몰 단독] 뉴튼릿지 65L 백팩,Newton Ridge™ 65L Backpack,,2,2,3.0,2,332270,assets/product_images/C46UU0138010.jpg,styleship_cdn_pattern+downloaded,1.0
C75YU0369060,공용 본레 포레스트 20L 패커블 경량 백팩,Bonre Forest 20L Packable Backpack,,7,4,2.2857142857142856,9,331200,assets/product_images/C75YU0369060.jpg,excel_map+downloaded,0.5714285714285714
C54WE8290010,남성 실버 리프 하이브리드 인슐레이션 팬츠,Silver Leaf™ Hybrid Pant,,2,2,5.5,3,331020,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C54WE8290010.jpg,styleship_cdn_pattern,1.0
C72AE5094011,공용 애커 록 컨버터블 팬츠,Acker Rock Convertible Pant,,3,3,2.3333333333333335,3,330760,assets/product_images/C72AE5094011.jpg,excel_map+downloaded,1.0
C55YU5270010,공용 호쏜 레인 로우 옴니테크,HAWTHORNE™ RAIN LO OMNI-TECH™,,3,3,3.6666666666666665,3,330570,assets/product_images/C55YU5270010.jpg,styleship_cdn_pattern+downloaded,1.0
C65YL7787102,여성 이스케이프 쓰라이브 샌들,THRIVE REVIVE SHANDAL,,4,4,1.75,4,330430,assets/product_images/C65YL7787102.jpg,excel_map+downloaded,1.0
C54FM1910316,남성 PFG 스위프트가이드™ 인슐레이션 자켓,PFG Swiftguide™ Insulated Jacket,,4,4,5.5,4,330330,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C54FM1910316.jpg,styleship_cdn_pattern,1.0
C64YL3574010,여성 마운틴 후드 다운 자켓,W's MT.Hood Down Jacket,,1,1,6.0,1,329500,assets/product_images/C64YL3574010.jpg,excel_map+downloaded,1.0
C64YM3574027,[추영우 착용] 남성 마운틴 후드 다운 자켓,M's MT.Hood Down Jacket,,1,1,1.0,1,329500,assets/product_images/C64YM3574027.jpg,excel_map+downloaded,1.0
C54YL3486010,여성 앤 로드 다운 자켓,Ws Anne Road™ Down Jacket,,3,3,1.6666666666666665,3,328500,assets/product_images/C54YL3486010.jpg,excel_map+downloaded,1.0
C75BI9168010,남성 픽프릭 러쉬 아웃드라이 와이드,PEAKFREAK RUSH OUTDRY WIDE,,2,2,0.0,2,328300,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75BI9168010.jpg,styleship_cdn_pattern,1.0
C66BI5718373,남성 뉴튼 완다 와이드 미드,NEWTON WANDER WIDE,,3,3,2.6666666666666665,3,328090,assets/product_images/C66BI5718373.jpg,styleship_cdn_pattern+downloaded,1.0
C66BM6246036,남성 코노스 TRS 아웃드라이,KONOS TRS OUTDRY,,3,3,3.6666666666666665,3,328040,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66BM6246036.jpg,styleship_cdn_pattern,1.0
C64AE3907010,[공식몰 단독] 남성 아틱 크레스트 하이브리드 풀집 자켓,Arctic Crest Hybrid Full Zip,,2,2,3.5,2,328000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C64AE3907010.jpg,styleship_cdn_pattern,1.0
C54WR5329010,여성 실버 리프 하이브리드 인슐레이션 팬츠,Silver Leaf™ Insulated Hybrid Pant,,3,3,2.666666666666667,3,327540,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C54WR5329010.jpg,styleship_cdn_pattern,1.0
C62YM6524043,남성 루프 락 포인트 OFZ ICE+ 하프 집업,M's Loop Rock Point OFZ ICE+ Half Zip Up,,5,5,4.0,5,327320,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YM6524043.jpg,styleship_cdn_pattern,1.0
C54AE5344084,남성 왈로와™ 셔켓,Wallowa™ Shirt Jacket,,3,3,3.666666666666667,3,326330,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C54AE5344084.jpg,styleship_cdn_pattern,1.0
C55BM0423011,남성 쓰라이브 리바이브 클로그,THRIVE™ REVIVE CLOG,,6,6,3.5,6,325900,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C55BM0423011.jpg,styleship_cdn_pattern,1.0
C65YU0154023,공용 헤이지 저니 2 워터프루프,HAZY JOURNEY II WATERPROOF,,4,3,4.5,4,325800,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C65YU0154023.jpg,styleship_cdn_pattern,0.75
C61YL3502010,여성 카우 마운틴 2L 방수 자켓,W's Cow Mountain 2L Jacket,,2,2,2.5,2,325690,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C61YL3502010.jpg,styleship_cdn_pattern,1.0
C54YL6483105,여성 리버 투 스윕 터틀넥,W's River to Sweep™ Turtleneck,,6,6,4.166666666666667,6,324820,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C54YL6483105.jpg,styleship_cdn_pattern,1.0
C63YM3556395,[추영우 착용] 남성 리 하이크 바람막이 자켓,M's Lee Hike Jacket,,2,2,4.5,2,324470,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C63YM3556395.jpg,styleship_cdn_pattern,1.0
C44AE2155010,[공식몰 단독] 공용 백볼™ 리마스터드 플리스 자켓,Backbowl™ Remastered Fleece,,6,6,3.8333333333333335,6,324380,assets/product_images/C44AE2155010.jpg,styleship_cdn_pattern+downloaded,1.0
C55BL6283100,여성 캐스트백 TC PFG,CASTBACK™ TC PFG™,,3,3,2.0,3,324250,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C55BL6283100.jpg,styleship_cdn_pattern,1.0
C63YM6565439,남성 제리 코브 크루 티셔츠,M's Jerry Cove Crew,,6,6,2.6666666666666665,6,323500,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C63YM6565439.jpg,styleship_cdn_pattern,1.0
C55YU0618271,공용 베이 스위프 아일 버킷,Bay Sweep Isle™ Bucket,,10,10,4.199999999999999,10,323340,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C55YU0618271.jpg,styleship_cdn_pattern,1.0
C51AE5164278,남성 서밋 밸리 우븐 셔츠,Summit Valley™ Woven LS Shirt,,6,6,2.666666666666667,6,323290,assets/product_images/C51AE5164278.jpg,styleship_cdn_pattern+downloaded,1.0
C66CU5224010,공용 잭 그릭 트래퍼 햇,Jack Creek Trapper Hat,,8,6,3.125,8,322800,assets/product_images/C66CU5224010.jpg,styleship_cdn_pattern+downloaded,0.75
C66YU4749247,공용 헨리포크 부츠 OT OHI,HENRYFORK BOOT OT OHI,,3,2,1.6666666666666667,3,322200,assets/product_images/C66YU4749247.jpg,excel_map+downloaded,0.6666666666666666
C54YL8485381,여성 코말 포크 인슐레이션 와이드 경량 패딩 팬츠,W's Comal Fork™ Insulation Wide Pants,,3,3,2.3333333333333335,3,321800,assets/product_images/C54YL8485381.jpg,excel_map+downloaded,1.0
C75YU0705010,공용 애쉬 브러쉬 메쉬 버켓,Ash Brush Mesh Bucket,,1,1,0.0,6,320680,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YU0705010.jpg,styleship_cdn_pattern,1.0
C71YM7592063,남성 365 마운틴 긴팔 셔츠 자켓,M's 365 Mountain II Shirts Jacket,,2,2,2.5,2,320620,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C71YM7592063.jpg,styleship_cdn_pattern,1.0
C56CL4474010,여성 부가부™ 인터체인지 장갑,Womens Bugaboo™ Interchange Glove,,5,5,2.6,5,320340,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C56CL4474010.jpg,styleship_cdn_pattern,1.0
C65YU9904494,공용 니들 락 데쉬 3단 듀얼스틱,NEEDLE ROCK DASH 3 STICK,,4,4,2.5,4,319700,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C65YU9904494.jpg,styleship_cdn_pattern,1.0
C56CM3865010,남성 피크 퍼슈트™ 장갑,Mens Peak Pursuit™ Glove,,4,4,2.5,4,319480,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C56CM3865010.jpg,styleship_cdn_pattern,1.0
C54YM8482011,남성 밸리 투 패스™ 카고 테이퍼드 팬츠,M's Valley to Pass™ Cargo Tapered Pants,,3,3,6.0,3,319120,assets/product_images/C54YM8482011.jpg,excel_map+downloaded,1.0
C54WR3825010,여성 드랍 릿지 II 인터체인지 자켓,Drop Ridge™ II Interchange Jacket,,1,1,4.0,2,319000,assets/product_images/C54WR3825010.jpg,excel_map+downloaded,1.0
C56BK9165012,여성 스노우트롯 미드 와이드 부츠,SNOWTROT™ MID WIDE,,3,2,1.5,4,318000,assets/product_images/C56BK9165012.jpg,excel_map+downloaded,0.6666666666666666
C53YM8451211,남성 모이에 패스™ 테이퍼드 팬츠,Ms Moyie Pass™ Tapered Pants,,3,3,1.6666666666666665,3,317800,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C53YM8451211.jpg,styleship_cdn_pattern,1.0
C64YM8576010,남성 혹킹 림 인슐레이션 스트레이트 팬츠,M's Hocking Rim Insulation Straight Pants,,2,2,6.0,2,316560,assets/product_images/C64YM8576010.jpg,excel_map+downloaded,1.0
C52YL3427010,여성 밸리 투 뷰트 아이스 자켓,Ws Valley to Butte™ ICE Jacket,,3,3,3.6666666666666665,3,316470,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C52YL3427010.jpg,styleship_cdn_pattern,1.0
C63YM3556011,남성 리 하이크 바람막이 자켓,M's Lee Hike Jacket,,2,2,3.5,2,316400,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C63YM3556011.jpg,styleship_cdn_pattern,1.0
C64XY7077100,[DISNEY] 키즈 디즈니 하프 스냅 플리스 티셔츠,Y ColumbiaㅣDISNEY Half Snap,,4,4,2.0,4,316000,assets/product_images/C64XY7077100.jpg,styleship_cdn_pattern+downloaded,1.0
C62YM6535432,[그라플렉스] 공용 대쉬 투 코브 그래픽 반팔 티셔츠,[GRAFFLEX] Dash to Cove Graphic Tee,,6,6,3.833333333333333,6,315600,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YM6535432.jpg,styleship_cdn_pattern,1.0
C44WE8853346,남성 하이랜드 써밋™ 방수자켓,Highland Summit™ Jacket,,2,2,0.0,2,315270,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C44WE8853346.jpg,styleship_cdn_pattern,1.0
C55YU0657346,공용 베이스 투 스위프™ 쉐이드 부니,Bay to Sweep™ Shade Booney,,4,4,1.7499999999999998,4,315000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C55YU0657346.jpg,styleship_cdn_pattern,1.0
C75BI1209234,남성 크레스트우드 로우 워터프루프 와이드핏,CRESTWOOD™ WATERPROOF WIDE,,3,3,4.333333333333333,3,314890,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75BI1209234.jpg,styleship_cdn_pattern,1.0
C53AP3450292,여성 시커™ 레전드 2.0 티셔츠,Seeker™ Legend 2.0 LS Tee,,10,10,2.9,10,314450,assets/product_images/C53AP3450292.jpg,excel_map+downloaded,1.0
C52AE8827278,[공식몰 단독]남성 노스 패시지 그래픽 반팔 티셔츠,North Passage™ II Graphic SS Tee,,10,10,3.0000000000000004,10,313700,assets/product_images/C52AE8827278.jpg,styleship_cdn_pattern+downloaded,1.0
C55BL6243088,여성 몬트레일 트리니티 MX,MONTRAIL™ TRINITY™ MX,,3,3,3.0,3,313500,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C55BL6243088.jpg,styleship_cdn_pattern,1.0
C64WE0604010,남성 실버 리프 라이트 하이브리드 후디드 인슐레이션 경량 패딩 자켓,Silver Leaf Lite Hooded Jacket,,2,2,4.0,2,313140,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C64WE0604010.jpg,styleship_cdn_pattern,1.0
C66YU0368397,공용 더글라스 패스 30L 백팩,DUGLAS PASS 30 BACKPACK,,3,3,3.3333333333333335,3,312900,assets/product_images/C66YU0368397.jpg,excel_map+downloaded,1.0
C54YM1484010,남성 밸리 투 패스™ 다운 베스트,Ms Valley to Pass™ Down Vest,,2,2,3.5,2,312800,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C54YM1484010.jpg,styleship_cdn_pattern,1.0
C56PU5711010,공용 세이버스 돔 이어플랩 캡,Saviers Dome Earflap Cap,,8,6,2.125,8,312790,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C56PU5711010.jpg,styleship_cdn_pattern,0.75
C64YM8573010,남성 그레이 락 스트레이트 팬츠,M's Gray Rock Straight Pants,,2,2,3.5,2,312590,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C64YM8573010.jpg,styleship_cdn_pattern,1.0
C46RUS001191,공용 18온스 텀블러 (530ml),18 oz SS Coffee Vacuum Bottle,,13,13,4.615384615384616,13,308190,assets/product_images/C46RUS001191.jpg,styleship_cdn_pattern+downloaded,1.0
C72WR4004191,여성 파라큐티II 방풍 자켓,Paracutie II Windbreaker,,2,2,0.5,3,308000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C72WR4004191.jpg,styleship_cdn_pattern,1.0
C54AE5057010,남성 크리스탈리프™ 옴니히트™ 헬릭스 하프집 티셔츠,Crystal Leaf™ Omni-Heat™ Helix Half Zip,,5,5,2.8,5,306620,assets/product_images/C54AE5057010.jpg,excel_map+downloaded,1.0
C45BM6578417,남성 몬트레일 트리니티 FKT,MONTRAIL™ TRINITY™ FKT,,3,3,3.333333333333333,3,305930,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C45BM6578417.jpg,styleship_cdn_pattern,1.0
C65YU0371010,[공식몰 단독] 공용 애슐리 코브 30L 백팩 + 파우치,Ashley Cove 30L Backpack,,3,3,4.0,3,305790,assets/product_images/C65YU0371010.jpg,excel_map+downloaded,1.0
C64YM3576373,남성 혹킹 림 인슐레이션 자켓,M's Hocking Rim Insulation Jacket,,2,2,2.5,2,305520,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C64YM3576373.jpg,styleship_cdn_pattern,1.0
C64YL3585010,여성 파운 피크 다운 자켓,W's Fawn Peak Down Jacket,,1,1,6.0,1,304290,assets/product_images/C64YL3585010.jpg,excel_map+downloaded,1.0
C54AR3793278,여성 클라우드 포인트™ 스냅 플리스 자켓,Cloud Point™ Snap Fleece,,4,4,5.5,4,303980,assets/product_images/C54AR3793278.jpg,styleship_cdn_pattern+downloaded,1.0
C52XE4919347,남성 아덴 폴즈 팬츠,Arden Falls™ Pant,,5,5,2.0,5,303040,assets/product_images/C52XE4919347.jpg,styleship_cdn_pattern+downloaded,1.0
C65BM7922083,남성 보야져 FLX,VOYAGER FLX PCT,,3,3,0.33333333333333337,3,302100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C65BM7922083.jpg,styleship_cdn_pattern,1.0
C63AE5737278,남성 드라이벤처 하프집업 긴팔 티셔츠,DriVenture Half Zip,,5,5,4.2,5,301480,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C63AE5737278.jpg,styleship_cdn_pattern,1.0
C56BK2938125,여성 스노우트롯 와이드 쇼티 부츠,SNOWTROT™ SHORTY WIDE,,4,3,2.25,4,300480,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C56BK2938125.jpg,styleship_cdn_pattern,0.75
C56BI5371240,남성 크레스트우드 미드 워터프루프 와이드핏,CRESTWOOD MID WATERPROOF,,3,3,3.0,3,299480,assets/product_images/C56BI5371240.jpg,excel_map+downloaded,1.0
C52PM3889010,남성 아이스버그 가든™ 반팔 셔츠,Iceberg Garden™ Short Sleeve Shirt,,2,2,2.0,2,299100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C52PM3889010.jpg,styleship_cdn_pattern,1.0
C61YM3502160,남성 카우 마운틴 2L 방수 자켓,M's Cow Mountain 2L Jacket,,2,2,0.5,2,299000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C61YM3502160.jpg,styleship_cdn_pattern,1.0
