date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,brand_resolved_url
2026-03-09,tnf,The North Face,1,K- EXPLORER WEARABLE K-CULTURE,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92980,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92980,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/17627/260200_(긴급)기획전_제작_K-EXPLORER_기획전_main_banner_PC.webp,tnf_1_281571b54f.jpg,ok,1100,500,76808,https://www.thenorthfacekorea.co.kr/
2026-03-09,tnf,The North Face,2,박보검 몬테라 자켓 기획전,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92981,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92981,,,https://image.thenorthfacekorea.co.kr/cmsstatic/260200_박보검_몬테라자켓_기획전-main_banner_PC.webp,tnf_2_234f0912b5.jpg,ok,1100,500,94902,https://www.thenorthfacekorea.co.kr/
2026-03-09,tnf,The North Face,3,RED BOX COLLECTION 현대적인 실루엣의 재해석,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92989,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92989,,,https://image.thenorthfacekorea.co.kr/cmsstatic/260200_레드박스기획전_main_banner_PC.webp,tnf_3_8337cc5de7.jpg,ok,1100,500,48102,https://www.thenorthfacekorea.co.kr/
2026-03-09,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005001000000,https://www.patagonia.co.kr/shop/goodsList/001005001000000,,,https://patagonia.edge.naverncp.com/banner/kerley_layla_00447_cc_WEB-1200x628.jpg,patagonia_1_6c34d03fcb.jpg,ok,1100,575,125874,https://www.patagonia.co.kr/
2026-03-09,arcteryx,Arc'teryx,1,NEW FOR SPRING,https://arcteryx.co.kr/products/category/223,https://arcteryx.co.kr/products/category/223,,,https://public.arcteryx.co.kr/images/banner/VJVLba2x81jUuJ2q1u5yzi1UDYMk0Qqyj2HG7Mho.jpg,arcteryx_1_a82a7dd297.jpg,ok,1100,618,108590,https://arcteryx.co.kr/
2026-03-09,salomon,Salomon,1,LIGHT SIGNAL MODYSSEY AERO,https://salomon.co.kr/collections/26ss_app_modyssey-aero,https://salomon.co.kr/collections/26ss_app_modyssey-aero,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_2_02_180x.jpg?v=1772590343,salomon_1_892d5d0e48.jpg,ok,180,70,2545,https://salomon.co.kr/
2026-03-09,salomon,Salomon,2,FOR OFF TRACK MIND GRAVEL RUNNING,https://salomon.co.kr/collections/26ss_ftw_gravel-running,https://salomon.co.kr/collections/26ss_ftw_gravel-running,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_02_768a94d7-473a-4261-a7dc-a6cb7659bb39_180x.jpg?v=1772590662,salomon_2_5004ee0d61.jpg,ok,180,70,3867,https://salomon.co.kr/
2026-03-09,salomon,Salomon,3,TIMELESS TRAIL COLLECTION,https://salomon.co.kr/collections/26ss_app_trail-running,https://salomon.co.kr/collections/26ss_app_trail-running,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_1_02_180x.jpg?v=1770946914,salomon_3_2fea57ca23.jpg,ok,180,70,5277,https://salomon.co.kr/
2026-03-09,snowpeak,Snow Peak,1,"자연을 입고 일상을 걷다 26 SS, The Peak Moment",http://snowpeakstore.co.kr/goods/event_sale.php?sno=564,http://snowpeakstore.co.kr/goods/event_sale.php?sno=564,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260303_14s/img/banner/85461e167656fd8bed5544ee6246bd1b_57287.jpg,snowpeak_1_2ce5e3ad51.jpg,ok,1100,575,74617,https://www.snowpeakstore.co.kr/
2026-03-09,snowpeak,Snow Peak,2,2만원 즉시 할인 루트 바람막이 컬렉션,http://snowpeakstore.co.kr/goods/event_sale.php?sno=562,http://snowpeakstore.co.kr/goods/event_sale.php?sno=562,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260303_14s/img/banner/41f30d4c1cee2fc2525b8fbf67e2520a_99441.jpg,snowpeak_2_29d4123059.jpg,ok,1100,575,62831,https://www.snowpeakstore.co.kr/
2026-03-09,snowpeak,Snow Peak,3,"광활한 자연 속, 움직임의 기준 Move With Nature",http://snowpeakstore.co.kr/goods/event_sale.php?sno=570,http://snowpeakstore.co.kr/goods/event_sale.php?sno=570,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260303_14s/img/banner/085c593f6ba05a5c759f300572bec054_49259.jpg,snowpeak_3_9dd89afd11.jpg,ok,1100,575,42500,https://www.snowpeakstore.co.kr/
2026-03-09,blackyak,Black Yak,1,SPRING & SUMMER SALE 이월 오픈,https://www.byn.kr/_exh/?no=2065&utm_source=BY_pc&utm_medium=pc_by_main_banner_0211,https://www.byn.kr/_exh/?no=2065,,,https://cdn.byn.kr/real/_data/banner/aca8d01a73b3bb22f3529d0b920cd52b.jpg,blackyak_1_fd0f0030aa.jpg,ok,1100,538,164368,https://www.byn.kr/blackyak
2026-03-09,blackyak,Black Yak,2,메인 배너,https://www.byn.kr/story/blackyak/?gb=detail&no=2077,https://www.byn.kr/story/blackyak/?gb=detail&no=2077,,,https://cdn.byn.kr/real/_data/banner/b94b3b652df897c21a89998a39da8810.jpg,blackyak_2_f8176bb6f4.jpg,ok,1100,538,43066,https://www.byn.kr/blackyak
2026-03-09,blackyak,Black Yak,3,메인 배너,https://www.byn.kr/_exh/?no=2050&utm_source=BY_pc&utm_medium=pc_by_main_banner_0223,https://www.byn.kr/_exh/?no=2050,,,https://cdn.byn.kr/real/_data/banner/47e59923051e46ada19a140c560b0710.jpg,blackyak_3_010097f654.jpg,ok,1100,538,160858,https://www.byn.kr/blackyak
2026-03-09,natgeo,National Geographic,1,"지구, 경이로운 행성",https://www.natgeokorea.com/,https://www.natgeokorea.com/,,,https://www.natgeokorea.com/lib/thumb/phpThumb.php?src=%2Fuploads%2F01_81.jpg&w=1200&sia=DISNEY_PLUS&q=75&hash=de0ccb4260fdc3fc26c4547f00d31212,natgeo_1_e0a73f60e3.jpg,ok,1100,618,90858,https://www.natgeokorea.com/
2026-03-09,natgeo,National Geographic,2,"지구, 경이로운 행성",https://natgeokorea.com/program.php?p=176,https://natgeokorea.com/program.php?p=176,,,https://www.natgeokorea.com/assets/img/ar-left.png,natgeo_3_d895b5fda6.jpg,ok,20,36,293,https://www.natgeokorea.com/
2026-03-09,kolonsport,Kolon Sport,1,WEATHER MONSTER,https://www.kolonsport.com/WEATHERMONSTER,https://www.kolonsport.com/WEATHERMONSTER,,,https://images3.kolonmall.com/upload/content/e34f8f2b-52cb-4ac5-83a3-3bdbcd7d464b/WM_logo_3.svg,kolonsport_1_d26c2d5b4a.jpg,ok,0,0,6684,https://www.kolonsport.com/
2026-03-09,kolonmall,Kolon Mall,1,메인 배너,https://www.kolonmall.com/Special/252862,https://www.kolonmall.com/Special/252862,,,https://images3.kolonmall.com/upload/banner/78e46ade-9785-415b-a212-3d22b8774786/d47c0c19-ecf5-4023-85c2-df89a0cc45f1.jpg,kolonmall_1_36d651076f.jpg,ok,750,1000,76243,https://www.kolonmall.com/
2026-03-09,kolonmall,Kolon Mall,2,문턱을 넘어서 마주하는 순간,https://www.kolonmall.com/Special/252778,https://www.kolonmall.com/Special/252778,,,https://images3.kolonmall.com/upload/banner/433c0d0d-2188-4e7a-9a77-737c5a4dd368/4a3c0f7a-8f9c-418d-90fe-bcd9e8f10b4e.jpg,kolonmall_2_44331997b7.jpg,ok,750,1000,205055,https://www.kolonmall.com/
2026-03-09,kolonmall,Kolon Mall,3,럭키하게 찾아온 쇼핑 찬스,https://www.kolonmall.com/Special/252870,https://www.kolonmall.com/Special/252870,,,https://images3.kolonmall.com/upload/banner/2254de61-1b38-4e8b-956b-b02d88a223da/7a1d4bce-f05f-42a4-a517-f6c3c30391fc.jpg,kolonmall_3_ccd02cfc8b.jpg,ok,750,1000,112854,https://www.kolonmall.com/
2026-03-09,k2,K-Village,1,OUTDOOR,javascript:void(0),javascript:void(0),,,https://contents.k-village.co.kr/VSL_con/20260220/img/1771572720210.jpg/k2dims/optimize,k2_1_5d0c199e64.jpg,ok,750,820,179445,https://www.k-village.co.kr/
2026-03-09,montbell,Montbell,1,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1770970086,https://www.montbell.co.kr/shop/event.php?ev_id=1770970086,,,https://www.montbell.co.kr/data/apms/background/2603_1920x800_new_1.jpg,montbell_1_54e8acf2ad.jpg,ok,1100,458,95991,https://www.montbell.co.kr/
2026-03-09,montbell,Montbell,2,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1772169256,https://www.montbell.co.kr/shop/event.php?ev_id=1772169256,,,https://www.montbell.co.kr/data/apms/background/2603_1920x800_new_2.jpg,montbell_2_4cee8ccf87.jpg,ok,1100,458,77110,https://www.montbell.co.kr/
2026-03-09,montbell,Montbell,3,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1772761372,https://www.montbell.co.kr/shop/event.php?ev_id=1772761372,,,https://www.montbell.co.kr/data/apms/background/2603_1920x800_new_3.jpg,montbell_3_1fb4bd40e3.jpg,ok,1100,458,71274,https://www.montbell.co.kr/
2026-03-09,eider,Eider,1,걷는게 취미가 된다,https://www.k-village.co.kr/exhibitionDetail?spexhNo=2362,https://www.k-village.co.kr/exhibitionDetail?spexhNo=2362,,,https://static.eider.co.kr/2026/02/D4L7XC-%EC%A0%9C%EB%AA%A9%20%EC%97%86%EC%9D%8C.jpg?w=1440&q=80&f=webp,eider_1_c7550e8b76.jpg,ok,1100,1650,265037,https://www.eider.co.kr/
2026-03-09,eider,Eider,2,활동별 추천 1,https://www.eider.co.kr/activity/G1MPBV,https://www.eider.co.kr/activity/G1MPBV,,,https://static.eider.co.kr/89HD12-7.png?w=640&q=80&f=webp,eider_2_a53f18eb80.jpg,ok,640,1142,140699,https://www.eider.co.kr/
2026-03-09,millet,Millet,1,메인 배너,https://www.millet.co.kr/front/promo/event/268,https://www.millet.co.kr/front/promo/event/268,2026-02-19,2026-02-28,https://www.millet.co.kr/data/banner/Y9KnBC3L.urp4o84mmvqr.jpg,millet_1_8db676133d.jpg,ok,1100,451,78736,https://www.millet.co.kr/front/main
