date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes,img_signature,brand_resolved_url,extract_source,confidence_score,is_fallback,is_primary_hero,landing_title,landing_subtitle,landing_summary,landing_keywords,landing_category,landing_text_status
2026-04-03,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005001000000,https://www.patagonia.co.kr/shop/goodsList/001005001000000,,,https://patagonia.edge.naverncp.com/banner/kerley_layla_00447_cc_WEB-1200x628.jpg,patagonia_1_6c34d03fcb.jpg,ok,1100,575,125874,a187a08b19aff369,https://www.patagonia.co.kr/,patagonia_static_hero,0.94,0,1,칼레이도(Kaleido)를 소개합니다,Some stories to get you out there.,"파타고니아코리아 온라인 스토어, 환경과 사회에 대한 책임 기업",,,ok
2026-04-03,arcteryx,Arc'teryx,1,NEW FOR SPRING,https://arcteryx.co.kr/products/category/223,https://arcteryx.co.kr/products/category/223,,,https://public.arcteryx.co.kr/images/banner/pIUtvPC8XyBEeIRUX06UoM7CZUmez7ulCHJy9wEH.jpg,arcteryx_1_80033223b0.jpg,ok,1100,618,62314,69a3e0552e98eafc,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,아크테릭스코리아 : New Arrivals,전체보기,아크테릭스코리아 New Arrivals,,,ok
2026-04-03,arcteryx,Arc'teryx,2,Packs,https://arcteryx.co.kr/products/category/353,https://arcteryx.co.kr/products/category/353,,,https://public.arcteryx.co.kr/images/banner/gLfSMZSD8Y9fHZnoAuiffKO2pF4o3lUxMkmM69iX.jpg,arcteryx_4_501622247c.jpg,ok,1100,618,36273,73d3112fb7940e0e,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-04-03,arcteryx,Arc'teryx,3,VEILANCE,https://arcteryx.co.kr/products/category/145,https://arcteryx.co.kr/products/category/145,,,https://public.arcteryx.co.kr/images/banner/91zbspe3GADpq7d2iwFCDErIPrvBg2L3TjwB9pbg.jpg,arcteryx_5_6d16e6e00f.jpg,ok,1080,1080,105863,69a7468d9eef1151,https://arcteryx.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-04-03,salomon,Salomon,1,BREATH AND MOVE AEROTECT,https://salomon.co.kr/collections/26ss_app_hiking_aerotect-hybrid-jacket,https://salomon.co.kr/collections/26ss_app_hiking_aerotect-hybrid-jacket,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_02_ca3714ca-2f13-4d0c-91de-5187df6fff98_180x.jpg?v=1775008227,salomon_1_d92cfcab6a.jpg,ok,180,70,4229,cb5d43c409344c19,https://salomon.co.kr/,hero_slider_container,0.88,0,1,에어로텍트 하이브리드 자켓 – Salomon Korea,© 2026 Playing in the French Alps since 1947,"1947년 이래로 아웃도어 역사에 한 획을 그은 'NO. 1 아웃도어 브랜드' 살로몬. 하이킹, 트레일러닝, 로드러닝, 스포츠스타일까지 혁신을 통해 발전시켜온 기술력과 세대를 넘나드는 히스토리가 담긴 살로몬의 모든 상품을 새로운 공식 온라인스토어를 통해 만나보실 수 있습니다.","자켓, 신발",러닝,ok
2026-04-03,salomon,Salomon,2,신제품,https://salomon.co.kr/,https://salomon.co.kr/,,,https://salomon.co.kr/cdn/shop/files/2026-03-27T173822.188.png?v=1774600711,salomon_1_f5938003cc.jpg,ok,647,350,62455,e71c4f6f78ca9d5e,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-04-03,salomon,Salomon,3,LIGHT SIGNAL MODYSSEY AERO,https://salomon.co.kr/collections/26ss_app_modyssey-aero,https://salomon.co.kr/collections/26ss_app_modyssey-aero,,,https://salomon.co.kr/cdn/shop/files/PC_2880x1120_8_180x.jpg?v=1775020319,salomon_2_b96d560708.jpg,ok,180,70,5573,29d8298784b265e8,https://salomon.co.kr/,hero_slider_container,0.88,0,0,,,,,,skipped
2026-04-03,salomon,Salomon,4,메인 배너,,,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_02_ca3714ca-2f13-4d0c-91de-5187df6fff98_2450x.jpg?v=1775008227,salomon_3_4de303ed66.jpg,cached,1100,427,118192,51ebcd91a69661ac,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-04-03,salomon,Salomon,5,메인 배너,,,,,https://salomon.co.kr/cdn/shop/files/PC_2880x1120_8_1512x.jpg?v=1775020319,salomon_5_287fab6f2d.jpg,cached,1100,427,140310,6c4a86486fb5bbac,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
2026-04-03,salomon,Salomon,6,메인 배너,,,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_1_02_c0065027-af0d-46a4-9092-b48d223ad0a3_1512x.jpg?v=1775008406,salomon_7_be4ddb016e.jpg,cached,1100,427,97742,b63970cbbd58ff24,https://salomon.co.kr/,generic_fallback,0.55,1,0,,,,,,skipped
