order_date,member_grade_label,category,repeat_orders,repeat_buyers,quantity,revenue,repeat_rate
2024-11-20,FAMILY,여성,7,7,10,1301030,1.0
2024-11-20,FAMILY,미드/롱다운,2,1,2,559000,0.5
2024-11-20,FAMILY,자켓/ 베스트,3,3,3,145340,1.0
2024-11-20,FAMILY,볼캡,1,1,2,85000,1.0
2024-11-20,FAMILY,가방,1,1,1,63690,1.0
2024-11-20,GOLD,남성,2,2,3,437300,1.0
2024-11-20,SILVER,남성,2,2,2,234870,1.0
2024-11-20,SILVER,자켓/ 베스트,1,1,1,49860,1.0
2024-11-21,FAMILY,남성,39,39,50,4432290,1.0
2024-11-21,FAMILY,여성,8,8,9,905630,1.0
2024-11-21,FAMILY,자켓/ 베스트,3,3,3,221050,1.0
2024-11-21,FAMILY,라운드티,4,4,5,199680,1.0
2024-11-21,FAMILY,셋업,2,2,2,189920,1.0
2024-11-21,FAMILY,볼캡,3,3,3,109770,1.0
2024-11-21,FAMILY,맨투맨/후드티,1,1,1,65170,1.0
2024-11-21,FAMILY,버킷/부니,1,1,1,32500,1.0
2024-11-21,GOLD,남성,2,2,2,264650,1.0
2024-11-21,SILVER,남성,3,3,3,285890,1.0
2024-11-21,SILVER,폴로티/집업,1,1,1,71030,1.0
2024-11-21,TITANIUM,여성,1,1,1,209400,1.0
2024-11-21,TITANIUM,남성,1,1,1,79500,1.0
2024-11-22,FAMILY,남성,27,27,38,3084610,1.0
2024-11-22,FAMILY,여성,5,5,6,845060,1.0
2024-11-22,FAMILY,셋업,3,3,4,488460,1.0
2024-11-22,FAMILY,긴바지,2,2,2,183550,1.0
2024-11-22,FAMILY,등산화,1,1,1,132690,1.0
2024-11-22,FAMILY,UNKNOWN,1,1,1,89500,1.0
2024-11-22,FAMILY,볼캡,2,2,2,85740,1.0
2024-11-22,FAMILY,자켓/ 베스트,1,1,1,53000,1.0
2024-11-22,GOLD,남성,1,1,1,104170,1.0
2024-11-22,GOLD,폴로티/집업,1,1,1,76890,1.0
2024-11-22,SILVER,남성,3,3,5,511900,1.0
2024-11-22,SILVER,여성,1,1,1,193300,1.0
2024-11-23,FAMILY,남성,24,24,26,2214110,1.0
2024-11-23,FAMILY,여성,2,2,2,370800,1.0
2024-11-23,FAMILY,미드/롱다운,1,1,1,285600,1.0
2024-11-23,FAMILY,장갑,1,1,1,93000,1.0
2024-11-23,FAMILY,볼캡,1,1,1,45000,1.0
2024-11-23,SILVER,남성,1,1,1,30000,1.0
2024-11-24,FAMILY,남성,33,32,40,4656050,0.9696969696969697
2024-11-24,FAMILY,여성,2,2,2,466390,1.0
2024-11-24,FAMILY,셋업,2,2,5,352330,1.0
2024-11-24,FAMILY,미드/롱다운,1,1,1,324060,1.0
2024-11-24,FAMILY,볼캡,4,4,5,181500,1.0
2024-11-24,FAMILY,자켓/ 베스트,2,2,2,165270,1.0
2024-11-24,FAMILY,하이킹,1,1,1,114500,1.0
2024-11-24,FAMILY,등산화,1,1,1,104500,1.0
2024-11-24,FAMILY,맨투맨/후드티,1,1,1,79200,1.0
2024-11-24,SILVER,여성,1,1,1,171400,1.0
2024-11-24,SILVER,남성,1,1,2,126400,1.0
2024-11-25,FAMILY,남성,24,24,28,3358720,1.0
2024-11-25,FAMILY,여성,7,6,7,1230330,0.8571428571428571
2024-11-25,FAMILY,셋업,2,2,4,477800,1.0
2024-11-25,FAMILY,부츠,1,1,3,238500,1.0
2024-11-25,FAMILY,가방,1,1,1,83000,1.0
2024-11-25,FAMILY,하이킹,1,1,1,83000,1.0
2024-11-25,FAMILY,라운드티,1,1,1,39270,1.0
2024-11-25,GOLD,남성,1,1,1,70550,1.0
2024-11-25,SILVER,남성,4,4,5,665910,1.0
2024-11-25,TITANIUM,여성,1,1,1,402400,1.0
2024-11-25,TITANIUM,남성,1,1,2,158160,1.0
2024-11-25,TITANIUM,맨투맨/후드티,1,1,1,69440,1.0
2024-11-26,FAMILY,남성,31,31,44,2973150,1.0
2024-11-26,FAMILY,여성,8,8,9,1228775,1.0
2024-11-26,FAMILY,UNKNOWN,2,2,2,222600,1.0
2024-11-26,FAMILY,자켓/베스트,1,1,1,201100,1.0
2024-11-26,FAMILY,맨투맨/후드티,2,2,2,139980,1.0
2024-11-26,FAMILY,부츠,2,2,2,139000,1.0
2024-11-26,FAMILY,등산화,1,1,1,133770,1.0
2024-11-26,FAMILY,볼캡,2,2,2,81770,1.0
2024-11-26,FAMILY,라운드티,1,1,1,38660,1.0
2024-11-26,GOLD,패딩/슬림다운,1,1,1,119500,1.0
2024-11-26,GOLD,남성,1,1,1,70820,1.0
2024-11-26,SILVER,남성,3,3,3,171420,1.0
2024-11-27,FAMILY,남성,37,35,46,4240610,0.9459459459459459
2024-11-27,FAMILY,미드/롱다운,2,2,2,538810,1.0
2024-11-27,FAMILY,여성,4,4,4,491610,1.0
2024-11-27,FAMILY,맨투맨/후드티,1,1,2,158400,1.0
2024-11-27,FAMILY,하이킹,1,1,1,131410,1.0
2024-11-27,FAMILY,셋업,1,1,1,98340,1.0
2024-11-27,FAMILY,장갑,1,1,1,97120,1.0
2024-11-27,FAMILY,등산화,1,1,1,79500,1.0
2024-11-27,FAMILY,볼캡,2,2,2,75310,1.0
2024-11-27,GOLD,남성,1,1,1,138000,1.0
2024-11-27,SILVER,하이킹,1,1,1,137000,1.0
2024-11-27,SILVER,여성,1,1,1,89290,1.0
2024-11-27,SILVER,남성,1,1,1,71320,1.0
2024-11-27,TITANIUM,남성,1,1,1,33060,1.0
2024-11-28,FAMILY,남성,30,30,45,4605150,1.0
2024-11-28,FAMILY,미드/롱다운,5,5,5,1815520,1.0
2024-11-28,FAMILY,여성,6,6,7,909910,1.0
2024-11-28,FAMILY,자켓/베스트,1,1,1,134500,1.0
2024-11-28,FAMILY,셋업,1,1,1,109900,1.0
2024-11-28,FAMILY,캐주얼,1,1,1,66000,1.0
2024-11-28,FAMILY,폴로티/집업,1,1,1,49500,1.0
2024-11-28,FAMILY,라운드티,1,1,1,45300,1.0
2024-11-28,FAMILY,볼캡,1,1,1,38190,1.0
2024-11-28,FAMILY,자켓/ 베스트,1,1,1,33620,1.0
2024-11-28,GOLD,남성,1,1,1,138000,1.0
2024-11-28,SILVER,남성,6,6,7,1029160,1.0
2024-11-28,SILVER,셋업,2,2,2,270400,1.0
2024-11-28,SILVER,맨투맨/후드티,1,1,1,61510,1.0
2024-11-29,FAMILY,남성,19,19,24,2389150,1.0
2024-11-29,FAMILY,등산화,4,4,4,440190,1.0
2024-11-29,FAMILY,여성,3,3,3,357105,1.0
2024-11-29,FAMILY,미드/롱다운,1,1,1,279500,1.0
2024-11-29,FAMILY,UNKNOWN,1,1,1,108150,1.0
2024-11-29,FAMILY,셋업,1,1,1,89460,1.0
2024-11-29,FAMILY,폴로티/집업,1,1,1,68900,1.0
2024-11-29,FAMILY,자켓/베스트,1,1,1,64500,1.0
2024-11-29,FAMILY,가방,1,1,1,63955,1.0
2024-11-29,GOLD,남성,2,2,2,314000,1.0
2024-11-29,SILVER,등산화,1,1,1,149230,1.0
2024-11-30,FAMILY,남성,29,29,33,2976090,1.0
2024-11-30,FAMILY,볼캡,4,4,4,158420,1.0
2024-11-30,FAMILY,여성,3,3,3,126750,1.0
2024-11-30,FAMILY,등산화,1,1,1,107970,1.0
2024-11-30,FAMILY,바람막이,1,1,1,100005,1.0
2024-11-30,FAMILY,부츠,1,1,1,79500,1.0
2024-11-30,FAMILY,셋업,1,1,1,62100,1.0
2024-11-30,GOLD,남성,1,1,1,182350,1.0
2024-11-30,SILVER,여성,2,2,2,306190,1.0
2024-11-30,SILVER,남성,2,2,2,190630,1.0
2024-11-30,SILVER,패딩/슬림다운,1,1,1,115405,1.0
2024-11-30,SILVER,맨투맨/후드티,1,1,1,57240,1.0
2024-12-01,FAMILY,남성,120,118,156,9181815,0.9833333333333333
2024-12-01,FAMILY,여성,11,10,12,1145520,0.9090909090909091
2024-12-01,FAMILY,하이킹,4,4,4,401990,1.0
2024-12-01,FAMILY,셋업,4,4,4,354620,1.0
2024-12-01,FAMILY,가방,5,5,5,348480,1.0
2024-12-01,FAMILY,볼캡,5,5,5,183770,1.0
2024-12-01,FAMILY,라운드티,5,5,5,168890,1.0
2024-12-01,FAMILY,자켓/ 베스트,1,1,1,152860,1.0
2024-12-01,FAMILY,트레일러닝,1,1,1,75650,1.0
2024-12-01,FAMILY,부츠,1,1,1,69500,1.0
2024-12-01,FAMILY,UNKNOWN,1,1,1,51850,1.0
2024-12-01,GOLD,남성,1,1,1,131150,1.0
2024-12-01,SILVER,남성,11,10,13,1521860,0.9090909090909091
2024-12-01,TITANIUM,남성,3,2,4,545700,0.6666666666666666
2024-12-02,FAMILY,남성,43,42,52,5232749,0.9767441860465116
2024-12-02,FAMILY,여성,4,4,5,639620,1.0
2024-12-02,FAMILY,미드/롱다운,1,1,1,274500,1.0
2024-12-02,FAMILY,하이킹,2,2,2,257430,1.0
2024-12-02,FAMILY,셋업,3,3,4,241300,1.0
2024-12-02,FAMILY,UNKNOWN,2,2,2,165720,1.0
2024-12-02,FAMILY,맨투맨/후드티,2,2,2,138340,1.0
2024-12-02,FAMILY,긴바지,1,1,1,116570,1.0
2024-12-02,FAMILY,등산화,1,1,1,104500,1.0
2024-12-02,GOLD,남성,5,4,5,706780,0.8
2024-12-02,SILVER,남성,5,5,8,576530,1.0
2024-12-02,SILVER,UNKNOWN,1,1,1,124490,1.0
2024-12-02,SILVER,여성,1,1,1,59460,1.0
2024-12-02,TITANIUM,패딩/슬림다운,1,1,1,160150,1.0
2024-12-03,FAMILY,남성,20,20,29,2401790,1.0
2024-12-03,FAMILY,미드/롱다운,1,1,1,447200,1.0
2024-12-03,FAMILY,여성,4,4,4,366890,1.0
2024-12-03,FAMILY,긴바지,1,1,1,125300,1.0
2024-12-03,FAMILY,부츠,1,1,1,97300,1.0
2024-12-03,FAMILY,가방,1,1,1,80630,1.0
2024-12-03,FAMILY,볼캡,1,1,1,60000,1.0
2024-12-03,FAMILY,셋업,1,1,1,49640,1.0
2024-12-03,FAMILY,자켓/베스트,1,1,1,44500,1.0
2024-12-03,FAMILY,라운드티,1,1,1,38490,1.0
2024-12-03,GOLD,남성,1,1,2,177470,1.0
2024-12-03,SILVER,남성,2,2,3,251540,1.0
2024-12-03,SILVER,폴로티/집업,1,1,1,69300,1.0
2024-12-03,SILVER,맨투맨/후드티,1,1,1,65550,1.0
2024-12-03,SILVER,볼캡,1,1,1,45150,1.0
2024-12-03,TITANIUM,셋업,1,1,1,99300,1.0
2024-12-04,FAMILY,남성,25,25,34,2298120,1.0
2024-12-04,FAMILY,셋업,1,1,2,189000,1.0
2024-12-04,FAMILY,여성,2,2,2,155650,1.0
2024-12-04,FAMILY,하이킹,1,1,1,137000,1.0
2024-12-04,FAMILY,부츠,1,1,1,111300,1.0
2024-12-04,FAMILY,등산화,1,1,1,84500,1.0
2024-12-04,FAMILY,볼캡,1,1,1,60000,1.0
2024-12-04,FAMILY,자켓/ 베스트,1,1,1,53000,1.0
2024-12-04,GOLD,남성,2,1,3,396900,0.5
2024-12-04,SILVER,남성,2,2,3,216560,1.0
2024-12-05,FAMILY,남성,11,11,15,1290480,1.0
2024-12-05,FAMILY,미드/롱다운,4,3,4,1103000,0.75
2024-12-05,FAMILY,UNKNOWN,1,1,1,125300,1.0
2024-12-05,FAMILY,여성,2,2,2,108100,1.0
2024-12-05,FAMILY,셋업,1,1,1,98040,1.0
2024-12-05,FAMILY,폴로티/집업,1,1,1,64300,1.0
2024-12-05,FAMILY,볼캡,1,1,1,51510,1.0
2024-12-05,FAMILY,자켓/베스트,1,1,1,33870,1.0
2024-12-05,FAMILY,라운드티,1,1,1,24520,1.0
2024-12-05,GOLD,남성,2,1,2,180700,0.5
2024-12-05,SILVER,남성,1,1,1,63200,1.0
2024-12-05,SILVER,셋업,1,1,1,31500,1.0
2024-12-06,FAMILY,남성,40,39,47,5260760,0.975
2024-12-06,FAMILY,부츠,5,5,5,1339100,1.0
2024-12-06,FAMILY,가방,1,1,4,332000,1.0
2024-12-06,FAMILY,긴바지,1,1,1,161000,1.0
2024-12-06,FAMILY,여성,3,3,3,142200,1.0
2024-12-06,FAMILY,셋업,2,2,2,81080,1.0
2024-12-06,FAMILY,볼캡,1,1,1,57340,1.0
2024-12-06,FAMILY,자켓/ 베스트,1,1,1,48550,1.0
2024-12-06,FAMILY,액세서리,1,1,1,9310,1.0
2024-12-06,GOLD,남성,3,3,3,277700,1.0
2024-12-06,SILVER,남성,8,6,10,1500590,0.75
2024-12-06,SILVER,셋업,1,1,1,103170,1.0
2024-12-06,SILVER,여성,1,1,1,54740,1.0
2024-12-07,FAMILY,남성,12,12,14,1441790,1.0
2024-12-07,FAMILY,긴바지,2,2,2,236720,1.0
2024-12-07,FAMILY,여성,2,2,2,99570,1.0
2024-12-07,FAMILY,폴로티/집업,1,1,1,69300,1.0
2024-12-07,SILVER,부츠,1,1,1,269000,1.0
2024-12-07,SILVER,남성,1,1,1,59000,1.0
2024-12-08,FAMILY,남성,28,25,36,3426060,0.8928571428571429
2024-12-08,FAMILY,UNKNOWN,2,2,2,489450,1.0
2024-12-08,FAMILY,미드/롱다운,1,1,1,384300,1.0
2024-12-08,FAMILY,자켓/ 베스트,1,1,4,212000,1.0
2024-12-08,FAMILY,긴바지,1,1,1,159110,1.0
2024-12-08,FAMILY,패딩/슬림다운,1,1,1,157180,1.0
2024-12-08,FAMILY,부츠,1,1,1,97310,1.0
2024-12-08,FAMILY,폴로티/집업,1,1,1,69300,1.0
2024-12-08,FAMILY,액세서리,2,2,2,19170,1.0
2024-12-08,FAMILY,여성,1,1,1,8960,1.0
2024-12-08,GOLD,남성,5,1,5,591500,0.2
2024-12-08,SILVER,남성,5,5,8,439090,1.0
2024-12-08,SILVER,여성,2,2,4,183640,1.0
2024-12-08,SILVER,자켓/베스트,1,1,1,99000,1.0
2024-12-08,SILVER,맨투맨/후드티,1,1,1,55670,1.0
2024-12-08,SILVER,액세서리,1,1,1,11000,1.0
2024-12-08,TITANIUM,UNKNOWN,1,1,2,240930,1.0
2024-12-08,TITANIUM,남성,1,1,2,228330,1.0
2024-12-08,TITANIUM,가방,1,1,1,79790,1.0
2024-12-08,TITANIUM,폴로티/집업,1,1,1,66620,1.0
2024-12-09,FAMILY,남성,25,25,32,2645360,1.0
2024-12-09,FAMILY,여성,2,2,2,340700,1.0
2024-12-09,FAMILY,셋업,3,3,3,247580,1.0
2024-12-09,FAMILY,긴바지,1,1,1,156000,1.0
2024-12-09,FAMILY,하이킹,1,1,1,137000,1.0
2024-12-09,FAMILY,부츠,1,1,1,111300,1.0
2024-12-09,FAMILY,UNKNOWN,1,1,1,89500,1.0
2024-12-09,FAMILY,폴로티/집업,1,1,1,64620,1.0
2024-12-09,FAMILY,볼캡,1,1,1,56720,1.0
2024-12-09,FAMILY,액세서리,1,1,1,11000,1.0
2024-12-09,GOLD,남성,1,1,1,132300,1.0
2024-12-09,SILVER,남성,2,2,2,339800,1.0
2024-12-09,TITANIUM,남성,1,1,1,111510,1.0
2024-12-10,FAMILY,남성,24,18,34,2719030,0.75
2024-12-10,FAMILY,여성,4,4,6,334270,1.0
2024-12-10,FAMILY,긴바지,1,1,1,89500,1.0
2024-12-10,FAMILY,폴로티/집업,1,1,1,66810,1.0
2024-12-10,FAMILY,액세서리,2,2,5,51830,1.0
2024-12-10,FAMILY,자켓/ 베스트,1,1,1,44500,1.0
2024-12-10,FAMILY,볼캡,1,1,1,37500,1.0
2024-12-10,FAMILY,셋업,1,1,1,34500,1.0
2024-12-10,GOLD,미드/롱다운,1,1,1,279500,1.0
2024-12-10,GOLD,남성,1,1,1,125300,1.0
2024-12-10,SILVER,미드/롱다운,1,1,1,279500,1.0
2024-12-10,SILVER,남성,3,2,3,194710,0.6666666666666666
2024-12-10,SILVER,폴로티/집업,1,1,1,60530,1.0
2024-12-10,TITANIUM,남성,1,1,2,31000,1.0
2024-12-11,FAMILY,남성,23,23,27,2234700,1.0
2024-12-11,FAMILY,미드/롱다운,1,1,1,447200,1.0
2024-12-11,FAMILY,여성,3,3,5,427560,1.0
2024-12-11,FAMILY,하이킹,1,1,2,264000,1.0
2024-12-11,FAMILY,등산화,1,1,1,131000,1.0
2024-12-11,FAMILY,맨투맨/후드티,1,1,1,65450,1.0
2024-12-11,GOLD,남성,2,2,2,177840,1.0
2024-12-11,SILVER,여성,1,1,1,346460,1.0
2024-12-11,SILVER,남성,2,2,8,270770,1.0
2024-12-11,SILVER,긴바지,1,1,1,151000,1.0
2024-12-11,TITANIUM,남성,1,1,1,44000,1.0
2024-12-12,FAMILY,남성,24,23,31,2214600,0.9583333333333334
2024-12-12,FAMILY,셋업,3,3,5,312500,1.0
2024-12-12,FAMILY,미드/롱다운,1,1,1,274500,1.0
2024-12-12,FAMILY,긴바지,1,1,1,89500,1.0
2024-12-12,FAMILY,볼캡,2,2,2,73100,1.0
2024-12-12,FAMILY,폴로티/집업,1,1,1,49500,1.0
2024-12-12,FAMILY,여성,2,2,2,48330,1.0
2024-12-12,GOLD,남성,1,1,1,94470,1.0
2024-12-12,SILVER,셋업,2,2,2,160090,1.0
2024-12-12,SILVER,남성,1,1,1,52000,1.0
2024-12-12,SILVER,여성,1,1,1,47760,1.0
2024-12-13,FAMILY,남성,20,20,22,1773270,1.0
2024-12-13,FAMILY,셋업,2,2,2,210380,1.0
2024-12-13,FAMILY,폴로티/집업,1,1,1,60000,1.0
2024-12-13,FAMILY,자켓/베스트,1,1,1,54300,1.0
2024-12-13,FAMILY,여성,1,1,1,50450,1.0
2024-12-13,FAMILY,라운드티,1,1,1,49120,1.0
2024-12-13,FAMILY,UNKNOWN,1,1,1,43200,1.0
2024-12-13,FAMILY,액세서리,1,1,4,22000,1.0
2024-12-13,GOLD,남성,5,3,7,729040,0.6
2024-12-13,SILVER,남성,1,1,1,121180,1.0
2024-12-14,FAMILY,남성,15,15,22,1491740,1.0
2024-12-14,FAMILY,하이킹,1,1,1,132000,1.0
2024-12-14,FAMILY,부츠,1,1,1,111300,1.0
2024-12-14,FAMILY,셋업,1,1,1,104300,1.0
2024-12-14,FAMILY,캐주얼,1,1,1,69790,1.0
2024-12-14,FAMILY,자켓/베스트,1,1,1,62300,1.0
2024-12-14,FAMILY,여성,1,1,1,58200,1.0
2024-12-14,FAMILY,액세서리,1,1,1,10810,1.0
2024-12-14,GOLD,남성,2,2,3,322040,1.0
2024-12-14,SILVER,남성,1,1,1,26270,1.0
2024-12-14,SILVER,액세서리,1,1,2,20290,1.0
2024-12-14,SILVER,여성,1,1,1,10140,1.0
2024-12-15,FAMILY,남성,18,18,30,3151810,1.0
2024-12-15,FAMILY,여성,6,6,6,567410,1.0
2024-12-15,FAMILY,셋업,3,3,4,316420,1.0
2024-12-15,FAMILY,등산화,1,1,1,189000,1.0
2024-12-15,FAMILY,미드/롱다운,1,1,1,164500,1.0
2024-12-15,FAMILY,긴바지,1,1,1,89500,1.0
2024-12-15,FAMILY,가방,1,1,1,80060,1.0
2024-12-15,FAMILY,폴로티/집업,1,1,1,49500,1.0
2024-12-15,SILVER,남성,1,1,1,90300,1.0
2024-12-15,TITANIUM,남성,1,1,2,208500,1.0
2024-12-16,FAMILY,남성,29,29,37,2872510,1.0
2024-12-16,FAMILY,미드/롱다운,2,2,2,559000,1.0
2024-12-16,FAMILY,셋업,4,4,4,414300,1.0
2024-12-16,FAMILY,자켓/베스트,1,1,1,109000,1.0
2024-12-16,FAMILY,폴로티/집업,1,1,1,63080,1.0
2024-12-16,SILVER,남성,2,2,2,131680,1.0
2024-12-16,SILVER,부츠,1,1,1,106220,1.0
2024-12-16,TITANIUM,셋업,1,1,1,43160,1.0
2024-12-17,FAMILY,남성,18,17,30,1951190,0.9444444444444444
2024-12-17,FAMILY,미드/롱다운,1,1,4,658000,1.0
2024-12-17,FAMILY,여성,1,1,1,109500,1.0
2024-12-17,FAMILY,자켓/ 베스트,1,1,2,106000,1.0
2024-12-17,FAMILY,폴로티/집업,1,1,1,69300,1.0
2024-12-17,FAMILY,액세서리,1,1,3,32000,1.0
2024-12-17,GOLD,남성,1,1,1,117580,1.0
2024-12-17,SILVER,볼캡,1,1,1,60000,1.0
2024-12-18,FAMILY,남성,12,12,16,1646760,1.0
2024-12-18,FAMILY,미드/롱다운,1,1,1,384300,1.0
2024-12-18,FAMILY,여성,3,3,3,347450,1.0
2024-12-18,FAMILY,하이킹,1,1,1,137000,1.0
2024-12-18,FAMILY,셋업,1,1,1,116160,1.0
2024-12-18,FAMILY,부츠,1,1,1,72700,1.0
2024-12-18,FAMILY,폴로티/집업,1,1,1,67020,1.0
2024-12-18,FAMILY,액세서리,1,1,6,64860,1.0
2024-12-18,GOLD,남성,2,2,2,406800,1.0
2024-12-18,SILVER,남성,5,4,7,490470,0.8
2024-12-18,TITANIUM,남성,1,1,1,50300,1.0
2024-12-19,FAMILY,남성,26,26,34,2209930,1.0
2024-12-19,FAMILY,미드/롱다운,3,3,3,872550,1.0
2024-12-19,FAMILY,여성,5,5,5,515800,1.0
2024-12-19,FAMILY,UNKNOWN,1,1,1,445650,1.0
2024-12-19,FAMILY,패딩/슬림다운,2,2,2,334600,1.0
2024-12-19,FAMILY,장갑,1,1,1,49000,1.0
2024-12-19,FAMILY,액세서리,2,2,2,13000,1.0
2024-12-19,GOLD,남성,4,4,5,316600,1.0
2024-12-19,GOLD,패딩/슬림다운,1,1,1,167300,1.0
2024-12-19,GOLD,폴로티/집업,1,1,1,69300,1.0
2024-12-19,GOLD,폴로/집업티,1,1,1,62300,1.0
2024-12-19,GOLD,장갑,1,1,1,24500,1.0
2024-12-19,GOLD,액세서리,1,1,1,7500,1.0
2024-12-19,SILVER,남성,1,1,1,279500,1.0
2024-12-19,SILVER,UNKNOWN,1,1,1,33200,1.0
2024-12-19,TITANIUM,셋업,1,1,1,99300,1.0
2024-12-20,FAMILY,남성,16,15,25,1489270,0.9375
2024-12-20,FAMILY,여성,2,2,2,239980,1.0
2024-12-20,FAMILY,셋업,1,1,1,100720,1.0
2024-12-20,FAMILY,부츠,1,1,1,96800,1.0
2024-12-20,FAMILY,등산화,1,1,1,94500,1.0
2024-12-20,FAMILY,UNKNOWN,1,1,1,89500,1.0
2024-12-20,FAMILY,가방,1,1,1,81050,1.0
2024-12-20,FAMILY,액세서리,1,1,1,5500,1.0
2024-12-20,GOLD,남성,2,2,2,334790,1.0
2024-12-21,FAMILY,남성,16,14,30,1903020,0.875
2024-12-21,FAMILY,여성,3,3,3,389300,1.0
2024-12-21,FAMILY,등산화,2,2,2,220370,1.0
2024-12-21,FAMILY,셋업,2,2,2,178300,1.0
2024-12-21,SILVER,남성,1,1,1,139300,1.0
2024-12-22,FAMILY,남성,12,12,12,1051800,1.0
2024-12-22,FAMILY,여성,5,5,5,773610,1.0
2024-12-22,FAMILY,미드/롱다운,1,1,1,274500,1.0
2024-12-22,FAMILY,폴로티/집업,2,2,2,134600,1.0
2024-12-22,FAMILY,볼캡,1,1,1,59000,1.0
2024-12-22,FAMILY,셋업,1,1,1,49020,1.0
2024-12-22,FAMILY,자켓/ 베스트,1,1,1,27790,1.0
2024-12-22,FAMILY,액세서리,1,1,1,11000,1.0
2024-12-22,GOLD,남성,1,1,1,139300,1.0
2024-12-22,SILVER,미드/롱다운,1,1,1,318110,1.0
2024-12-22,SILVER,인터체인지 (3 in 1),1,1,1,258300,1.0
2024-12-22,SILVER,남성,1,1,1,40000,1.0
2024-12-23,FAMILY,남성,16,15,20,1814890,0.9375
2024-12-23,FAMILY,여성,2,2,2,417080,1.0
2024-12-23,FAMILY,부츠,3,2,3,218500,0.6666666666666666
2024-12-23,FAMILY,셋업,1,1,1,130840,1.0
2024-12-23,FAMILY,긴바지,1,1,1,123520,1.0
2024-12-23,FAMILY,볼캡,2,2,2,75000,1.0
2024-12-23,SILVER,남성,2,2,2,191980,1.0
2024-12-23,SILVER,여성,1,1,1,39500,1.0
2024-12-24,FAMILY,남성,25,23,34,2228120,0.92
2024-12-24,FAMILY,미드/롱다운,2,2,2,559000,1.0
2024-12-24,FAMILY,액세서리,2,2,4,30810,1.0
2024-12-24,SILVER,여성,1,1,1,233730,1.0
2024-12-24,SILVER,남성,1,1,3,41950,1.0
2024-12-25,FAMILY,남성,28,28,34,2763080,1.0
2024-12-25,FAMILY,폴로티/집업,3,3,3,202790,1.0
2024-12-25,FAMILY,셋업,2,2,2,201900,1.0
2024-12-25,FAMILY,여성,5,5,5,144270,1.0
2024-12-25,FAMILY,패딩/슬림다운,1,1,1,119500,1.0
2024-12-25,FAMILY,부츠,1,1,1,76570,1.0
2024-12-25,FAMILY,가방,1,1,1,72940,1.0
2024-12-25,FAMILY,자켓/ 베스트,1,1,1,50270,1.0
2024-12-25,FAMILY,UNKNOWN,1,1,1,38200,1.0
2024-12-25,FAMILY,액세서리,3,3,4,34470,1.0
2024-12-25,FAMILY,장갑,1,1,1,22170,1.0
2024-12-25,SILVER,남성,4,4,9,187500,1.0
2024-12-25,SILVER,UNKNOWN,1,1,1,125300,1.0
2024-12-25,SILVER,여성,1,1,1,80330,1.0
2024-12-26,FAMILY,남성,25,25,40,1511650,1.0
2024-12-26,FAMILY,하이킹,1,1,1,137000,1.0
2024-12-26,FAMILY,장갑,2,2,2,93460,1.0
2024-12-26,FAMILY,액세서리,5,5,8,71780,1.0
2024-12-26,FAMILY,라운드티,2,2,2,67050,1.0
2024-12-26,FAMILY,폴로티/집업,1,1,1,49810,1.0
2024-12-26,FAMILY,자켓/ 베스트,1,1,1,36240,1.0
2024-12-26,FAMILY,여성,2,2,2,21210,1.0
2024-12-26,SILVER,남성,2,2,2,221440,1.0
2024-12-26,TITANIUM,남성,2,2,3,204250,1.0
2024-12-27,FAMILY,남성,18,17,20,1058580,0.9444444444444444
2024-12-27,FAMILY,폴로티/집업,4,4,4,202060,1.0
2024-12-27,FAMILY,여성,3,3,3,153230,1.0
2024-12-27,FAMILY,볼캡,3,3,3,125670,1.0
2024-12-27,FAMILY,긴바지,1,1,1,109300,1.0
2024-12-27,FAMILY,부츠,1,1,1,79500,1.0
2024-12-27,GOLD,남성,1,1,1,104300,1.0
2024-12-27,SILVER,남성,3,3,3,196820,1.0
2024-12-27,SILVER,긴바지,1,1,1,79000,1.0
2024-12-28,FAMILY,남성,12,12,19,757780,1.0
2024-12-28,FAMILY,등산화,1,1,1,112890,1.0
2024-12-28,FAMILY,맨투맨/후드티,1,1,1,55590,1.0
2024-12-28,SILVER,남성,2,2,2,241530,1.0
2024-12-28,TITANIUM,남성,1,1,1,120940,1.0
2024-12-29,FAMILY,남성,19,19,23,1755720,1.0
2024-12-29,FAMILY,미드/롱다운,1,1,1,380730,1.0
2024-12-29,FAMILY,가방,3,3,3,162260,1.0
2024-12-29,FAMILY,하이킹,1,1,1,137000,1.0
2024-12-29,FAMILY,폴로티/집업,2,2,2,128070,1.0
2024-12-29,FAMILY,긴바지,1,1,1,124140,1.0
2024-12-29,FAMILY,UNKNOWN,1,1,1,34510,1.0
2024-12-29,FAMILY,액세서리,1,1,2,16050,1.0
2024-12-29,GOLD,남성,2,2,2,209720,1.0
2024-12-29,SILVER,남성,2,2,2,118480,1.0
2024-12-30,FAMILY,남성,25,24,29,2807140,0.96
2024-12-30,FAMILY,여성,4,4,4,700860,1.0
2024-12-30,FAMILY,미드/롱다운,2,2,2,554000,1.0
2024-12-30,FAMILY,등산화,2,2,4,511260,1.0
2024-12-30,FAMILY,셋업,3,3,3,172890,1.0
2024-12-30,FAMILY,가방,1,1,1,74680,1.0
2024-12-30,FAMILY,폴로티/집업,1,1,1,37500,1.0
2024-12-30,FAMILY,액세서리,2,2,2,14250,1.0
2024-12-30,SILVER,남성,3,3,3,297140,1.0
