order_date,member_grade_label,category,repeat_orders,repeat_buyers,quantity,revenue,repeat_rate
2025-05-20,FAMILY,등산화,1,1,1,90300,1.0
2025-05-20,FAMILY,라운드티,1,1,1,24840,1.0
2025-05-20,GOLD,남성,1,1,3,58500,1.0
2025-05-20,SILVER,남성,3,3,14,496460,1.0
2025-05-20,SILVER,상의,1,1,1,59000,1.0
2025-05-20,TITANIUM,남성,1,1,1,47650,1.0
2025-05-21,FAMILY,바람막이,2,1,20,2703000,0.5
2025-05-21,FAMILY,남성,28,25,39,1833360,0.8928571428571429
2025-05-21,FAMILY,여성,6,6,7,413160,1.0
2025-05-21,FAMILY,스니커즈,4,4,5,338560,1.0
2025-05-21,FAMILY,반바지,3,3,4,127460,1.0
2025-05-21,FAMILY,라운드티,3,3,3,114240,1.0
2025-05-21,FAMILY,폴로티/집업,1,1,1,93620,1.0
2025-05-21,FAMILY,셋업,1,1,1,81090,1.0
2025-05-21,SILVER,남성,3,3,4,586140,1.0
2025-05-22,FAMILY,남성,16,16,27,1359160,1.0
2025-05-22,FAMILY,긴바지,5,5,6,491530,1.0
2025-05-22,FAMILY,여성,3,3,3,269540,1.0
2025-05-22,FAMILY,라운드티,5,5,6,179440,1.0
2025-05-22,FAMILY,반바지,5,5,5,167230,1.0
2025-05-22,FAMILY,셋업,1,1,1,83000,1.0
2025-05-22,FAMILY,스니커즈,1,1,1,69000,1.0
2025-05-22,FAMILY,맨투맨/후드티,1,1,1,52440,1.0
2025-05-22,SILVER,남성,1,1,4,416000,1.0
2025-05-22,SILVER,라운드티,1,1,1,19450,1.0
2025-05-23,FAMILY,남성,12,12,14,795280,1.0
2025-05-23,FAMILY,여성,4,4,5,519540,1.0
2025-05-23,FAMILY,등산화,2,2,2,253740,1.0
2025-05-23,FAMILY,긴바지,2,2,2,96890,1.0
2025-05-23,FAMILY,UNKNOWN,1,1,1,38000,1.0
2025-05-23,FAMILY,라운드티,1,1,1,32290,1.0
2025-05-23,GOLD,남성,2,2,2,113990,1.0
2025-05-23,SILVER,남성,4,4,7,333370,1.0
2025-05-24,FAMILY,남성,13,13,15,1029790,1.0
2025-05-24,FAMILY,스니커즈,6,6,6,269770,1.0
2025-05-24,FAMILY,상의,1,1,2,118000,1.0
2025-05-24,FAMILY,바람막이,1,1,1,100000,1.0
2025-05-24,FAMILY,긴바지,1,1,1,98100,1.0
2025-05-24,FAMILY,여성,1,1,1,58220,1.0
2025-05-24,FAMILY,셔츠,1,1,1,50430,1.0
2025-05-24,FAMILY,반바지,1,1,1,44720,1.0
2025-05-24,FAMILY,UNKNOWN,1,1,1,41000,1.0
2025-05-24,GOLD,남성,1,1,1,149000,1.0
2025-05-24,SILVER,남성,2,2,4,153550,1.0
2025-05-24,SILVER,여성,1,1,1,94750,1.0
2025-05-24,SILVER,폴로티/집업,1,1,2,89960,1.0
2025-05-24,SILVER,긴바지,1,1,1,65490,1.0
2025-05-25,FAMILY,남성,6,6,12,710310,1.0
2025-05-25,FAMILY,스니커즈,3,3,3,139510,1.0
2025-05-25,FAMILY,반바지,1,1,2,74560,1.0
2025-05-25,GOLD,남성,1,1,2,106320,1.0
2025-05-26,FAMILY,남성,25,25,40,2211120,1.0
2025-05-26,FAMILY,스니커즈,5,4,5,237800,0.8
2025-05-26,FAMILY,여성,2,2,2,123200,1.0
2025-05-26,FAMILY,트레일러닝,1,1,1,107000,1.0
2025-05-26,GOLD,긴바지,1,1,2,130000,1.0
2025-05-26,SILVER,남성,1,1,2,104120,1.0
2025-05-27,FAMILY,남성,15,14,17,1045300,0.9333333333333333
2025-05-27,FAMILY,등산화,2,2,2,273860,1.0
2025-05-27,FAMILY,여성,4,4,5,255900,1.0
2025-05-27,FAMILY,UNKNOWN,1,1,1,99950,1.0
2025-05-27,FAMILY,스니커즈,2,2,2,97020,1.0
2025-05-27,FAMILY,셋업,1,1,2,69000,1.0
2025-05-27,FAMILY,긴바지,1,1,1,65000,1.0
2025-05-27,FAMILY,카고/조거,1,1,1,46560,1.0
2025-05-27,FAMILY,반바지,1,1,1,28420,1.0
2025-05-27,SILVER,남성,3,3,6,305670,1.0
2025-05-27,SILVER,여성,1,1,1,83540,1.0
2025-05-27,SILVER,긴바지,1,1,1,48080,1.0
2025-05-27,SILVER,라운드티,1,1,1,27460,1.0
2025-05-28,FAMILY,남성,25,25,30,1947980,1.0
2025-05-28,FAMILY,스니커즈,5,5,5,228720,1.0
2025-05-28,FAMILY,여성,3,3,4,211770,1.0
2025-05-28,FAMILY,바람막이,1,1,1,99940,1.0
2025-05-28,FAMILY,반바지,2,2,2,62390,1.0
2025-05-28,FAMILY,라운드티,1,1,1,20610,1.0
2025-05-28,GOLD,남성,1,1,4,130000,1.0
2025-05-28,SILVER,남성,1,1,2,44800,1.0
2025-05-28,SILVER,긴바지,1,1,1,41000,1.0
2025-05-28,SILVER,라운드티,1,1,1,29000,1.0
2025-05-29,FAMILY,남성,33,32,45,3025070,0.9696969696969697
2025-05-29,FAMILY,스니커즈,4,4,5,239610,1.0
2025-05-29,FAMILY,여성,3,3,4,207770,1.0
2025-05-29,FAMILY,라운드티,3,3,5,139310,1.0
2025-05-29,FAMILY,긴바지,2,2,2,112640,1.0
2025-05-29,FAMILY,바람막이,1,1,1,84880,1.0
2025-05-29,FAMILY,상의,1,1,1,56100,1.0
2025-05-29,GOLD,남성,1,1,1,24500,1.0
2025-05-29,SILVER,남성,3,3,3,191420,1.0
2025-05-30,FAMILY,남성,15,14,15,744250,0.9333333333333333
2025-05-30,FAMILY,여성,5,5,5,380510,1.0
2025-05-30,FAMILY,긴바지,2,2,2,147200,1.0
2025-05-30,FAMILY,스니커즈,2,2,3,142300,1.0
2025-05-30,FAMILY,라운드티,1,1,1,54860,1.0
2025-05-30,SILVER,남성,1,1,1,45000,1.0
2025-05-31,FAMILY,남성,17,17,18,984690,1.0
2025-05-31,FAMILY,스니커즈,6,6,7,323530,1.0
2025-05-31,FAMILY,여성,2,2,2,197810,1.0
2025-05-31,FAMILY,등산화,1,1,1,162610,1.0
2025-05-31,FAMILY,셋업,1,1,1,72000,1.0
2025-05-31,FAMILY,긴바지,1,1,1,65000,1.0
2025-05-31,SILVER,남성,3,3,5,191650,1.0
2025-05-31,SILVER,여성,1,1,2,147550,1.0
2025-06-01,FAMILY,남성,26,26,33,1387950,1.0
2025-06-01,FAMILY,여성,5,5,6,217610,1.0
2025-06-01,FAMILY,스니커즈,3,3,3,137510,1.0
2025-06-01,FAMILY,하이킹,1,1,1,137000,1.0
2025-06-01,FAMILY,셋업,2,2,2,113000,1.0
2025-06-01,FAMILY,긴바지,1,1,1,57640,1.0
2025-06-01,FAMILY,상의,1,1,1,29500,1.0
2025-06-01,GOLD,남성,1,1,4,416000,1.0
2025-06-01,SILVER,여성,1,1,2,106760,1.0
2025-06-01,SILVER,남성,1,1,1,96310,1.0
2025-06-01,SILVER,라운드티,1,1,1,28230,1.0
2025-06-02,FAMILY,남성,18,17,26,1783150,0.9444444444444444
2025-06-02,FAMILY,여성,6,6,9,668030,1.0
2025-06-02,FAMILY,등산화,1,1,2,180600,1.0
2025-06-02,FAMILY,스니커즈,3,3,3,138040,1.0
2025-06-02,FAMILY,긴바지,2,2,2,105000,1.0
2025-06-02,FAMILY,UNKNOWN,1,1,1,101410,1.0
2025-06-02,FAMILY,라운드티,1,1,1,34070,1.0
2025-06-02,GOLD,스니커즈,1,1,2,98000,1.0
2025-06-02,GOLD,남성,1,1,1,59000,1.0
2025-06-02,SILVER,남성,1,1,1,59000,1.0
2025-06-03,FAMILY,남성,11,11,12,766860,1.0
2025-06-03,FAMILY,하이킹,1,1,1,90340,1.0
2025-06-03,FAMILY,등산화,1,1,1,72270,1.0
2025-06-03,FAMILY,라운드티,2,2,2,67300,1.0
2025-06-03,FAMILY,스니커즈,1,1,1,45480,1.0
2025-06-03,FAMILY,여성,1,1,1,28740,1.0
2025-06-03,GOLD,남성,2,2,3,173000,1.0
2025-06-03,GOLD,여성,1,1,1,34500,1.0
2025-06-03,SILVER,남성,2,2,3,268150,1.0
2025-06-04,FAMILY,남성,9,9,10,823390,1.0
2025-06-04,FAMILY,스니커즈,3,3,3,139380,1.0
2025-06-04,FAMILY,여성,2,2,3,102270,1.0
2025-06-04,FAMILY,등산화,1,1,1,89250,1.0
2025-06-04,FAMILY,셋업,1,1,1,57540,1.0
2025-06-04,FAMILY,상의,1,1,1,55900,1.0
2025-06-04,FAMILY,라운드티,1,1,1,41000,1.0
2025-06-04,SILVER,남성,1,1,1,75450,1.0
2025-06-04,SILVER,스니커즈,1,1,1,47600,1.0
2025-06-05,FAMILY,남성,7,7,11,683100,1.0
2025-06-05,FAMILY,긴바지,2,2,4,253190,1.0
2025-06-05,FAMILY,스니커즈,3,3,4,188640,1.0
2025-06-05,FAMILY,여성,2,2,2,153500,1.0
2025-06-05,FAMILY,라운드티,2,2,3,87000,1.0
2025-06-05,FAMILY,상의,1,1,1,54340,1.0
2025-06-05,SILVER,남성,1,1,1,52550,1.0
2025-06-06,FAMILY,남성,16,16,23,965780,1.0
2025-06-06,FAMILY,여성,1,1,1,92690,1.0
2025-06-06,FAMILY,셋업,1,1,1,83300,1.0
2025-06-06,FAMILY,상의,1,1,1,59000,1.0
2025-06-06,FAMILY,스니커즈,1,1,1,44000,1.0
2025-06-06,FAMILY,액세서리,1,1,1,8400,1.0
2025-06-06,GOLD,UNKNOWN,1,1,1,84500,1.0
2025-06-07,FAMILY,남성,17,17,23,1129690,1.0
2025-06-07,FAMILY,여성,6,6,8,586110,1.0
2025-06-07,FAMILY,등산화,1,1,1,94500,1.0
2025-06-07,FAMILY,바람막이,1,1,1,92950,1.0
2025-06-07,FAMILY,스니커즈,1,1,1,49000,1.0
2025-06-07,FAMILY,반바지,1,1,1,44500,1.0
2025-06-07,SILVER,남성,1,1,2,72730,1.0
2025-06-08,FAMILY,남성,41,40,58,3367770,0.975609756097561
2025-06-08,FAMILY,여성,7,6,8,571560,0.8571428571428571
2025-06-08,FAMILY,긴바지,3,3,3,195980,1.0
2025-06-08,FAMILY,UNKNOWN,3,3,3,138690,1.0
2025-06-08,FAMILY,바람막이,1,1,1,127200,1.0
2025-06-08,FAMILY,라운드티,2,2,2,68600,1.0
2025-06-08,FAMILY,스니커즈,1,1,1,38100,1.0
2025-06-08,SILVER,남성,5,5,6,341830,1.0
2025-06-08,SILVER,라운드티,1,1,2,58000,1.0
2025-06-08,SILVER,긴바지,1,1,1,48220,1.0
2025-06-09,FAMILY,남성,19,19,28,1514840,1.0
2025-06-09,FAMILY,여성,9,9,10,636000,1.0
2025-06-09,FAMILY,긴바지,1,1,2,114710,1.0
2025-06-09,SILVER,여성,1,1,2,117500,1.0
2025-06-09,TITANIUM,남성,2,2,3,129020,1.0
2025-06-10,FAMILY,남성,26,26,31,2192030,1.0
2025-06-10,FAMILY,여성,4,4,5,230500,1.0
2025-06-10,FAMILY,등산화,1,1,1,88300,1.0
2025-06-10,SILVER,바람막이,2,2,3,263650,1.0
2025-06-10,SILVER,여성,1,1,2,180600,1.0
2025-06-10,SILVER,남성,3,3,4,177140,1.0
2025-06-10,SILVER,셋업,1,1,1,86530,1.0
2025-06-11,FAMILY,남성,19,19,29,1784880,1.0
2025-06-11,FAMILY,여성,2,2,2,156800,1.0
2025-06-11,FAMILY,UNKNOWN,1,1,1,61200,1.0
2025-06-11,GOLD,여성,1,1,2,129000,1.0
2025-06-11,GOLD,남성,1,1,7,45000,1.0
2025-06-11,SILVER,남성,4,4,7,554960,1.0
2025-06-11,SILVER,여성,2,2,3,194200,1.0
2025-06-12,FAMILY,남성,34,34,47,3171660,1.0
2025-06-12,FAMILY,여성,1,1,1,116300,1.0
2025-06-12,FAMILY,스니커즈,2,2,2,86650,1.0
2025-06-12,FAMILY,UNKNOWN,1,1,1,61200,1.0
2025-06-12,GOLD,남성,1,1,1,32000,1.0
2025-06-12,SILVER,남성,3,3,4,329630,1.0
2025-06-13,FAMILY,남성,19,19,28,1459140,1.0
2025-06-13,FAMILY,여성,5,5,6,466120,1.0
2025-06-13,FAMILY,스니커즈,1,1,1,49000,1.0
2025-06-13,FAMILY,폴로티/집업,1,1,1,41900,1.0
2025-06-13,FAMILY,상의,1,1,1,33120,1.0
2025-06-13,FAMILY,라운드티,1,1,1,23000,1.0
2025-06-13,GOLD,남성,2,2,3,162770,1.0
2025-06-13,GOLD,여성,1,1,1,94500,1.0
2025-06-13,SILVER,남성,1,1,1,75520,1.0
2025-06-14,FAMILY,남성,30,29,41,2364810,0.9666666666666667
2025-06-14,FAMILY,여성,4,4,5,438300,1.0
2025-06-14,FAMILY,라운드티,4,4,4,119550,1.0
2025-06-14,FAMILY,맨투맨/후드티,1,1,1,50990,1.0
2025-06-14,GOLD,남성,1,1,1,47200,1.0
2025-06-14,SILVER,남성,2,2,2,157110,1.0
2025-06-15,FAMILY,남성,17,17,32,1813420,1.0
2025-06-15,FAMILY,여성,5,5,6,271520,1.0
2025-06-15,FAMILY,셋업,3,3,4,190940,1.0
2025-06-15,FAMILY,긴바지,2,2,2,118590,1.0
2025-06-15,FAMILY,스니커즈,1,1,1,47700,1.0
2025-06-15,GOLD,여성,1,1,2,139000,1.0
2025-06-15,GOLD,남성,1,1,1,29500,1.0
2025-06-15,SILVER,남성,2,2,2,152150,1.0
2025-06-15,SILVER,여성,1,1,1,115030,1.0
2025-06-15,SILVER,반바지,1,1,1,36700,1.0
2025-06-16,FAMILY,남성,19,18,22,1245500,0.9473684210526315
2025-06-16,FAMILY,긴바지,1,1,1,104470,1.0
2025-06-16,FAMILY,반바지,1,1,1,47000,1.0
2025-06-16,FAMILY,여성,1,1,1,44500,1.0
2025-06-16,FAMILY,스니커즈,1,1,1,41750,1.0
2025-06-16,GOLD,남성,2,2,3,234300,1.0
2025-06-16,SILVER,남성,7,7,13,803020,1.0
2025-06-16,SILVER,UNKNOWN,1,1,1,54900,1.0
2025-06-17,FAMILY,남성,24,24,147,5589320,1.0
2025-06-17,FAMILY,여성,2,2,2,129030,1.0
2025-06-17,FAMILY,스니커즈,2,2,2,92900,1.0
2025-06-17,FAMILY,하이킹,1,1,1,83000,1.0
2025-06-17,FAMILY,셋업,1,1,1,82000,1.0
2025-06-17,FAMILY,상의,1,1,1,58180,1.0
2025-06-17,FAMILY,라운드티,2,2,2,56790,1.0
2025-06-17,FAMILY,UNKNOWN,1,1,1,31400,1.0
2025-06-17,FAMILY,액세서리,1,1,1,8680,1.0
2025-06-17,GOLD,남성,1,1,1,64500,1.0
2025-06-17,SILVER,여성,2,2,2,208070,1.0
2025-06-17,SILVER,남성,3,3,3,140400,1.0
2025-06-18,FAMILY,남성,16,16,23,1346570,1.0
2025-06-18,FAMILY,여성,4,4,4,251340,1.0
2025-06-18,FAMILY,라운드티,2,2,2,57040,1.0
2025-06-18,FAMILY,셋업,1,1,1,53000,1.0
2025-06-18,FAMILY,스니커즈,1,1,1,48000,1.0
2025-06-18,FAMILY,반바지,1,1,1,47000,1.0
2025-06-18,GOLD,남성,2,2,2,277000,1.0
2025-06-18,GOLD,여성,1,1,1,48300,1.0
2025-06-18,SILVER,남성,2,2,5,183500,1.0
2025-06-18,SILVER,스니커즈,1,1,1,41500,1.0
2025-06-19,FAMILY,남성,22,22,34,2144820,1.0
2025-06-19,FAMILY,여성,2,2,3,221050,1.0
2025-06-19,FAMILY,셋업,1,1,2,208050,1.0
2025-06-19,FAMILY,셔츠,1,1,1,53000,1.0
2025-06-19,FAMILY,스니커즈,1,1,1,46150,1.0
2025-06-19,FAMILY,반바지,1,1,1,43630,1.0
2025-06-19,FAMILY,라운드티,1,1,1,21780,1.0
2025-06-19,SILVER,긴바지,2,2,2,83080,1.0
2025-06-19,SILVER,남성,1,1,1,23520,1.0
2025-06-19,TITANIUM,남성,2,1,3,113500,0.5
2025-06-20,FAMILY,남성,42,41,47,3616650,0.9761904761904762
2025-06-20,FAMILY,긴바지,3,3,4,216170,1.0
2025-06-20,FAMILY,여성,4,4,4,178340,1.0
2025-06-20,FAMILY,폴로티/집업,1,1,1,49500,1.0
2025-06-20,GOLD,남성,4,3,5,722600,0.75
2025-06-20,SILVER,남성,7,6,13,482630,0.8571428571428571
2025-06-20,TITANIUM,남성,1,1,2,101000,1.0
2025-06-21,FAMILY,남성,18,17,21,1268480,0.9444444444444444
2025-06-21,FAMILY,바람막이,1,1,1,89270,1.0
2025-06-21,FAMILY,반바지,2,2,2,71990,1.0
2025-06-21,FAMILY,라운드티,2,2,2,65090,1.0
2025-06-21,FAMILY,스니커즈,1,1,1,49000,1.0
2025-06-21,FAMILY,여성,1,1,1,43400,1.0
2025-06-21,GOLD,남성,1,1,1,59410,1.0
2025-06-21,SILVER,남성,3,3,5,137920,1.0
2025-06-21,SILVER,등산화,1,1,1,87880,1.0
2025-06-21,SILVER,반바지,1,1,1,28220,1.0
2025-06-22,FAMILY,남성,13,13,16,842050,1.0
2025-06-22,FAMILY,여성,1,1,1,108150,1.0
2025-06-22,FAMILY,방수자켓,1,1,1,77000,1.0
2025-06-22,FAMILY,셋업,1,1,1,42870,1.0
2025-06-22,FAMILY,라운드티,1,1,1,31180,1.0
2025-06-22,GOLD,여성,1,1,2,238000,1.0
2025-06-22,SILVER,남성,2,2,3,287450,1.0
2025-06-23,FAMILY,남성,22,22,31,1982770,1.0
2025-06-23,FAMILY,여성,5,5,5,234140,1.0
2025-06-23,FAMILY,셔츠,1,1,1,52210,1.0
2025-06-23,FAMILY,긴바지,1,1,1,52210,1.0
2025-06-23,FAMILY,스니커즈,1,1,1,49000,1.0
2025-06-23,FAMILY,라운드티,1,1,1,35000,1.0
2025-06-23,SILVER,남성,1,1,1,63200,1.0
2025-06-23,SILVER,라운드티,1,1,1,28000,1.0
2025-06-24,FAMILY,남성,18,18,23,1317500,1.0
2025-06-24,FAMILY,여성,4,4,4,347270,1.0
2025-06-24,FAMILY,등산화,1,1,1,127490,1.0
2025-06-24,FAMILY,스니커즈,1,1,1,49000,1.0
2025-06-24,FAMILY,반바지,1,1,1,29000,1.0
2025-06-24,GOLD,남성,1,1,1,135200,1.0
2025-06-24,SILVER,남성,5,5,8,659080,1.0
2025-06-24,SILVER,여성,1,1,1,129000,1.0
2025-06-24,SILVER,등산화,1,1,1,96000,1.0
2025-06-24,SILVER,긴바지,1,1,1,48000,1.0
2025-06-25,FAMILY,남성,21,21,27,1872880,1.0
2025-06-25,FAMILY,등산화,1,1,1,82350,1.0
2025-06-25,FAMILY,스니커즈,1,1,1,49000,1.0
2025-06-25,FAMILY,상의,1,1,1,48300,1.0
2025-06-25,FAMILY,라운드티,1,1,1,34500,1.0
2025-06-25,SILVER,남성,4,4,6,571770,1.0
2025-06-25,SILVER,바람막이,1,1,1,104310,1.0
2025-06-25,SILVER,상의,1,1,1,44100,1.0
2025-06-25,TITANIUM,남성,1,1,1,40770,1.0
2025-06-26,FAMILY,남성,15,15,15,1284960,1.0
2025-06-26,FAMILY,여성,2,2,2,151600,1.0
2025-06-26,FAMILY,등산화,1,1,1,130160,1.0
2025-06-26,FAMILY,라운드티,1,1,3,91000,1.0
2025-06-26,FAMILY,셔츠,1,1,1,53000,1.0
2025-06-26,FAMILY,반바지,1,1,1,47000,1.0
2025-06-26,GOLD,남성,2,1,2,83480,0.5
2025-06-26,GOLD,등산화,1,1,1,64500,1.0
2025-06-26,GOLD,여성,1,1,1,34500,1.0
2025-06-26,SILVER,남성,2,2,2,137270,1.0
2025-06-26,SILVER,여성,1,1,1,59420,1.0
2025-06-26,TITANIUM,남성,1,1,5,364300,1.0
2025-06-27,FAMILY,남성,30,28,40,2054710,0.9333333333333333
2025-06-27,FAMILY,여성,4,3,4,241680,0.75
2025-06-27,FAMILY,스니커즈,2,2,2,98000,1.0
2025-06-27,FAMILY,반바지,1,1,1,47000,1.0
2025-06-27,SILVER,남성,3,3,4,392900,1.0
2025-06-27,SILVER,여성,1,1,1,71200,1.0
2025-06-27,SILVER,스니커즈,1,1,1,35570,1.0
2025-06-28,FAMILY,남성,29,27,41,2391980,0.9310344827586207
2025-06-28,FAMILY,여성,3,3,3,169840,1.0
2025-06-28,FAMILY,반바지,1,1,1,30270,1.0
2025-06-29,FAMILY,남성,24,24,28,1541860,1.0
2025-06-29,FAMILY,여성,2,2,2,137580,1.0
2025-06-29,FAMILY,등산화,1,1,1,132300,1.0
2025-06-29,FAMILY,긴바지,1,1,1,51880,1.0
2025-06-29,FAMILY,라운드티,1,1,1,23750,1.0
2025-06-29,GOLD,남성,1,1,1,49500,1.0
2025-06-29,SILVER,여성,2,2,5,323730,1.0
2025-06-29,SILVER,남성,1,1,1,7950,1.0
2025-06-29,TITANIUM,여성,1,1,1,106930,1.0
2025-06-30,FAMILY,남성,29,29,82,3972950,1.0
2025-06-30,FAMILY,여성,4,4,18,959230,1.0
2025-06-30,FAMILY,셋업,1,1,13,838500,1.0
2025-06-30,FAMILY,셔츠,1,1,2,106000,1.0
2025-06-30,FAMILY,반바지,1,1,1,47000,1.0
2025-06-30,GOLD,남성,2,1,2,82000,0.5
2025-06-30,SILVER,남성,4,4,5,397910,1.0
2025-07-01,FAMILY,남성,19,18,27,1300350,0.9473684210526315
2025-07-01,FAMILY,여성,3,3,5,308320,1.0
2025-07-01,FAMILY,반바지,3,3,4,225390,1.0
2025-07-01,FAMILY,등산화,1,1,2,169000,1.0
2025-07-01,FAMILY,UNKNOWN,2,2,2,154990,1.0
2025-07-01,GOLD,남성,1,1,1,62300,1.0
2025-07-01,SILVER,남성,2,2,2,82960,1.0
2025-07-01,SILVER,라운드티,1,1,2,54860,1.0
2025-07-02,FAMILY,남성,21,21,34,1348900,1.0
2025-07-02,FAMILY,여성,3,3,5,460600,1.0
2025-07-02,FAMILY,셋업,1,1,1,84980,1.0
2025-07-02,FAMILY,긴바지,1,1,1,52670,1.0
2025-07-02,GOLD,남성,1,1,1,94500,1.0
2025-07-02,SILVER,셋업,1,1,1,141560,1.0
2025-07-02,SILVER,라운드티,1,1,2,82000,1.0
2025-07-02,SILVER,여성,1,1,1,67650,1.0
2025-07-03,FAMILY,남성,22,21,33,1568820,0.9545454545454546
2025-07-03,FAMILY,여성,1,1,1,117160,1.0
2025-07-03,FAMILY,반바지,1,1,1,62390,1.0
2025-07-03,FAMILY,UNKNOWN,1,1,1,40920,1.0
2025-07-03,FAMILY,셋업,1,1,1,40650,1.0
2025-07-03,FAMILY,라운드티,1,1,1,40000,1.0
2025-07-03,SILVER,남성,4,4,6,274720,1.0
2025-07-03,SILVER,여성,1,1,2,173470,1.0
2025-07-04,FAMILY,남성,36,35,52,2427790,0.9722222222222222
2025-07-04,FAMILY,여성,7,7,7,516620,1.0
2025-07-04,FAMILY,하이킹,1,1,1,126410,1.0
2025-07-04,FAMILY,긴바지,2,2,2,121640,1.0
2025-07-04,FAMILY,액세서리,1,1,1,8770,1.0
2025-07-04,GOLD,남성,1,1,2,65060,1.0
2025-07-04,SILVER,남성,9,8,18,1308200,0.8888888888888888
2025-07-04,SILVER,여성,3,3,7,189940,1.0
2025-07-05,FAMILY,남성,18,17,25,1390190,0.9444444444444444
2025-07-05,FAMILY,여성,9,9,10,614090,1.0
2025-07-05,FAMILY,셋업,1,1,1,45730,1.0
2025-07-05,GOLD,여성,1,1,2,205450,1.0
2025-07-05,GOLD,등산화,1,1,1,109500,1.0
2025-07-05,GOLD,남성,1,1,1,50230,1.0
2025-07-05,SILVER,남성,2,2,5,293730,1.0
2025-07-05,SILVER,여성,1,1,1,66360,1.0
2025-07-06,FAMILY,남성,33,33,43,2274470,1.0
2025-07-06,FAMILY,여성,4,4,4,195990,1.0
2025-07-06,FAMILY,등산화,1,1,1,139510,1.0
2025-07-06,FAMILY,긴바지,1,1,1,59310,1.0
2025-07-06,FAMILY,셋업,1,1,1,48300,1.0
2025-07-06,SILVER,남성,1,1,3,199520,1.0
2025-07-06,SILVER,바람막이,1,1,1,123450,1.0
2025-07-06,SILVER,상의,1,1,2,116000,1.0
2025-07-06,SILVER,등산화,1,1,1,97120,1.0
2025-07-07,FAMILY,남성,35,34,51,2550510,0.9714285714285714
2025-07-07,FAMILY,여성,7,7,9,547510,1.0
2025-07-07,FAMILY,등산화,2,2,2,158000,1.0
2025-07-07,FAMILY,긴바지,2,2,2,119230,1.0
2025-07-07,GOLD,남성,3,3,6,381250,1.0
2025-07-07,SILVER,남성,8,8,11,650830,1.0
2025-07-07,SILVER,여성,1,1,1,43010,1.0
2025-07-07,TITANIUM,남성,1,1,1,89760,1.0
2025-07-08,FAMILY,남성,27,27,41,2267510,1.0
2025-07-08,FAMILY,여성,2,2,2,158580,1.0
2025-07-08,FAMILY,등산화,1,1,1,84500,1.0
2025-07-08,FAMILY,반바지,1,1,1,58350,1.0
2025-07-08,FAMILY,상의,1,1,1,49000,1.0
2025-07-08,FAMILY,긴바지,1,1,1,43440,1.0
2025-07-08,FAMILY,셋업,1,1,1,35270,1.0
2025-07-08,GOLD,남성,1,1,2,59000,1.0
2025-07-08,SILVER,남성,7,7,10,579085,1.0
2025-07-08,SILVER,여성,2,2,3,301300,1.0
2025-07-09,FAMILY,남성,42,42,71,3700410,1.0
2025-07-09,FAMILY,미드/롱다운,4,4,4,1014010,1.0
2025-07-09,FAMILY,여성,6,6,7,412100,1.0
2025-07-09,FAMILY,등산화,2,2,4,314200,1.0
2025-07-09,FAMILY,UNKNOWN,2,2,2,180600,1.0
2025-07-09,FAMILY,바람막이,1,1,1,127200,1.0
2025-07-09,FAMILY,라운드티,3,3,3,116440,1.0
2025-07-09,FAMILY,상의,2,2,2,103550,1.0
2025-07-09,FAMILY,셋업,2,2,2,96110,1.0
2025-07-09,FAMILY,부츠,1,1,1,57735,1.0
2025-07-09,FAMILY,긴바지,1,1,1,49840,1.0
2025-07-09,FAMILY,반바지,1,1,1,24650,1.0
2025-07-09,GOLD,남성,1,1,1,51710,1.0
2025-07-09,SILVER,남성,5,4,14,1097205,0.8
2025-07-09,SILVER,미드/롱다운,1,1,1,265525,1.0
2025-07-09,SILVER,셋업,1,1,1,56850,1.0
2025-07-09,SILVER,여성,1,1,1,44120,1.0
2025-07-09,TITANIUM,남성,4,1,9,841175,0.25
2025-07-09,TITANIUM,미드/롱다운,2,1,2,526300,0.5
2025-07-09,TITANIUM,부츠,1,1,1,66025,1.0
2025-07-10,FAMILY,남성,27,27,35,2067390,1.0
2025-07-10,FAMILY,여성,4,4,4,305190,1.0
2025-07-10,FAMILY,스니커즈,2,2,2,98000,1.0
2025-07-10,FAMILY,긴바지,1,1,1,84550,1.0
2025-07-10,FAMILY,등산화,1,1,1,81930,1.0
2025-07-10,FAMILY,UNKNOWN,1,1,1,79500,1.0
2025-07-10,FAMILY,반바지,2,2,2,78030,1.0
2025-07-10,FAMILY,라운드티,1,1,1,24700,1.0
2025-07-10,GOLD,여성,1,1,1,69500,1.0
2025-07-10,SILVER,남성,4,4,8,428245,1.0
2025-07-10,SILVER,미드/롱다운,1,1,1,265525,1.0
2025-07-11,FAMILY,남성,23,23,35,1570815,1.0
2025-07-11,FAMILY,여성,6,6,7,375310,1.0
2025-07-11,FAMILY,부츠,1,1,1,64665,1.0
2025-07-11,FAMILY,셋업,1,1,1,45110,1.0
2025-07-11,GOLD,남성,1,1,1,34500,1.0
2025-07-11,SILVER,셋업,1,1,2,171370,1.0
2025-07-11,SILVER,여성,1,1,1,119830,1.0
2025-07-11,SILVER,등산화,1,1,1,78695,1.0
2025-07-11,SILVER,라운드티,2,2,2,74060,1.0
2025-07-11,SILVER,남성,1,1,1,70830,1.0
2025-07-11,TITANIUM,남성,2,2,4,282025,1.0
2025-07-11,TITANIUM,미드/롱다운,1,1,1,265525,1.0
2025-07-12,FAMILY,남성,23,23,33,1813225,1.0
