product_code,product_name_kor,product_size,product_color,orders,buyers,quantity,revenue
C51WR4658262,여성 필드 크릭™ 프레져™ 2.5L 방수 크롭 자켓,M,262,11,11,11,1632530
C63PM0537467,[요나스 컬렉션] 공용 레이크 투 에비뉴 그래픽 반팔 티셔츠,M,467,36,36,36,1632270
C75BM7473010,남성 코노스 트릴리움 ATR 트레일 러닝화,265,010,12,12,12,1629490
C56CM4734278,남성 부가부™ 인터체인지 장갑,L,278,29,29,29,1628440
C55YM0199054,남성 이스케이프 쓰라이브 울트라 아웃드라이 보아2,270,054,11,11,11,1627630
C64AR5760554,여성 헬베시아 II 프린티드 하프스냅 플리스 풀오버,S,554,23,23,23,1625710
C56CU1478010,공용 파크뷰™ 플리스 장갑,L,010,96,94,112,1625660
C54AR7330348,여성 헬베시아 II 크롭 하프스냅 플리스 아노락,M,348,25,25,25,1625650
C52YM8427010,남성 뮬렛 림™ OFZ ICE+ 팬츠,85,010,16,16,16,1625430
C54YM3486381,남성 그레타 에비뉴™ 다운 자켓,100,381,11,11,11,1624240
C64XY7077100,[DISNEY] 키즈 디즈니 하프 스냅 플리스 티셔츠,XS,100,22,22,22,1623390
C51AE4572397,남성 맥스트레일 라이트 컨버터블 팬츠,34,397,16,16,16,1619340
C64YL3571160,여성 아보카 트레일 경량 다운 자켓,100,160,6,6,8,1618480
C44AE2155010,[공식몰 단독] 공용 백볼™ 리마스터드 플리스 자켓,XL,010,15,15,23,1617500
C66YU9682286,공용 샙랜드4 처카 워터프루프 옴니히트,270,286,11,11,11,1617010
C54YM3483366,남성 빅토리아 루프 롱 다운 자켓,105,366,6,6,6,1615335
C62AE9267010,공용 코브 비치 팬츠,L,010,24,24,24,1615260
C45BI5371005,남성 크레스트우드 미드 워터프루프 와이드핏,265,005,20,20,20,1614160
C55YU6327452,공용 호쏜 레인 로우 방수 스니커즈,260,452,18,17,19,1613780
C66YU9682010,공용 샙랜드4 처카 워터프루프 옴니히트,290,010,10,10,10,1613080
C65BM1935063,남성 PFG 프로 스포츠 부츠,280,063,13,13,13,1611080
C64WE6671010,공용 캐스케이드 인터체인지 자켓,M,010,5,5,5,1610900
C62AE9267010,공용 코브 비치 팬츠,M,010,21,20,22,1610880
C56YU8517010,공용 샙랜드3 WP OHI,290,010,12,12,12,1608070
C46BM9621010,남성 패시트75 알파 아웃드라이,275,010,13,13,13,1605340
C52XE4919010,남성 아덴 폴즈 팬츠,XL,010,24,24,24,1603560
C56CM4726010,남성 파우더 라이트™ 글러브,L,010,36,35,37,1602900
C52YM6422397,남성 피나클 투 에비뉴™ OFZ Ice 폴로,100,397,19,19,19,1601720
C66YU4749010,공용 헨리포크 부츠 OT OHI,240,010,10,7,15,1600730
C72AE5094214,공용 애커 록 컨버터블 팬츠,S,214,15,15,15,1600590
C46BK4552286,여성 뉴튼릿지 플러스 와이드핏,240,286,25,25,25,1598770
C54AE4498464,남성 헬베시아 II 프린티드 하프스냅 플리스 아노락,XL,464,23,23,23,1598550
C72AE5094011,공용 애커 록 컨버터블 팬츠,L,011,14,14,14,1597090
C64WR9847278,[공식몰 단독] 여성 어메이즈 퍼프 후디드 다운자켓,L,278,8,8,8,1595690
C54YL3473010,여성 앤 스트림™ 다운 자켓,100,010,5,5,5,1595500
C64XE0098010,남성 클로브 서밋 경량 패딩 + 방수 인터체인지 자켓,M,010,5,5,5,1595340
C54YL3471679,여성 스노우 타워 레이크™ 다운 자켓,100,679,9,9,9,1590676
C56YU0645160,공용 모샤삭 코브 캡,OS,160,46,45,48,1586890
C55BI7306010,남성 벤슨 와이드핏,270,010,4,4,13,1586700
C52XE8841252,남성 콜드 베이 대쉬 숏 반팔 라운드 티셔츠,XL,252,38,38,39,1585480
C54YM3486381,남성 그레타 에비뉴™ 다운 자켓,105,381,10,10,10,1585260
C55YU0657346,공용 베이스 투 스위프™ 쉐이드 부니,60,346,22,22,23,1585040
C64WE9101010,남성 하이 캐스케이드 인터체인지 리버서블 봄버 자켓,XXL,010,5,5,5,1583700
C52WE9484278,[공식몰 단독]남성 루프 트레일 바람막이 방풍 자켓,M,278,17,17,17,1583335
C65YE6448010,남성 트랜스 트레일 워터프루프,265,010,10,10,12,1583320
C56BK2938125,여성 스노우트롯 와이드 쇼티 부츠,240,125,20,19,20,1582375
C64YM3588313,[추영우 착용] 남성 톤토 돔 디터쳐블 다운 자켓,105,313,6,6,6,1580390
C64YM8576010,남성 혹킹 림 인슐레이션 스트레이트 팬츠,85,010,11,11,12,1580140
C66BM4131012,남성 픽프릭 러쉬 아웃드라이 미드,300,012,9,9,9,1573730
C61YL8591028,여성 365 마운틴 카고 팬츠,65,028,12,11,12,1573610
C66YU9626286,공용 샙랜드4 워터프루프 옴니히트,250,286,10,10,10,1572410
C66PU5742010,공용 스플릿 레인지 루스 니트 비니,OS,010,73,72,74,1572320
C64YM8587211,남성 다트 포레스트 코듀로이 팬츠,85,211,13,13,13,1571960
C56YE4769039,남성 트랜스트레커 아웃드라이,260,039,12,12,12,1570220
C52XE4476010,남성 제로 아이스 시에로-쿨 폴로 반팔 티셔츠,XL,010,25,22,27,1569040
C46BM6754010,남성 픽프릭2 미드 아웃드라이 레더,255,010,12,12,12,1568520
C56YU0678439,공용 프리오 하이크 캡,OS,439,50,50,50,1565230
C53YM6465043,남성 제드 레이크™ 크루,105,043,27,27,29,1564840
C56YU0645010,공용 모샤삭 코브 캡,OS,010,57,56,57,1562700
C55UU4597352,[공식몰 단독]공용 트리플캐니언™ 백팩,OS,352,16,16,16,1562470
C51YM8401010,남성 제이콥스 크레스트™ 팬츠,85,010,15,15,16,1562260
C56BM6243278,남성 몬트레일 트리니티 MX,265,278,12,12,12,1562130
C64WR3825010,여성 드랍 릿지 II 인터체인지 자켓,M,010,9,9,9,1560190
C46RMS252BR1,남성 노르딕페어아일 보온양말 2팩,L,BR1,139,133,177,1557480
C45YL5489102,여성 픽프릭2 아웃드라이 보아,245,102,14,14,16,1556160
C63AE8947010,남성 ROC 테크 카고 팬츠,34,010,16,15,16,1555620
C64YM6576160,남성 세컨드 픽 크루,100,160,18,18,18,1554910
