order_date,product_code,product_name_kor,product_name,source_image_url,first_orders,first_buyers,quantity,revenue,image_url,image_source
2026-04-19,C71FM3447385,남성 PFG 바하마 엘리트 긴팔 셔츠,Bahama Elite LS Shirt,,1,1,1,95870,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C71FM3447385.jpg,styleship_cdn_pattern
2026-04-19,C63PM0537126,[요나스 컬렉션] 공용 레이크 투 에비뉴 그래픽 반팔 티셔츠,Lake To Avenue Graphic Ss Tee,,2,2,2,86940,assets/product_images/C63PM0537126.jpg,styleship_cdn_pattern+downloaded
2026-04-19,C66PU8727010,공용 그레이트 스모키 가든 22L 백팩,Great Smoky Garden Daypack,,1,1,1,76300,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66PU8727010.jpg,styleship_cdn_pattern
2026-04-19,C62YL3533125,여성 선 레이크 경량 바람막이 자켓,W's Sun Lake Jacket,,1,1,1,76050,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YL3533125.jpg,styleship_cdn_pattern
2026-04-19,C71WR7324010,여성 헤더 캐논 II 후디드 스트레치 자켓,Heather Canyon II Hooded Softshell,,1,1,1,74770,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C71WR7324010.jpg,styleship_cdn_pattern
2026-04-19,C65BM0423011,남성 쓰라이브 리바이브 클로그,THRIVE REVIVE CLOG,,2,2,2,73850,assets/product_images/C65BM0423011.jpg,styleship_cdn_pattern+downloaded
2026-04-19,C75YU0372060,공용 본레 포레스트 패커블 드로우 경량 백팩,Bonre Forest Packable Draw Backpack,,1,1,1,73600,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YU0372060.jpg,styleship_cdn_pattern
2026-04-19,C75PU8663031,공용 케슬락 20L 백팩,Castle Rock 20L Backpack II,,1,1,1,72090,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75PU8663031.jpg,styleship_cdn_pattern
2026-04-19,C72AM5480010,남성 랜드로머 스카우트 쇼츠,Landroamer Scout Short,,1,1,1,71100,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C72AM5480010.jpg,styleship_cdn_pattern
2026-04-19,C62WE2798125,공용 코브 비치 윈드브레이커 자켓,Cove Beach Windbreaker,,1,1,1,70820,assets/product_images/C62WE2798125.jpg,excel_map+downloaded
2026-04-19,C63AE5846010,남성 ROC 테크 5 포켓 팬츠,ROC Tech 5 Pocket Pant,,1,1,1,68670,assets/product_images/C63AE5846010.jpg,styleship_cdn_pattern+downloaded
2026-04-19,C75YU0372010,공용 본레 포레스트 패커블 드로우 경량 백팩,Bonre Forest Packable Draw Backpack,,1,1,1,68600,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YU0372010.jpg,styleship_cdn_pattern
2026-04-19,C71YL6611191,여성 가든 투 파크 긴팔 티셔츠,W's Garden to Park L/S Crew,,1,1,1,62370,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C71YL6611191.jpg,styleship_cdn_pattern
2026-04-19,C71YL6611655,여성 가든 투 파크 긴팔 티셔츠,W's Garden to Park L/S Crew,,1,1,1,57870,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C71YL6611655.jpg,styleship_cdn_pattern
2026-04-19,C46RUS001331,공용 18온스 텀블러 (530ml),18 oz SS Coffee Vacuum Bottle,,2,2,2,54250,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C46RUS001331.jpg,styleship_cdn_pattern
2026-04-19,C75YU0369060,공용 본레 포레스트 20L 패커블 경량 백팩,Bonre Forest 20L Packable Backpack,,1,1,1,53890,assets/product_images/C75YU0369060.jpg,excel_map+downloaded
2026-04-19,C62XE2326270,남성 클레어몬트II 경량 바람막이 자켓,Clearmont II Jacket,,1,1,1,53550,assets/product_images/C62XE2326270.jpg,excel_map+downloaded
2026-04-19,C66PU8729445,[공식몰 단독] 공용 그레이트 스모키 가든 2 WAY 토트백,Great Smoky Garden 2-Way Tote,,1,1,1,50270,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66PU8729445.jpg,styleship_cdn_pattern
2026-04-19,C63PM0537125,[요나스 컬렉션] 공용 레이크 투 에비뉴 그래픽 반팔 티셔츠,Lake To Avenue Graphic Ss Tee,,1,1,1,48300,assets/product_images/C63PM0537125.jpg,styleship_cdn_pattern+downloaded
2026-04-19,C63PM0537467,[요나스 컬렉션] 공용 레이크 투 에비뉴 그래픽 반팔 티셔츠,Lake To Avenue Graphic Ss Tee,,1,1,1,48300,assets/product_images/C63PM0537467.jpg,styleship_cdn_pattern+downloaded
2026-04-19,C62XE2326010,남성 클레어몬트II 경량 바람막이 자켓,Clearmont II Jacket,,1,1,1,47500,assets/product_images/C62XE2326010.jpg,excel_map+downloaded
2026-04-19,C62YM6535833,[그라플렉스] 공용 대쉬 투 코브 그래픽 반팔 티셔츠,Dash to Cove Graphic Tee,,1,1,1,47000,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C62YM6535833.jpg,styleship_cdn_pattern
2026-04-19,C75YU0705010,공용 애쉬 브러쉬 메쉬 버켓,Ash Brush Mesh Bucket,,1,1,1,46710,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C75YU0705010.jpg,styleship_cdn_pattern
