min_order_date,max_order_date,line_rows,orders,buyers,products,quantity,revenue,aov_per_order,revenue_per_buyer,qty_per_order,line_per_order,repeat_buyer_rate,repeat_buyer_revenue_share
2024-04-16,2026-05-22,86437,65540,39203,3038,91878,6996967676,106758.73780897162,178480.41415197816,1.4018614586512053,1.3188434543790053,0.27870316047241284,0.5487214431716348
