코드,상품명(영문),상품명(한글),공식몰가,네이버최저가,가격차이,최저가몰,링크,이미지URL,공식이미지URL,네이버이미지URL,naver_title,confidence,top3,prev_naver,delta_naver
C63YM6553278,M's Bays Trail Half Snap,남성 베이스 트레일 하프 스냅,83300,82210,1090,롯데ON,https://www.lotteon.com/p/product/LO2604241363?sitmNo=LO2604241363_2604241364&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/f/4/C63YM6553278.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/f/4/C63YM6553278.jpg,https://shopping-phinf.pstatic.net/main_5848375/58483750473.jpg,컬럼비아 columbia 남성 베이스 트레일 하프 스냅 C63YM6553278 128757,4,"[{""lprice"": 82210, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604241363?sitmNo=LO2604241363_2604241364&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 83300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12247934003""}, {""lprice"": 83300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12247874381""}]",82210,0
C63YM6553011,M's Bays Trail Half Snap,남성 베이스 트레일 하프 스냅,83300,77900,5400,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9032207719&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model06/1/C63YM6553011.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model06/1/C63YM6553011.jpg,https://shopping-phinf.pstatic.net/main_5856277/58562774984.jpg,컬럼비아 COLUMBIA 남성 베이스 트레일 하프 스냅 C63YM6553011 153600,3,"[{""lprice"": 77900, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9032207719&tid=1000000061""}, {""lprice"": 81400, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059538271&tid=1000000061""}, {""lprice"": 83300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12247931900""}]",77900,0
C63YM3593416,365 TREK 2L Rain Jacket,공용 365 트랙 2L 방수자켓,359000,350980,8020,롯데ON,https://www.lotteon.com/p/product/LO2604195456?sitmNo=LO2604195456_2604195457&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model05/4/C63YM3593416.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model05/4/C63YM3593416.jpg,https://shopping-phinf.pstatic.net/main_5848385/58483851669.jpg,컬럼비아 columbia 공용 365 트랙 2L 방수자켓 C63YM3593416 129082,4,"[{""lprice"": 350980, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604195456?sitmNo=LO2604195456_2604195457&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 359000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12300689493""}, {""lprice"": 359000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12300664564""}]",350980,0
C63YM3593351,365 TREK 2L Rain Jacket,[추영우 착용] 공용 365 트랙 2L 방수자켓,359000,331230,27770,롯데ON,https://www.lotteon.com/p/product/LO2605595922?sitmNo=LO2605595922_2605595923&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/j/1/C63YM3593351.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/j/1/C63YM3593351.jpg,https://shopping-phinf.pstatic.net/main_5852654/58526546198.jpg,컬럼비아 COLUMBIA 공용 365 트랙 2L 방수자켓 C63YM3593351 153546,4,"[{""lprice"": 331230, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2605595922?sitmNo=LO2605595922_2605595923&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 353750, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604193770?sitmNo=LO2604193770_2604193771&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 359000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12276199378""}]",331230,0
C63YM3593125,365 TREK 2L Rain Jacket,공용 365 트랙 2L 방수자켓,359000,278590,80410,롯데ON,https://www.lotteon.com/p/product/LO2565231679?sitmNo=LO2565231679_2565231680&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model06/4/C63YM3593125.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model06/4/C63YM3593125.jpg,https://shopping-phinf.pstatic.net/main_5732934/57329347688.jpg,컬럼비아 (C63YM3593125) 컬럼비아 바람막이 공용 365 트랙 2L 방수자켓,4,"[{""lprice"": 278590, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2565231679?sitmNo=LO2565231679_2565231680&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 350980, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604193926?sitmNo=LO2604193926_2604193927&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 359000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12276197182""}]",278590,0
C63YM3593010,365 TREK 2L Rain Jacket,공용 365 트랙 2L 방수자켓,359000,278590,80410,롯데ON,https://www.lotteon.com/p/product/LO2565228240?sitmNo=LO2565228240_2565228241&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/i/1/C63YM3593010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/i/1/C63YM3593010.jpg,https://shopping-phinf.pstatic.net/main_5733736/57337363198.jpg,컬럼비아 (C63YM3593010) 컬럼비아 바람막이 공용 365 트랙 2L 방수자켓,4,"[{""lprice"": 278590, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2565228240?sitmNo=LO2565228240_2565228241&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 359000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12276195464""}, {""lprice"": 359000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12276186914""}]",278590,0
C63YL8593319,W's 365 TREK Pants,여성 365 트랙 팬츠,169000,163660,5340,롯데ON,https://www.lotteon.com/p/product/LO2604193318?sitmNo=LO2604193318_2604193319&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C63YL8593319.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C63YL8593319.jpg,https://shopping-phinf.pstatic.net/main_5848232/58482324778.jpg,컬럼비아 columbia 여성 365 트랙 팬츠 C63YL8593319 129099,4,"[{""lprice"": 163660, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604193318?sitmNo=LO2604193318_2604193319&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 169000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12270355303""}, {""lprice"": 169000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12270325907""}]",163660,0
C63YL8593010,W's 365 TREK Pants,여성 365 트랙 팬츠,169000,155460,13540,롯데ON,https://www.lotteon.com/p/product/LO2605638481?sitmNo=LO2605638481_2605638482&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C63YL8593010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C63YL8593010.jpg,https://shopping-phinf.pstatic.net/main_5852759/58527592560.jpg,컬럼비아 COLUMBIA 여성 365 트랙 팬츠 C63YL8593010 153804,4,"[{""lprice"": 155460, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2605638481?sitmNo=LO2605638481_2605638482&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 163170, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604193438?sitmNo=LO2604193438_2604193439&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 169000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12270346981""}]",155460,0
C63YL6593886,W's 365 TREK LS Crew,여성 365 트랙 긴팔 라운드티,99000,88920,10080,롯데ON,https://www.lotteon.com/p/product/LO2605006455?sitmNo=LO2605006455_2605006456&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/1/C63YL6593886.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/1/C63YL6593886.jpg,https://shopping-phinf.pstatic.net/main_5850842/58508424145.jpg,&lt;매장정품&gt; 컬럼비아 COLUMBIA 여성 365 트랙 긴팔 라운드티 C63YL6593886 167525,4,"[{""lprice"": 88920, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2605006455?sitmNo=LO2605006455_2605006456&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 97670, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604194283?sitmNo=LO2604194283_2604194284&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 99000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12279994592""}]",88920,0
C63YL6593125,W's 365 TREK LS Crew,여성 365 트랙 긴팔 라운드티,99000,97670,1330,롯데ON,https://www.lotteon.com/p/product/LO2604194463?sitmNo=LO2604194463_2604194464&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C63YL6593125.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C63YL6593125.jpg,https://shopping-phinf.pstatic.net/main_5848381/58483818601.jpg,컬럼비아 columbia 여성 365 트랙 긴팔 라운드티 C63YL6593125 129090,4,"[{""lprice"": 97670, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604194463?sitmNo=LO2604194463_2604194464&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 99000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12280011005""}, {""lprice"": 99000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12279993711""}]",97670,0
C63YL6593010,W's 365 TREK LS Crew,여성 365 트랙 긴팔 라운드티,99000,88910,10090,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059683357&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C63YL6593010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C63YL6593010.jpg,https://shopping-phinf.pstatic.net/main_5869407/58694075994.jpg,컬럼비아 COLUMBIA 여성 365 트랙 긴팔 라운드티 C63YL6593010 352622,3,"[{""lprice"": 88910, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059683357&tid=1000000061""}, {""lprice"": 97670, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604194577?sitmNo=LO2604194577_2604194578&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 98510, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2601184627?sitmNo=LO2601184627_2601184628&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}]",88910,0
C63YL6561105,W's Jerry Cove Crew,여성 제리 코브 크루,62300,62300,0,컬럼비아스포츠웨어,https://shopping.naver.com/outlink/itemdetail/12314875854,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C63YL6561105.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C63YL6561105.jpg,https://shopping-phinf.pstatic.net/main_8985938/89859386571.jpg,[본사직영]컬럼비아 여성 제리 코브 크루 C63YL6561105,3,"[{""lprice"": 62300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12314875854""}, {""lprice"": 62300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12310758100""}, {""lprice"": 62300, ""mallName"": ""EQL"", ""link"": ""https://www.eqlstore.com/product/GQVN25102188434/detail?utm_source=naver&utm_medium=ep&naver_code=naver_ep""}]",62300,0
C63YL6561010,W's Jerry Cove Crew,여성 제리 코브 크루,62300,59360,2940,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9056375385&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C63YL6561010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C63YL6561010.jpg,https://shopping-phinf.pstatic.net/main_5868107/58681073751.jpg,컬럼비아 COLUMBIA 여성 제리 코브 크루 C63YL6561010 352547,3,"[{""lprice"": 59360, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9056375385&tid=1000000061""}, {""lprice"": 62280, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604196492?sitmNo=LO2604196492_2604196493&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 62300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12310864538""}]",59360,0
C63YL6553160,W's Bays Trail Half Snap,여성 베이스 트레일 하프 스냅,83300,81910,1390,롯데ON,https://www.lotteon.com/p/product/LO2604241523?sitmNo=LO2604241523_2604241524&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model04/1/C63YL6553160.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model04/1/C63YL6553160.jpg,https://shopping-phinf.pstatic.net/main_5848380/58483809419.jpg,컬럼비아 columbia 여성 베이스 트레일 하프 스냅 C63YL6553160 128756,4,"[{""lprice"": 81910, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604241523?sitmNo=LO2604241523_2604241524&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 83300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12247929144""}, {""lprice"": 83300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/12247875889""}]",81910,0
C63YL6553011,W's Bays Trail Half Snap,여성 베이스 트레일 하프 스냅,83300,81900,1400,롯데ON,https://www.lotteon.com/p/product/LO2604191176?sitmNo=LO2604191176_2604191177&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C63YL6553011.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C63YL6553011.jpg,https://shopping-phinf.pstatic.net/main_5848238/58482383320.jpg,컬럼비아 columbia 여성 베이스 트레일 하프 스냅 C63YL6553011 129116,4,"[{""lprice"": 81900, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604191176?sitmNo=LO2604191176_2604191177&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 82970, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2614793916?sitmNo=LO2614793916_2614793917&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 83300, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12247927160""}]",81900,0
C64YMP865048,M's Hinds Lake™ Insulation Straight Pants,,209000,101470,107530,컬럼비아,https://shopping.naver.com/outlink/itemdetail/12450264964,https://shopping-phinf.pstatic.net/main_8999477/89994775711.jpg,,https://shopping-phinf.pstatic.net/main_8999477/89994775711.jpg,[컬럼비아] 25FW 남성용 겨울 패딩 스트레이트 팬츠 C64YMP865C134,1,"[{""lprice"": 101470, ""mallName"": ""컬럼비아"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12450264964""}, {""lprice"": 248400, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57006711700""}, {""lprice"": 251890, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58769225781""}]",101470,0
C64YMP865010,M's Hinds Lake™ Insulation Straight Pants,,209000,101470,107530,컬럼비아,https://shopping.naver.com/outlink/itemdetail/12450264964,https://shopping-phinf.pstatic.net/main_8999477/89994775711.jpg,,https://shopping-phinf.pstatic.net/main_8999477/89994775711.jpg,[컬럼비아] 25FW 남성용 겨울 패딩 스트레이트 팬츠 C64YMP865C134,1,"[{""lprice"": 101470, ""mallName"": ""컬럼비아"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12450264964""}, {""lprice"": 248400, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57006711700""}, {""lprice"": 251890, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58769225781""}]",101470,0
C64YMM368028,M's Flat Valley™ Down Jacket,,379000,89570,289430,네이버,https://search.shopping.naver.com/catalog/56754406807,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,컬럼비아 밀러에비뉴 U넥 인슐레이션 경량패딩 자켓 C64YMM365,2,"[{""lprice"": 89570, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/56754406807""}, {""lprice"": 100050, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58480480497""}, {""lprice"": 184950, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57268327965""}]",89570,0
C64YMM368010,M's Flat Valley™ Down Jacket,,379000,89570,289430,네이버,https://search.shopping.naver.com/catalog/56754406807,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,컬럼비아 밀러에비뉴 U넥 인슐레이션 경량패딩 자켓 C64YMM365,2,"[{""lprice"": 89570, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/56754406807""}, {""lprice"": 100050, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58480480497""}, {""lprice"": 184950, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57268327965""}]",89570,0
C64YMM367439,M's Bear Cone™ Down Jacket,,479000,89570,389430,네이버,https://search.shopping.naver.com/catalog/56754406807,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,컬럼비아 밀러에비뉴 U넥 인슐레이션 경량패딩 자켓 C64YMM365,2,"[{""lprice"": 89570, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/56754406807""}, {""lprice"": 100050, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58480480497""}, {""lprice"": 184950, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57268327965""}]",89570,0
C64YMM367010,M's Bear Cone™ Down Jacket,,479000,89570,389430,네이버,https://search.shopping.naver.com/catalog/56754406807,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,컬럼비아 밀러에비뉴 U넥 인슐레이션 경량패딩 자켓 C64YMM365,2,"[{""lprice"": 89570, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/56754406807""}, {""lprice"": 100050, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58480480497""}, {""lprice"": 184950, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57268327965""}]",89570,0
C64YMM365191,M's Miller Avenue™ Insulation Jacket,,189000,89570,99430,네이버,https://search.shopping.naver.com/catalog/56754406807,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,컬럼비아 밀러에비뉴 U넥 인슐레이션 경량패딩 자켓 C64YMM365,2,"[{""lprice"": 89570, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/56754406807""}, {""lprice"": 100050, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58480480497""}, {""lprice"": 184950, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57268327965""}]",89570,0
C64YMM365010,M's Miller Avenue™ Insulation Jacket,,189000,89570,99430,네이버,https://search.shopping.naver.com/catalog/56754406807,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,,https://shopping-phinf.pstatic.net/main_5675440/56754406807.20251103143443.jpg,컬럼비아 밀러에비뉴 U넥 인슐레이션 경량패딩 자켓 C64YMM365,2,"[{""lprice"": 89570, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/56754406807""}, {""lprice"": 100050, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58480480497""}, {""lprice"": 184950, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57268327965""}]",89570,0
C64YM8597435,M’s Adventure 365 Insulated Pants,남성 어드벤처 365 인슐레이티드 팬츠,219000,210030,8970,롯데ON,https://www.lotteon.com/p/product/LO2604206752?sitmNo=LO2604206752_2604206753&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C64YM8597435.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C64YM8597435.jpg,https://shopping-phinf.pstatic.net/main_5848382/58483821651.jpg,컬럼비아 columbia 남성 어드벤처 365 인슐레이티드 팬츠 C64YM8597435 128998,4,"[{""lprice"": 210030, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604206752?sitmNo=LO2604206752_2604206753&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 215870, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014867198&tid=1000000061""}, {""lprice"": 219000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/12478000824""}]",210030,0
C64YM8597319,M’s Adventure 365 Insulated Pants,남성 어드벤처 365 인슐레이티드 팬츠,219000,197680,21320,롯데ON,https://www.lotteon.com/p/product/LO2611909256?sitmNo=LO2611909256_2611909257&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/e/4/C64YM8597319.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/e/4/C64YM8597319.jpg,https://shopping-phinf.pstatic.net/main_5868015/58680150373.jpg,컬럼비아 COLUMBIA 남성 어드벤처 365 인슐레이티드 팬츠 C64YM8597319 412729,4,"[{""lprice"": 197680, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2611909256?sitmNo=LO2611909256_2611909257&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 209100, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9062803849&tid=1000000061""}, {""lprice"": 210030, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604206902?sitmNo=LO2604206902_2604206903&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}]",197680,0
C64YM8597010,M’s Adventure 365 Insulated Pants,남성 어드벤처 365 인슐레이티드 팬츠,219000,194790,24210,롯데ON,https://www.lotteon.com/p/product/LO2604999764?sitmNo=LO2604999764_2604999767&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C64YM8597010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C64YM8597010.jpg,https://shopping-phinf.pstatic.net/main_5850792/58507928604.jpg,&lt;매장정품&gt; 컬럼비아 COLUMBIA 남성 어드벤처 365 인슐레이티드 팬츠 C64YM8597010 167601,4,"[{""lprice"": 194790, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604999764?sitmNo=LO2604999764_2604999767&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 219000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20472""}, {""lprice"": 247000, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8771934739&tid=1000000061""}]",194790,0
