코드,상품명(영문),상품명(한글),공식몰가,네이버최저가,가격차이,최저가몰,링크,이미지URL,공식이미지URL,네이버이미지URL,naver_title,confidence,top3,prev_naver,delta_naver
C71XR6553278,Clearmont Heights Rain Jacket,여성 클리어몬트 헤이츠 2L 레인 자켓,259000,258980,20,G마켓,https://link.gmarket.co.kr/gate/pcs?item-no=4658958776&sub-id=1003&service-code=10000003&lcd=100000046,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C71XR6553278.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C71XR6553278.jpg,https://shopping-phinf.pstatic.net/main_5868149/58681491323.jpg,(국내매장정품) 컬럼비아 COLUMBIA 여성 클리어몬트 헤이츠 2L 레인 자켓 C71XR6553278 185858,3,"[{""lprice"": 258980, ""mallName"": ""G마켓"", ""link"": ""https://link.gmarket.co.kr/gate/pcs?item-no=4658958776&sub-id=1003&service-code=10000003&lcd=100000046""}, {""lprice"": 259000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/13005066172""}, {""lprice"": 259000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/13005152107""}]",258980,0
C71XJ9498023,Path Lake Bluff II Pant,남성 패스 레이크 블러프 II 팬츠,129000,128990,10,무신사,https://link.musinsa.com/app/goods/5925703?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group},https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C71XJ9498023.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C71XJ9498023.jpg,https://shopping-phinf.pstatic.net/main_5861918/58619187893.jpg,[컬럼비아] 남성 패스 레이크 블러프 II 팬츠 C71XJ9498023,3,"[{""lprice"": 128990, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5925703?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 129000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/13005134912""}, {""lprice"": 129000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/13005066886""}]",128990,0
C71XJ9498010,Path Lake Bluff II Pant,남성 패스 레이크 블러프 II 팬츠,129000,128990,10,네이버,https://search.shopping.naver.com/catalog/58728143164,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C71XJ9498010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C71XJ9498010.jpg,https://shopping-phinf.pstatic.net/main_5872814/58728143164.20260130233319.jpg,컬럼비아 매장정품 COLUMBIA 남성 패스 레이크 블러프 II 팬츠 C71XJ9498010,4,"[{""lprice"": 128990, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58728143164""}, {""lprice"": 129000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/13005132511""}, {""lprice"": 129000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/13005067545""}]",128990,0
C71AM8728271,Landroamer Scout Pant,남성 랜드로머 스카우트 팬츠,119000,119000,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20872,https://shopping-phinf.pstatic.net/main_5875573/58755734535.jpg,,https://shopping-phinf.pstatic.net/main_5875573/58755734535.jpg,컬럼비아 남성 랜드로머 스카우트 팬츠 C71AM8728271,3,"[{""lprice"": 119000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20872""}]",119000,0
C71AM8728010,Landroamer Scout Pant,남성 랜드로머 스카우트 팬츠,119000,119000,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20871,https://shopping-phinf.pstatic.net/main_5875565/58755658521.jpg,,https://shopping-phinf.pstatic.net/main_5875565/58755658521.jpg,컬럼비아 남성 랜드로머 스카우트 팬츠 C71AM8728010,3,"[{""lprice"": 119000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20871""}]",119000,0
C71AE8980397,Silver Ridge Elite Convertible Pant,남성 실버 릿지 엘리트 컨버터블 팬츠,149000,149000,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20870,https://shopping-phinf.pstatic.net/main_5875563/58755636645.jpg,,https://shopping-phinf.pstatic.net/main_5875563/58755636645.jpg,컬럼비아 남성 실버 릿지 엘리트 컨버터블 팬츠 C71AE8980397,3,"[{""lprice"": 149000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20870""}]",149000,0
C71AE8980010,Silver Ridge Elite Convertible Pant,남성 실버 릿지 엘리트 컨버터블 팬츠,149000,149000,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20869,https://shopping-phinf.pstatic.net/main_5875571/58755713148.jpg,,https://shopping-phinf.pstatic.net/main_5875571/58755713148.jpg,컬럼비아 남성 실버 릿지 엘리트 컨버터블 팬츠 C71AE8980010,3,"[{""lprice"": 149000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20869""}]",149000,0
C71AE8947366,ROC Tech Cargo Pant,남성 ROC 테크 카고 팬츠,119000,115800,3200,롯데ON,https://www.lotteon.com/p/product/LO2604188914?sitmNo=LO2604188914_2604188915&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/i/4/C71AE8947366.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/i/4/C71AE8947366.jpg,https://shopping-phinf.pstatic.net/main_5848232/58482323477.jpg,컬럼비아 columbia 남성 ROC 테크 카고 팬츠 C71AE8947366 129127,4,"[{""lprice"": 115800, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604188914?sitmNo=LO2604188914_2604188915&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 117840, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014744437&tid=1000000061""}, {""lprice"": 119000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20868""}]",115800,0
C71AE8947010,ROC Tech Cargo Pant,남성 ROC 테크 카고 팬츠,119000,112800,6200,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059265942&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C71AE8947010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C71AE8947010.jpg,https://shopping-phinf.pstatic.net/main_5869419/58694195375.jpg,컬럼비아 COLUMBIA 남성 ROC 테크 카고 팬츠 C71AE8947010 352829,3,"[{""lprice"": 112800, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059265942&tid=1000000061""}, {""lprice"": 114360, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2614813581?sitmNo=LO2614813581_2614813582&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 114570, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9032128687&tid=1000000061""}]",112800,0
C66YU9901845,Path to Springs 4 Stick,공용 패스투스프링 4단 싱글스틱,120000,120000,0,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/9998684995,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model05/4/C66YU9901845.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model05/4/C66YU9901845.jpg,https://shopping-phinf.pstatic.net/main_8754318/87543187268.2.jpg,[본사직영]컬럼비아 공용 패스투스프링 4단 싱글스틱 C66YU9901845,3,"[{""lprice"": 120000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/9998684995""}, {""lprice"": 120000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20846""}]",120000,0
C66YU9900316,Sanctuary to Road 3 Stick,공용 생츄리투로드 3단 싱글스틱,110000,110000,0,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/7998739415,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model04/1/C66YU9900316.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model04/1/C66YU9900316.jpg,https://shopping-phinf.pstatic.net/main_8554323/85543239738.3.jpg,[본사직영]컬럼비아 공용 생츄리투로드 3단 싱글스틱 C66YU9900316,3,"[{""lprice"": 110000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/7998739415""}, {""lprice"": 110000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20845""}]",110000,0
C66YU9899053,Savannah Cone 4 STICK,공용 사바나 콘 4단 싱글스틱,79000,79000,0,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/9018659111,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/1/C66YU9899053.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/1/C66YU9899053.jpg,https://shopping-phinf.pstatic.net/main_8656315/86563159434.2.jpg,[본사직영]컬럼비아 공용 사바나 콘 4단 싱글스틱 C66YU9899053,3,"[{""lprice"": 79000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/9018659111""}, {""lprice"": 79000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20844""}]",79000,0
C66YU5200681,HOVERTUBER OMNI-TECH,공용 호버튜버 옴니테크,77400,77400,0,네이버,https://search.shopping.naver.com/catalog/57310792944,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66YU5200681.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66YU5200681.jpg,https://shopping-phinf.pstatic.net/main_5731079/57310792944.20251021121328.jpg,컬럼비아 공용 호버튜버 옴니테크 등산화 C66YU5200681,4,"[{""lprice"": 77400, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57310792944""}, {""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20843""}]",77400,0
C66YU5200273,HOVERTUBER OMNI-TECH,공용 호버튜버 옴니테크,77400,77400,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20842,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66YU5200273.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/1/C66YU5200273.jpg,https://shopping-phinf.pstatic.net/main_5621435/56214359597.jpg,컬럼비아 공용 호버튜버 옴니테크 C66YU5200273,3,"[{""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20842""}, {""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10873695427""}, {""lprice"": 77400, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/4522391?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}]",77400,0
C66YU5200191,HOVERTUBER OMNI-TECH,공용 호버튜버 옴니테크,77400,77400,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20841,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/1/C66YU5200191.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/1/C66YU5200191.jpg,https://shopping-phinf.pstatic.net/main_5621437/56214376404.jpg,컬럼비아 공용 호버튜버 옴니테크 C66YU5200191,3,"[{""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20841""}, {""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10873695997""}, {""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/10874403039""}]",77400,0
C66YU5200010,HOVERTUBER OMNI-TECH,공용 호버튜버 옴니테크,77400,76740,660,롯데ON,https://www.lotteon.com/p/product/LO2604238421?sitmNo=LO2604238421_2604238422&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66YU5200010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66YU5200010.jpg,https://shopping-phinf.pstatic.net/main_5848379/58483797045.jpg,컬럼비아 columbia 공용 호버튜버 옴니테크 C66YU5200010 128785,4,"[{""lprice"": 76740, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604238421?sitmNo=LO2604238421_2604238422&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 77400, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/57310823279""}, {""lprice"": 77400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10873696896""}]",76740,0
C66YU4947100,SNOWPIA CHUKKA OMNI-TECH,공용 스노우피아 처카 옴니테크 부츠,89400,88750,650,롯데ON,https://www.lotteon.com/p/product/LO2604235090?sitmNo=LO2604235090_2604235091&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66YU4947100.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/b/4/C66YU4947100.jpg,https://shopping-phinf.pstatic.net/main_5848386/58483862338.jpg,컬럼비아 columbia 공용 스노우피아 처카 옴니테크 C66YU4947100 128825,4,"[{""lprice"": 88750, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604235090?sitmNo=LO2604235090_2604235091&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 89390, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5645573?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 89400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20839""}]",88750,0
C66YU4947010,SNOWPIA CHUKKA OMNI-TECH,공용 스노우피아 처카 옴니테크 부츠,89400,85750,3650,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9062592230&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66YU4947010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66YU4947010.jpg,https://shopping-phinf.pstatic.net/main_5870814/58708148957.jpg,컬럼비아 COLUMBIA 공용 스노우피아 처카 옴니테크 C66YU4947010 402311,3,"[{""lprice"": 85750, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9062592230&tid=1000000061""}, {""lprice"": 89400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/11117145011""}, {""lprice"": 89400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20838""}]",85750,0
C66YU4749247,HENRYFORK BOOT OT OHI,공용 헨리포크 부츠 OT OHI,107400,107390,10,옥션,https://link.auction.co.kr/gate/pcs?item-no=F424807254&sub-id=1&service-code=10000003,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66YU4749247.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66YU4749247.jpg,https://shopping-phinf.pstatic.net/main_5811976/58119761927.jpg,컬럼비아 COLUMBIA 공용 헨리포크 부츠 OT OHI C66YU4749247 402320,3,"[{""lprice"": 107390, ""mallName"": ""옥션"", ""link"": ""https://link.auction.co.kr/gate/pcs?item-no=F424807254&sub-id=1&service-code=10000003""}, {""lprice"": 107400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/11027896991""}, {""lprice"": 107400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20837""}]",107390,0
C66YU4749010,HENRYFORK BOOT OT OHI,공용 헨리포크 부츠 OT OHI,107400,106560,840,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014643696&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C66YU4749010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/g/4/C66YU4749010.jpg,https://shopping-phinf.pstatic.net/main_5849341/58493418371.jpg,컬럼비아 columbia 공용 헨리포크 부츠 OT OHI C66YU4749010 129238,3,"[{""lprice"": 106560, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9014643696&tid=1000000061""}, {""lprice"": 107390, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/4642949?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 107400, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/11066590282""}]",106560,0
C66YU0899439,Santuit Falls Glove Ⅱ,공용 산투이트파스 Ⅱ 장갑,43000,43000,0,네이버,https://search.shopping.naver.com/catalog/58366806720,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C66YU0899439.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C66YU0899439.jpg,https://shopping-phinf.pstatic.net/main_5836680/58366806720.20260106045619.jpg,매장정품 컬럼비아 COLUMBIA 공용 산투이트파스 장갑 C66YU0899439 167400,4,"[{""lprice"": 43000, ""mallName"": ""네이버"", ""link"": ""https://search.shopping.naver.com/catalog/58366806720""}, {""lprice"": 43000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10769717660""}, {""lprice"": 43000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/10769879691""}]",43000,0
C66YU0899010,Santuit Falls Glove Ⅱ,공용 산투이트파스 Ⅱ 장갑,43000,43000,0,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/10769718419,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C66YU0899010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/4/C66YU0899010.jpg,https://shopping-phinf.pstatic.net/main_8831422/88314224409.jpg,[본사직영]컬럼비아 공용 산투이트파스 Ⅱ 장갑 C66YU0899010,3,"[{""lprice"": 43000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/10769718419""}, {""lprice"": 43000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/10769873202""}, {""lprice"": 43000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20834""}]",43000,0
C66YU0678010,FRIO HIKE CAP,공용 프리오 하이크 캡,43200,42720,480,11번가,https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059534971&tid=1000000061,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/1/C66YU0678010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/c/1/C66YU0678010.jpg,https://shopping-phinf.pstatic.net/main_5869428/58694289071.jpg,컬럼비아 COLUMBIA 공용 프리오 하이크 캡 C66YU0678010 412443,3,"[{""lprice"": 42720, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9059534971&tid=1000000061""}, {""lprice"": 42770, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=9058929553&tid=1000000061""}, {""lprice"": 43190, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/5617289?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}]",42720,0
C66YU0677478,Desor Bowl Bucket,공용 데졸 보울 버킷,55000,54990,10,무신사,https://link.musinsa.com/app/goods/4946656?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group},https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model03/4/C66YU0677478.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/model03/4/C66YU0677478.jpg,https://shopping-phinf.pstatic.net/main_5616729/56167294607.jpg,[컬럼비아] 공용 데졸 보울 버킷 C66YU0677478,3,"[{""lprice"": 54990, ""mallName"": ""무신사"", ""link"": ""https://link.musinsa.com/app/goods/4946656?utm_source=naver_jisicshopping&utm_medium=sh&source=NVSH&utm_term={keyword}&utm_content={ad_group}""}, {""lprice"": 55000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20832""}, {""lprice"": 55000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/11639221687""}]",54990,0
C66YU0677278,Desor Bowl Bucket,공용 데졸 보울 버킷,55000,54700,300,롯데ON,https://www.lotteon.com/p/product/LO2587130915?sitmNo=LO2587130915_2587130916&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/d/1/C66YU0677278.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/d/1/C66YU0677278.jpg,https://shopping-phinf.pstatic.net/main_5803507/58035075029.jpg,컬럼비아 COLUMBIA 공용 데졸 보울 버킷 C66YU0677278 285269,4,"[{""lprice"": 54700, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2587130915?sitmNo=LO2587130915_2587130916&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 54900, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2604187492?sitmNo=LO2604187492_2604187494&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 54960, ""mallName"": ""11번가"", ""link"": ""https://www.11st.co.kr/connect/Gateway.tmall?method=Xsite&prdNo=8722988946&tid=1000000061""}]",54700,0
C66YU0677010,Desor Bowl Bucket,공용 데졸 보울 버킷,55000,53930,1070,롯데ON,https://www.lotteon.com/p/product/LO2614835222?sitmNo=LO2614835222_2614835223&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/1/C66YU0677010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/1/C66YU0677010.jpg,https://shopping-phinf.pstatic.net/main_5875677/58756772837.jpg,컬럼비아 COLUMBIA 공용 데졸 보울 버킷 C66YU0677010 2453475,4,"[{""lprice"": 53930, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2614835222?sitmNo=LO2614835222_2614835223&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}, {""lprice"": 55000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/8928031769""}, {""lprice"": 55000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20830""}]",53930,0
C66YU0672010,Snowshoe DomeⅡ Earflap Cap,공용 스노우슈 돔 이어플랩 캡,40000,40000,0,컬럼비아스포츠웨어,http://www.columbiakorea.co.kr/product/view.asp?pno=20829,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/d/1/C66YU0672010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/d/1/C66YU0672010.jpg,https://shopping-phinf.pstatic.net/main_5851332/58513327365.jpg,컬럼비아 공용 스노우슈 돔 이어플랩 캡 C66YU0672010,3,"[{""lprice"": 40000, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20829""}, {""lprice"": 40000, ""mallName"": ""29CM"", ""link"": ""https://product.29cm.co.kr/catalog/3738323?BSPRG=NAVERSH&utm_content=conversion_navershopping&naver_code=naver_ep&utm_term=3738323&utm_source=growth_naver&utm_campaign=conversion_navershopping&BSCPN=CMCOM&BSCCN1=3738323&utm_medium=display""}, {""lprice"": 48740, ""mallName"": ""롯데ON"", ""link"": ""https://www.lotteon.com/p/product/LO2611726425?sitmNo=LO2611726425_2611726426&ch_no=100065&ch_dtl_no=1000030&entryPoint=pcs&dp_infw_cd=CHT""}]",40000,0
C66YU0653221,Static Point Ear Muff,공용 스태틱 포인트 이어 머프,23200,23200,0,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/7544752182,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66YU0653221.jpg,https://assetscdn49.styleship.com/assets/columbia/data/productimages/a/1/C66YU0653221.jpg,https://shopping-phinf.pstatic.net/main_8508925/85089252504.jpg,[본사직영]컬럼비아 공용 스태틱 포인트 이어 머프 C66YU0653221,3,"[{""lprice"": 23200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/7544752182""}, {""lprice"": 23200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/7544799467""}, {""lprice"": 23200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20828""}]",23200,0
C66YU0653010,Static Point Ear Muff,공용 스태틱 포인트 이어 머프,23200,23200,0,컬럼비아스포츠웨어,https://smartstore.naver.com/main/products/7427048443,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66YU0653010.jpg,https://assetscdn49.styleship.com/assets/columbia/data/ProductImages/a/4/C66YU0653010.jpg,https://shopping-phinf.pstatic.net/main_8497154/84971548765.jpg,[본사직영]컬럼비아 공용 스태틱 포인트 이어 머프 C66YU0653010,3,"[{""lprice"": 23200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://smartstore.naver.com/main/products/7427048443""}, {""lprice"": 23200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""https://shopping.naver.com/outlink/itemdetail/7531854587""}, {""lprice"": 23200, ""mallName"": ""컬럼비아스포츠웨어"", ""link"": ""http://www.columbiakorea.co.kr/product/view.asp?pno=20827""}]",23200,0
